timestamp,x,y,z,vx,vy,vz,roll,pitch,yaw
4435000,0.00037318512,-0.0022128448,-0.00020847481,0.006611949,-0.03064041,0.0009210481,,,
4443000,0.00043307294,-0.002464173,-0.00021873659,0.0081142,-0.032250542,0.00020691557,,,
4451000,0.0005065903,-0.002730781,-0.00024105678,0.0097133275,-0.0336518,-0.00051193393,,,
4459000,0.00059259136,-0.0030034233,-0.0002753681,0.011415144,-0.033921473,-0.000901982,,,
4467000,0.0006967812,-0.0032782026,-0.0003119231,0.0138404695,-0.034243595,5.0690287e-05,,,
4475000,0.0008081631,-0.0035658663,-0.00034834375,0.013052708,-0.037057918,0.00036759343,,,
4483000,0.0009197198,-0.003872976,-0.00039061112,0.014120761,-0.038394075,-0.0002602626,,,
4491000,0.0010380822,-0.00419308,-0.0004441794,0.014409595,-0.040652785,-0.0011550358,,,
4507000,0.0012875466,-0.004890178,-0.0005631135,0.015484833,-0.044609528,4.829315e-05,,,
4515000,0.0014259389,-0.0052521345,-0.0006237546,0.017933263,-0.044332303,-0.0011239687,,,
4523000,0.0015799893,-0.005619907,-0.00069434894,0.018846244,-0.04612613,-0.00093055674,,,
4531000,0.0017307018,-0.006005469,-0.00076523237,0.017258558,-0.048146676,-0.0011863476,,,
4547000,0.002021518,-0.0068243844,-0.00093839434,0.016740644,-0.05210309,-0.0035657003,,,
4555000,0.0021640153,-0.0072610714,-0.0010438282,0.017154235,-0.054876816,-0.005131616,,,
4563000,0.0023117764,-0.0077270106,-0.0011631274,0.018106794,-0.059261404,-0.006503959,,,
4571000,0.0024664106,-0.00821958,-0.0012945039,0.018587073,-0.060705982,-0.008282318,,,
4587000,0.002776429,-0.009216039,-0.001604233,0.018679868,-0.06076586,-0.009628463,,,
4595000,0.0029409165,-0.009714562,-0.0017546099,0.020448305,-0.06082305,-0.008334906,,,
4603000,0.003119741,-0.010214647,-0.0018997174,0.021547943,-0.061176524,-0.007941693,,,
4611000,0.0033016396,-0.010724087,-0.0020448982,0.021454277,-0.06292645,-0.007982949,,,
4627000,0.003667803,-0.011782135,-0.0023272622,0.021923592,-0.066498555,-0.0065302188,,,
4635000,0.0038173248,-0.012193129,-0.0024002986,0.023318727,-0.06824391,-0.007320514,,,
4643000,0.003973659,-0.012613453,-0.0024816452,0.023428362,-0.068115495,-0.008011023,,,
4651000,0.0041362233,-0.013041543,-0.0025671313,0.024305122,-0.069492064,-0.0076651983,,,
4667000,0.0044636372,-0.013956779,-0.0027374043,0.023524575,-0.072608925,-0.0058669467,,,
