timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
2044204000,2044204000,1310988,0.0,-0.008522116,-0.017044231,11.832727,0,0,0,0,1
2045204000,2045204000,1310988,0.0037284256,-0.0005326322,0.016511599,11.832727,0,0,0,0,1
2046204000,2046204000,1310988,0.0063915867,-0.017044231,0.0015978967,11.832727,0,0,0,0,1
2047204000,2047204000,1310988,-0.017044231,0.013315806,-0.0005326322,11.832727,0,0,0,0,1
2048204000,2048204000,1310988,-0.035153728,-0.25832662,-0.02609898,11.832666,0,0,0,0,1
2049204000,2049204000,1310988,-0.004261058,0.04261058,0.020772656,11.829676,0,0,0,0,1
2050204000,2050204000,1310988,0.00479369,-0.00479369,0.0058589545,11.824488,0,0,0,0,1
2051204000,2051204000,1310988,-0.002130529,0.011185277,0.018109497,11.819513,0,0,0,0,1
2052204000,2052204000,1310988,0.0005326322,-0.0053263223,0.0063915867,11.816309,0,0,0,0,1
2053204000,2053204000,1310988,0.011717909,0.017576864,-0.0058589545,11.814997,0,0,0,0,1
2054204000,2054204000,1310988,-0.010652645,0.0010652645,-0.011185277,11.814081,0,0,0,0,1
2055204000,2055204000,1310988,-0.007989483,-0.015978966,0.0053263223,11.813593,0,0,0,0,1
2056204000,2056204000,1310988,0.007989483,0.002130529,0.0010652645,11.813318,0,0,0,0,1
2057204000,2057204000,1310988,-0.030360037,-0.02396845,-0.0031957934,11.813227,0,0,0,0,1
2058204000,2058204000,1310988,0.048469532,-0.128897,-0.35313517,11.812983,0,0,0,0,1
2059204000,2059204000,1310988,-0.12836437,0.24820662,0.076166406,11.813074,0,0,0,0,1
2060204000,2060204000,1310988,-0.056459017,-0.08042747,-0.042077947,11.813562,0,0,0,0,1
2061204000,2061204000,1310988,0.03089267,0.07084008,-0.02396845,11.813562,0,0,0,0,1
2062204000,2062204000,1310988,0.03568636,0.015978966,0.015446335,11.813501,0,0,0,0,1
2063204000,2063204000,1310988,-0.022903185,0.014913702,0.020772656,11.81344,0,0,0,0,1
2064204000,2064204000,1310988,0.018642128,-0.025033714,-0.007989483,11.81341,0,0,0,0,1
2065204000,2065204000,1310988,-0.267914,0.37763625,-0.20026971,11.813349,0,0,0,0,1
2066204000,2066204000,1310988,-0.10705908,0.06764429,-0.545948,11.813166,0,0,0,0,1
2067204000,2067204000,1310988,0.24660872,-0.06178534,-0.9550096,11.813196,0,0,0,0,1
2068204000,2068204000,1310988,-0.026631612,-0.06178534,-0.5273059,11.813471,0,0,0,0,1
2069204000,2069204000,1310988,-0.027164243,0.07403588,-0.14647387,11.813349,0,0,0,0,1
2070204000,2070204000,1310988,-0.0026631611,0.022903185,-0.047404267,11.813318,0,0,0,0,1
2071204000,2071204000,1310988,0.002130529,0.028229509,-0.05006743,11.813318,0,0,0,0,1
2072204000,2072204000,1310988,0.0031957934,0.0015978967,-0.030360037,11.813349,0,0,0,0,1
2073204000,2073204000,1310988,0.023435818,-0.012250541,-0.011185277,11.81341,0,0,0,0,1
2074204000,2074204000,1310988,-0.2396845,0.096939065,-0.027164243,11.813471,0,0,0,0,1
2075204000,2075204000,1310988,-0.3797668,-0.18961707,-0.5049353,11.813318,0,0,0,0,1
2076204000,2076204000,1310988,0.32117724,0.06338324,-0.69721556,11.813166,0,0,0,0,1
2077204000,2077204000,1310988,0.16990969,0.33609092,-0.2625877,11.813501,0,0,0,0,1
2078204000,2078204000,1310988,-0.123038046,-0.11664646,0.092145376,11.813532,0,0,0,0,1
2079204000,2079204000,1310988,-0.023435818,-0.03834952,0.006924219,11.813471,0,0,0,0,1
2080204000,2080204000,1310988,-0.013315806,-0.02130529,0.0015978967,11.813532,0,0,0,0,1
2081204000,2081204000,1310988,-0.015978966,0.0,0.0053263223,11.813654,0,0,0,0,1
2082204000,2082204000,1310988,-0.029294772,0.01917476,0.013315806,11.814325,0,0,0,0,1
2083204000,2083204000,1310988,0.03195793,0.018109497,-0.0005326322,11.8189945,0,0,0,0,1
2084204000,2084204000,1310988,0.0058589545,0.00958738,-0.0026631611,11.823572,0,0,0,0,1
2085204000,2085204000,1310988,-0.013315806,0.00479369,-0.006924219,11.82818,0,0,0,0,1
2086204000,2086204000,1310988,-0.07989483,0.010652645,0.0031957934,11.832727,0,0,0,0,1
2087204000,2087204000,1310988,-0.0026631611,0.0005326322,-0.0031957934,11.832727,0,0,0,0,1
2088204000,2088204000,1310988,0.022370555,0.0026631611,-0.012250541,11.832727,0,0,0,0,1
2089204000,2089204000,1310988,-0.013848438,0.0063915867,0.0026631611,11.832727,0,0,0,0,1
2090204000,2090204000,1310988,-0.00958738,0.0037284256,-0.0026631611,11.832727,0,0,0,0,1
