timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
2049960000,2049960000,0.59189826,0.0038658958,-4.2197967,12.933615,0.15297505,5.182861,0
2049968000,2049968000,0.615199,0.0029725237,-2.023958,6.7405367,0.06752522,5.330451,0
2050056000,2050056000,0.6731607,0.001161745,-0.74739504,6.630682,0.009360515,6.408446,0
2050152000,2050152000,0.6873942,0.000786629,-0.4248591,7.259707,0.0027626653,7.1273675,0
2050256000,2050256000,0.6942342,0.0006044349,-0.44908148,7.7061453,0.0029078405,7.6058326,0
2050360000,2050360000,0.6987941,0.0004986425,-0.21529147,7.978716,0.0006454731,7.8876667,0
2050456000,2050456000,0.7,0.00043194706,-0.3004253,8.094498,0.0012389123,8.011096,0
2050552000,2050552000,0.7,0.0003815777,-0.3220867,8.134124,0.0014170731,8.05563,0
2050656000,2050656000,0.7,0.00033883943,-0.40789425,8.080508,0.0022877788,8.006435,0
2050760000,2050760000,0.7,0.0003045093,-0.20123087,7.9663153,0.00056479283,7.8919945,0
2050856000,2050856000,0.7,0.0002781458,-0.35721463,7.8160067,0.0018139739,7.7462587,0
2050952000,2050948000,0.7,0.00025559153,-0.29930344,7.633479,0.0013039424,7.5658183,0
2051056000,2051056000,0.7,0.00023453154,-0.42219478,7.413325,0.0026715922,7.3494987,0
2051160000,2051160000,0.7,0.00021619067,-0.33611852,7.1738734,0.0017498011,7.111878,0
2051256000,2051256000,0.7,0.00020120424,-0.4267051,6.943161,0.0029137742,6.884068,0
2051360000,2051360000,0.7,0.0001867207,-0.329956,6.6812186,0.001810564,6.6240354,0
2051456000,2051456000,0.7,0.00017468906,-0.2985109,6.4410253,0.0015371736,6.3854313,0
2051552000,2051552000,0.7,0.00016375197,-0.33294278,6.1979704,0.0019872258,6.1452622,0
2051656000,2051656000,0.7,0.00015299575,-0.22194234,5.9315543,0.0009227186,5.88094,0
2051760000,2051760000,0.7,0.00014357171,-0.24354571,5.6688395,0.0011625839,5.622275,0
2051856000,2051856000,0.7,0.00013598199,-0.4443791,5.4389973,0.004034093,5.397232,0
2051960000,2051960000,0.7,0.00012861515,-0.83165014,5.2205315,0.014720552,5.1828794,0
2052056000,2052056000,0.7,0.00012192652,-0.54035044,5.029291,0.006450624,4.9891353,0
2052152000,2052152000,0.7,0.00011530776,-0.4219843,4.822344,0.004102909,4.781862,1
2052256000,2052256000,0.7,0.000108263994,-0.14642704,4.592983,0.00051868684,4.5526233,1
2052360000,2052360000,0.69995534,0.000101559715,0.11468884,4.364643,0.0003348506,4.3260465,1
2052456000,2052456000,0.6999039,9.584669e-05,0.04300481,4.1614947,4.9378992e-05,4.125305,1
2052560000,2052560000,0.7,9.020048e-05,-0.079890534,3.9527202,0.00017941224,3.9190145,1
2052656000,2052656000,0.7,8.538295e-05,-0.22498582,3.770687,0.0014915825,3.7390018,1
