timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
2043256000,2043102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2043656000,2043502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2044056000,2043902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2044456000,2044302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2044856000,2044698000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2045256000,2045102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2045656000,2045502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2046056000,2045902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2046456000,2046298000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2046856000,2046702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2047256000,2047102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2047656000,2047498000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2048056000,2047902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2048456000,2048298000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2048856000,2048698000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2049256000,2049102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2049656000,2049502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2050056000,2049902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2050456000,2050302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2050856000,2050702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2051256000,2051102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2051656000,2051502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2052056000,2051902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2052456000,2052302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2052856000,2052702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2053256000,2053098000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2053656000,2053502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2054056000,2053902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2054456000,2054302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2054856000,2054702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2055256000,2055102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2055656000,2055502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2056056000,2055902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2056456000,2056302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2056856000,2056702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2057256000,2057102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2057656000,2057502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2058056000,2057902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2058456000,2058302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2058856000,2058702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2059256000,2059098000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2059656000,2059502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2060056000,2059902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2060456000,2060302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2060856000,2060702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2061256000,2061102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2061656000,2061502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2062056000,2061902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2062456000,2062302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2062856000,2062702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2063256000,2063102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2063656000,2063498000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2064056000,2063902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2064456000,2064302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2064856000,2064702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2065256000,2065102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2065656000,2065502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2066056000,2065902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2066456000,2066302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2066856000,2066702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2067256000,2067102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2067656000,2067502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2068056000,2067902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2068456000,2068302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2068856000,2068702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2069256000,2069102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2069656000,2069502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2070056000,2069902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2070456000,2070298000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2070856000,2070702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2071256000,2071098000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2071656000,2071502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2072056000,2071898000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2072456000,2072302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2072856000,2072702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2073256000,2073098000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2073656000,2073502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2074056000,2073902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2074456000,2074302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2074856000,2074702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2075256000,2075102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2075656000,2075502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2076056000,2075902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2076456000,2076302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2076856000,2076702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2077256000,2077098000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2077656000,2077502000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2078056000,2077902000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2078456000,2078302000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2078856000,2078702000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
2079256000,2079102000,0.0007526839,0.00032702636,0.00040000002,1,0,0,0,0,0,0,0,0,0,0,0
