timestamp,airspeed_timestamp_rel,airspeed_validated_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
2043328000,32767,32767,32767,32767,32767,32767,32767
2043332000,32767,32767,32767,32767,32767,32767,32767
2043336000,32767,32767,32767,32767,32767,32767,32767
2043340000,32767,32767,32767,32767,32767,32767,32767
2043344000,32767,32767,32767,32767,32767,32767,32767
2043348000,32767,32767,32767,32767,32767,32767,32767
2043352000,32767,32767,32767,32767,32767,32767,32767
2043356000,32767,32767,32767,32767,0,0,32767
2043360000,32767,32767,32767,32767,32767,32767,32767
2043364000,32767,32767,32767,32767,32767,32767,32767
2043368000,32767,32767,32767,32767,32767,32767,32767
2043372000,32767,32767,32767,32767,32767,32767,32767
2043376000,32767,32767,32767,32767,32767,32767,32767
2043380000,32767,32767,32767,32767,32767,32767,32767
2043384000,32767,32767,32767,32767,32767,32767,32767
2043388000,32767,32767,32767,32767,32767,32767,32767
2043392000,32767,32767,32767,32767,32767,32767,32767
2043396000,32767,32767,32767,32767,32767,32767,32767
2043400000,32767,32767,32767,32767,32767,32767,32767
2043404000,32767,32767,32767,32767,32767,32767,32767
2043408000,32767,32767,32767,32767,32767,32767,32767
2043412000,32767,32767,32767,32767,32767,32767,32767
2043416000,32767,32767,32767,32767,32767,32767,32767
2043420000,32767,32767,32767,32767,32767,32767,32767
2043424000,32767,32767,32767,32767,32767,32767,32767
2043428000,32767,32767,32767,32767,32767,32767,32767
2043432000,32767,32767,32767,32767,-40,32767,32767
2043436000,32767,32767,32767,32767,32767,32767,32767
2043440000,32767,32767,32767,32767,32767,32767,32767
2043444000,32767,32767,32767,32767,32767,32767,32767
2043448000,32767,32767,32767,32767,32767,32767,32767
2043452000,32767,32767,32767,32767,32767,32767,32767
2043456000,32767,32767,32767,32767,32767,32767,32767
2043460000,32767,32767,32767,32767,32767,32767,32767
2043464000,32767,32767,32767,32767,32767,32767,32767
2043468000,32767,32767,32767,32767,32767,-40,32767
2043472000,32767,32767,32767,32767,32767,32767,32767
2043476000,32767,32767,32767,32767,32767,32767,32767
2043480000,32767,32767,32767,32767,32767,32767,32767
2043484000,32767,32767,32767,32767,32767,32767,32767
2043488000,32767,32767,32767,32767,32767,32767,32767
2043492000,32767,32767,32767,32767,32767,32767,32767
2043496000,32767,32767,32767,32767,0,0,32767
2043500000,32767,32767,32767,32767,32767,32767,32767
2043504000,32767,32767,32767,32767,32767,32767,32767
2043508000,32767,32767,32767,32767,32767,32767,32767
2043512000,32767,32767,32767,32767,32767,32767,32767
2043516000,32767,32767,32767,32767,32767,32767,32767
2043520000,32767,32767,32767,32767,32767,32767,32767
2043524000,32767,32767,32767,32767,32767,32767,32767
2043528000,32767,32767,32767,32767,32767,32767,32767
2043532000,32767,32767,32767,32767,32767,32767,32767
2043536000,32767,32767,32767,32767,32767,32767,32767
2043540000,32767,32767,32767,32767,32767,32767,32767
2043544000,32767,32767,32767,32767,32767,32767,32767
2043548000,32767,32767,32767,32767,32767,32767,32767
2043552000,32767,32767,32767,32767,-40,32767,32767
2043556000,32767,32767,32767,32767,32767,32767,32767
2043560000,32767,32767,32767,32767,32767,32767,32767
2043564000,32767,32767,32767,32767,32767,32767,32767
2043568000,32767,32767,32767,32767,32767,32767,32767
2043572000,32767,32767,32767,32767,32767,32767,32767
2043576000,32767,32767,32767,32767,32767,32767,32767
2043580000,32767,32767,32767,32767,32767,32767,32767
2043584000,32767,32767,32767,32767,32767,32767,32767
2043588000,32767,32767,32767,32767,32767,32767,32767
2043592000,32767,32767,32767,32767,32767,32767,32767
2043596000,32767,32767,32767,32767,32767,32767,32767
2043600000,32767,32767,32767,32767,32767,-40,32767
2043604000,32767,32767,32767,32767,32767,32767,32767
2043608000,32767,32767,32767,32767,32767,32767,32767
2043612000,32767,32767,32767,32767,32767,32767,32767
2043616000,32767,32767,32767,32767,32767,32767,32767
2043620000,32767,32767,32767,32767,0,32767,32767
2043624000,32767,32767,32767,32767,32767,32767,32767
2043628000,32767,32767,32767,32767,32767,32767,32767
2043632000,32767,32767,32767,32767,32767,32767,32767
2043636000,32767,32767,32767,32767,32767,32767,32767
2043640000,32767,32767,32767,32767,32767,32767,32767
2043644000,32767,32767,32767,32767,32767,0,32767
2043648000,32767,32767,32767,32767,32767,32767,32767
2043652000,32767,32767,32767,32767,32767,32767,32767
2043656000,32767,32767,32767,32767,32767,32767,32767
2043660000,32767,32767,32767,32767,32767,32767,32767
2043664000,32767,32767,32767,32767,32767,32767,32767
2043668000,32767,32767,32767,32767,32767,32767,32767
2043672000,32767,32767,32767,32767,32767,32767,32767
2043676000,32767,32767,32767,32767,32767,32767,32767
2043680000,32767,32767,32767,32767,32767,32767,32767
2043684000,32767,32767,32767,32767,32767,32767,32767
2043688000,32767,32767,32767,32767,32767,32767,32767
2043692000,32767,32767,32767,32767,0,32767,32767
2043696000,32767,32767,32767,32767,32767,32767,32767
2043700000,32767,32767,32767,32767,32767,32767,32767
2043704000,32767,32767,32767,32767,32767,32767,32767
2043708000,32767,32767,32767,32767,32767,32767,32767
2043712000,32767,32767,32767,32767,32767,32767,32767
