timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
2043328000,2043328000,47.39816955457735,8.545386942972485,488.10782,488.10782,488.10132,488.10132,0.46583548,0.2859354,488.00656,1,1,4,3,3,0,0
2043336000,2043336000,47.39816955732963,8.545386944241852,488.10788,488.10788,488.10132,488.10132,0.46664488,0.28537604,488.00662,1,1,4,3,3,0,0
2043344000,2043344000,47.39816956005303,8.545386945312432,488.10797,488.10797,488.10132,488.10132,0.46745732,0.28576005,488.00668,1,1,4,3,3,0,0
2043352000,2043352000,47.39816956264911,8.545386946277466,488.10803,488.10803,488.10132,488.10132,0.46826053,0.2861447,488.00674,1,1,4,3,3,0,0
2043360000,2043360000,47.39816956521955,8.545386947127927,488.10812,488.10812,488.10132,488.10132,0.4690789,0.28653,488.00684,1,1,4,3,3,0,0
2043368000,2043368000,47.39816956780331,8.545386947878407,488.1082,488.1082,488.10132,488.10132,0.4699003,0.28691593,488.00693,1,1,4,3,3,0,0
2043376000,2043376000,47.398169570369745,8.545386948505012,488.10828,488.10828,488.10132,488.10132,0.4707248,0.28730252,488.00702,1,1,4,3,3,0,0
2043384000,2043384000,47.39816957287165,8.545386949012846,488.10834,488.10834,488.10132,488.10132,0.4715523,0.28768972,488.0071,1,1,4,3,3,0,0
2043400000,2043400000,47.39816957777459,8.545386949569089,488.10852,488.10852,488.10132,488.10132,0.47321656,0.28846607,488.0073,1,1,4,3,3,0,0
2043408000,2043408000,47.39816958017659,8.545386949641058,488.10864,488.10864,488.10132,488.10132,0.47405332,0.28788596,488.00787,1,1,4,3,3,0,0
2043416000,2043416000,47.398169582527146,8.545386949636235,488.10876,488.10876,488.10132,488.10132,0.47489315,0.28827444,488.00797,1,1,4,3,3,0,0
2043424000,2043424000,47.39816958480315,8.545386949458901,488.1089,488.1089,488.10132,488.10132,0.4757222,0.28866354,488.00806,1,1,4,3,3,0,0
2043440000,2043440000,47.39816958922345,8.545386948606286,488.10913,488.10913,488.10132,488.10132,0.47741696,0.28944364,488.0082,1,1,4,3,3,0,0
2043448000,2043448000,47.3981695913731,8.545386948035171,488.10925,488.10925,488.10132,488.10132,0.47826898,0.28983462,488.00827,1,1,4,3,3,0,0
2043456000,2043456000,47.39816959355941,8.54538694734809,488.10934,488.10934,488.10132,488.10132,0.47912413,0.29022628,488.00833,1,1,4,3,3,0,0
2043464000,2043464000,47.39816959575827,8.545386946536015,488.10947,488.10947,488.10132,488.10132,0.4799824,0.29061854,488.0084,1,1,4,3,3,0,0
2043480000,2043480000,47.398169600110634,8.545386944414895,488.10968,488.10968,488.10132,488.10132,0.4817062,0.29040998,488.00833,1,1,4,3,3,0,0
2043488000,2043488000,47.39816960226952,8.5453869431695,488.1098,488.1098,488.10132,488.10132,0.48257378,0.29080284,488.0084,1,1,4,3,3,0,0
2043496000,2043496000,47.39816960431424,8.545386941900803,488.10992,488.10992,488.10132,488.10132,0.48342884,0.29119632,488.00848,1,1,4,3,3,0,0
