timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
2043328000,2043328000,-0.0020147287,-0.009250701,0.005134114,0.42944297,-0.7494833,-0.0125822555
2043332000,2043332000,0.0052281753,0.00029961826,-0.0029447023,0.89149755,0.2998994,-0.6839869
2043340000,2043340000,-0.0043104594,0.016238641,-0.0015224117,-0.361898,1.1741387,-0.12960477
2043348000,2043348000,-0.004457613,0.014775301,0.008473461,-0.07899746,0.38068414,0.65399206
2043360000,2043360000,0.0020510077,-8.7178196e-05,-0.0021797796,0.24400282,-0.8018315,-0.42708802
2043368000,2043368000,0.011349558,-0.0076215575,-0.0056611253,0.7475584,-0.7793546,-0.5046258
2043380000,2043380000,0.0015537995,0.017581027,-0.004757093,-0.52769595,1.0939832,0.3038657
2043388000,2043388000,0.0021099714,0.008814146,-0.005699455,-0.1230571,-0.13563156,-0.050687317
2043400000,2043400000,0.011527983,-0.0045021297,0.00082850596,0.62904835,-0.75145763,0.38408086
2043408000,2043408000,0.0061380523,-0.014920105,-0.008982305,-0.17283818,-0.9968728,-0.56763077
2043420000,2043420000,0.0035886941,-0.00029538613,0.0013322785,-0.029796392,0.2877681,0.7182277
2043428000,2043428000,0.013038681,-0.00045873175,0.017192615,0.5824794,0.20454094,1.3224144
2043440000,2043440000,-0.00017179362,-0.0013243186,-0.0038868126,-0.58790237,-0.09808296,-0.8331462
2043448000,2043448000,-0.0015796049,-0.010834766,-0.0077600004,-0.40324605,-0.70773524,-0.60144097
2043460000,2043460000,-0.015847193,-0.011866454,0.0046194997,-0.77873445,-0.04564858,0.15133822
2043468000,2043468000,-0.0069995415,0.0084714135,-0.008697987,0.25767502,1.3519769,-0.7612052
2043480000,2043480000,-0.004388725,0.014224304,-0.0019617113,0.1610112,0.76585466,0.18549135
2043488000,2043488000,0.0045036473,-0.001628483,0.009397938,0.79174227,-0.9162775,0.90655804
2043500000,2043500000,-0.0030097084,-0.008243173,0.012250329,-0.5871831,-0.5282741,0.28922138
2043508000,2043508000,-0.0022057677,0.0011919452,0.011643223,-0.13813567,0.5092801,0.028770963
2043520000,2043520000,-0.0021554604,0.0008140511,-0.0011230768,0.14606878,-0.044679333,-0.54508865
2043528000,2043528000,0.0067824894,0.009139947,0.010324961,0.64868194,0.580034,0.6373025
2043540000,2043540000,-0.003893644,-0.012788154,0.010532071,-0.38822147,-1.1902394,0.0462664
2043548000,2043548000,-0.0046462133,-0.013204819,0.0046547656,-0.27491894,-0.5580785,-0.4454497
2043560000,2043560000,0.010002742,-0.0005596309,-0.018138783,1.08063,0.72765446,-1.3974562
2043568000,2043568000,0.016465113,0.008318181,-0.0021217305,0.88354534,0.9204336,0.50882226
2043580000,2043580000,-0.0039247773,-0.0031076756,-0.008648431,-1.1820145,-0.59026295,-0.3984693
2043588000,2043588000,0.0021277284,-0.0058407253,-0.0031549423,-0.0757131,-0.35949764,0.23474053
2043600000,2043600000,0.0029655322,-0.0039458745,0.004481332,-0.08537452,-0.11575753,0.62063116
2043608000,2043608000,-0.0058482816,0.00789129,-0.006691847,-0.5999212,0.8627942,-0.64732337
2043620000,2043620000,0.0039025396,0.015885169,-0.0041266014,0.44460285,0.4986856,0.36850274
2043628000,2043628000,0.0064980644,0.0006533978,0.013539729,0.27774107,-0.87458366,1.298039
2043640000,2043640000,0.013261189,-0.008613279,4.7809262e-05,0.4834336,-0.5748963,-0.40656272
2043644000,2043644000,0.011381735,-0.00393137,0.0016521057,0.16454512,0.008950713,-0.13639918
2043660000,2043660000,-0.005184999,0.0047443747,-0.0027248752,-0.8399378,0.20833816,-0.45223343
2043668000,2043668000,0.020916054,-0.00041251467,-0.00015693837,1.5021641,-0.21385391,0.0027704798
2043680000,2043680000,0.0051727756,-0.0076141,0.009627121,-0.9966039,-0.6172503,0.7195402
2043688000,2043688000,-0.015486923,-0.0033947988,-0.0008865298,-1.7086662,0.048692532,-0.48758495
2043700000,2043700000,0.010075961,-0.0018204987,0.0059072305,0.923394,-0.18050465,0.31400388
2043708000,2043708000,0.0054230946,0.002756241,0.0082202535,0.04264593,0.31677485,0.30294675
2043720000,2043720000,-0.00907962,-0.00039706266,0.0034363368,-0.7343113,0.006042391,-0.008521616
2043728000,2043728000,-0.012140515,-0.009169884,-0.0014444073,-0.5284034,-0.69191074,-0.33340988
2043740000,2043740000,0.00467644,-0.00045831787,0.004771191,0.6254506,0.32801867,0.26357675
2043748000,2043748000,0.00016812075,-0.01280812,0.007053919,0.079874694,-0.6720306,0.19715919
2043760000,2043760000,0.0056497306,-0.0028515412,0.0017835868,0.27178982,0.24490498,-0.0075480896
2043768000,2043768000,-2.9353163e-05,-0.0017888445,0.0046858913,-0.37532228,0.20208296,0.08511636
2043780000,2043780000,-0.010349437,-0.00895269,-0.004196322,-0.4273373,-0.50108093,-0.44533095
2043788000,2043788000,-0.002039684,-0.010739741,0.0023037207,0.29589885,-0.3064798,0.28383955
2043800000,2043800000,0.011759714,-0.0020919817,0.002054835,1.0116191,0.34520528,0.117708035
2043808000,2043808000,-0.008935779,0.0018659735,0.0059478455,-1.0126686,0.42051238,0.33690965
2043820000,2043820000,-0.0012077527,0.014355058,0.003623543,0.18026806,0.8501122,0.047470406
2043828000,2043828000,-0.0047375914,0.008233645,0.010219746,-0.12726793,-0.08681188,0.43924087
2043840000,2043840000,0.0017446269,0.00353103,0.00012981021,0.22527865,-0.35710666,-0.41673893
2043848000,2043848000,-0.008426961,0.0030666164,-0.008350389,-0.618773,-0.2058055,-0.7657337
2043860000,2043860000,-0.009250623,0.0058508953,-0.0077605173,-0.11697811,0.23800644,-0.07632794
2043868000,2043868000,-0.002774994,0.0016989001,-0.009439367,0.38788402,-0.19183907,-0.17079094
2043880000,2043880000,0.008113173,0.0007593704,-0.012234427,0.7349591,-0.005314911,-0.3315646
2043888000,2043888000,0.010849416,0.0065745027,-0.0042515085,0.47799408,0.29988047,0.3846848
2043896000,2043896000,0.00819643,0.00043248088,-0.008574297,0.09122453,-0.19444016,-0.03346381
2043908000,2043908000,0.008333215,0.00726408,0.0014204694,-0.1643098,0.120355725,0.09188044
2043920000,2043920000,-0.009557385,0.007924364,0.015321609,-1.1385908,0.2525871,1.076935
2043928000,2043928000,-0.008389366,0.009886664,0.010904802,-0.37007773,0.15632743,0.11108321
2043940000,2043940000,-0.010362517,0.005575941,-0.009508378,-0.24068925,0.02355002,-0.94202083
2043948000,2043948000,0.0059900642,0.0069437227,-0.004011235,1.0324206,0.06750827,-0.21087474
