timestamp,timestamp_sample,device_id,pressure,temperature,error_count
2044172000,2044172000,6620172,95607.88,11.832727,0
2045156000,2045156000,6620172,95606.07,11.832727,0
2046164000,2046164000,6620172,95608.375,11.832727,0
2047172000,2047172000,6620172,95606.92,11.832727,0
2048152000,2048152000,6620172,95608.15,11.832697,0
2049164000,2049164000,6620172,95599.47,11.829798,0
2050172000,2050172000,6620172,95593.73,11.82461,0
2051156000,2051156000,6620172,95583.914,11.819727,0
2052164000,2052164000,6620172,95579.56,11.8163395,0
2053172000,2053172000,6620172,95575.0,11.814997,0
2054156000,2054156000,6620172,95575.93,11.814112,0
2055164000,2055164000,6620172,95572.125,11.813593,0
2056172000,2056172000,6620172,95574.04,11.813318,0
2057156000,2057156000,6620172,95573.01,11.813227,0
2058164000,2058164000,6620172,95571.08,11.812983,0
2059172000,2059172000,6620172,95571.86,11.813074,0
2060156000,2060156000,6620172,95572.28,11.813562,0
2061164000,2061164000,6620172,95571.52,11.813562,0
2062172000,2062172000,6620172,95573.17,11.813501,0
2063156000,2063156000,6620172,95572.36,11.81344,0
2064160000,2064160000,6620172,95570.664,11.81341,0
2065172000,2065172000,6620172,95574.25,11.813349,0
2066156000,2066156000,6620172,95573.0,11.813166,0
2067160000,2067160000,6620172,95571.61,11.813166,0
2068168000,2068168000,6620172,95573.61,11.813471,0
2069156000,2069156000,6620172,95572.64,11.813349,0
2070160000,2070160000,6620172,95570.94,11.813318,0
2071172000,2071172000,6620172,95570.65,11.813318,0
2072180000,2072180000,6620172,95571.89,11.813349,0
2073160000,2073160000,6620172,95570.94,11.81341,0
2074168000,2074168000,6620172,95574.82,11.813471,0
2075156000,2075156000,6620172,95572.91,11.813349,0
2076164000,2076164000,6620172,95571.3,11.813166,0
2077172000,2077172000,6620172,95572.35,11.813501,0
2078152000,2078152000,6620172,95573.62,11.813532,0
2079164000,2079164000,6620172,95575.266,11.813471,0
2080172000,2080172000,6620172,95573.9,11.813532,0
2081156000,2081156000,6620172,95573.03,11.813654,0
2082164000,2082164000,6620172,95573.56,11.814234,0
2083172000,2083172000,6620172,95581.516,11.818872,0
2084156000,2084156000,6620172,95589.71,11.823359,0
2085164000,2085164000,6620172,95597.98,11.828058,0
2086172000,2086172000,6620172,95605.945,11.832727,0
2087156000,2087156000,6620172,95607.6,11.832727,0
2088164000,2088164000,6620172,95607.44,11.832727,0
2089172000,2089172000,6620172,95605.5,11.832727,0
2090156000,2090156000,6620172,95606.625,11.832727,0
