timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
2015916000,-0.0011227893,5.820766e-11,-3.7289283e-11,0.0,0.0,-1.1641532e-10,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2015924000,0.0033320154,-5.820766e-11,0.00022085298,0.0,0.0,-1.1641532e-10,0,0,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
2016116000,0.0016551933,-1.1641532e-10,-0.00044974472,0.0,0.0,0.0,0,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2016316000,0.0027277637,-1.1641532e-10,-4.3978653e-05,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2016516000,-0.0028676833,-0.0003314932,4.7352827e-05,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
2016716000,0.004265294,6.0155988e-05,0.00057819235,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
2016916000,-2.3283064e-10,2.910383e-11,1.6632752e-05,0.0,0.0,-1.1641532e-10,0,1,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
2017116000,3.0267984e-09,0.0,-7.421477e-10,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2017316000,7.1595423e-09,6.9849193e-10,-2.910383e-10,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2017516000,-2.7939677e-09,0.0,-4.773028e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2017716000,-1.2572855e-08,-6.0535967e-09,3.812602e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2017916000,-4.656613e-09,-2.910383e-10,1.1816155e-08,0.0,0.0,-1.4901161e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2018116000,1.4901161e-08,4.0745363e-10,6.897608e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2018316000,5.5879354e-09,1.8626451e-09,6.8066583e-09,0.0,0.0,-2.9802322e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2018516000,5.5879354e-09,6.2864274e-09,-1.0099029e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2018716000,3.3527613e-08,-4.656613e-10,5.820766e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
2018916000,-1.8626451e-08,-8.8475645e-09,4.6857167e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
