timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
2015920000,0.0,0.0,0.0
2015928000,0.0,0.0,0.0
2016120000,0.0,0.0,0.0
2016320000,0.0,0.0,0.0
2016516000,0.0,0.0,0.0
2016720000,0.0,0.0,0.0
2016920000,0.0,0.0,0.0
2017120000,0.0,0.0,0.0
2017320000,0.0,0.0,0.0
2017520000,0.0,0.0,0.0
2017720000,0.0,0.0,0.0
2017920000,-0.0008885607,0.00011111016,5.081387e-05
2018116000,-0.0025873068,0.00023237559,8.591748e-05
2018320000,-0.0043313173,0.0003379303,0.00010438559
2018520000,-0.0060967235,0.00050160027,7.715409e-05
2018720000,-0.007851344,0.0010803505,0.00013592579
2018920000,-0.009509954,0.0017687363,0.00014050936
2019120000,-0.011514388,0.0024564078,0.0001312689
2019320000,-0.013679052,0.0031812785,0.00012365832
2019520000,-0.015892226,0.00401755,0.00014499601
2019720000,-0.018059852,0.005101754,0.00020630591
2019920000,-0.020363767,0.006290258,0.00023129005
2020116000,-0.022802409,0.0076980856,0.00021654318
2020320000,-0.025106277,0.009285602,0.00024288382
2020520000,-0.02770077,0.01074405,0.00028718828
2020720000,-0.026241884,0.011934844,0.0002862771
2020920000,-0.018067073,0.008833157,0.00028108066
2021120000,-0.012713177,0.0065604816,0.00027016056
2021320000,-0.010087454,0.0055982694,0.00019955168
2021520000,-0.008171796,0.0050935103,0.00019548462
2021716000,-0.0065422743,0.004610529,0.00025210754
2021920000,-0.005125187,0.0041784467,0.0002471571
2022120000,-0.00404283,0.003804475,0.00017047174
2022320000,-0.003190256,0.0033638712,0.00017563866
2022520000,-0.002579736,0.0031978742,0.000117050186
2022720000,-0.0018788342,0.003026168,0.00018639778
2022920000,-0.0014540398,0.002885499,0.00014463748
2023120000,-0.0010265973,0.0025309902,0.00013658231
2023320000,-0.0007792133,0.0024035696,7.722231e-05
2023520000,-0.00058167113,0.0023031696,8.4254505e-05
2023720000,-0.00025939976,0.0024054756,8.286306e-05
2023916000,-0.00017277064,0.0021520013,5.1310653e-05
2024120000,0.00014561204,0.0020780188,0.00011807392
2024320000,6.16202e-05,0.0020550326,0.00010444093
2024520000,6.643369e-05,0.00210275,3.045552e-05
2024720000,0.00024850838,0.0019295504,-8.8232686e-05
2024920000,0.000185779,0.001986025,6.19046e-05
2025120000,0.00021987711,0.0020513176,8.202066e-05
2025320000,0.00011033305,0.0020850296,0.00013149338
2025520000,6.852489e-05,0.002106631,5.301993e-05
2025720000,0.00020386858,0.0021366682,5.0138588e-05
2025920000,0.00010252795,0.002100628,4.3148993e-05
2026120000,0.00013438868,0.0022237091,0.00017312013
2026320000,9.574005e-05,0.0022645865,5.5155797e-05
2026520000,0.00010403422,0.0021975918,-6.259949e-05
2026720000,6.156005e-05,0.002177911,7.0132824e-05
2026920000,6.210901e-06,0.0023160975,0.00011906765
2027120000,1.7142223e-05,0.00205488,1.19227625e-05
2027320000,9.4350355e-05,0.002058595,1.43081525e-05
2027520000,-3.322728e-05,0.0021994873,9.338068e-05
2027720000,-3.6796053e-05,0.0020689587,1.8620503e-05
2027920000,4.0491766e-05,0.0021826874,5.2242478e-05
2028120000,-1.1806938e-05,0.0021730883,-7.394149e-05
2028320000,-9.087528e-05,0.0022253282,2.3973169e-05
2028520000,-7.515498e-05,0.0021771088,0.000101862344
2028720000,-1.19532015e-05,0.0022048203,-3.1550303e-06
2028920000,-6.6114175e-05,0.0022644373,-0.00011569994
2029120000,8.455972e-05,0.0021788203,1.4751304e-05
2029320000,-9.468587e-05,0.0020661675,-1.7828537e-05
2029520000,-0.0014556061,0.00402092,-0.00025144752
2029720000,-0.0040264674,0.0040310016,-0.0018030277
2029916000,-0.0037086427,0.0030143042,-0.0033445368
2030120000,-0.0032444268,0.0024743874,-0.0042926637
