timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
2015896000,nan,nan,-1.0,0.0,0.0,nan,491.05795,22,190,1,1,255,0,1
2015908000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,190,1,1,255,0,1
2029384000,47.398467499999995,8.5465369,-1.0,1.0,0.0,nan,490.9877,192,190,1,1,255,0,1
2060296000,0.0,0.0,157.0,4.0,6.0,0.0,0.0,176,190,1,0,255,1,1
2060316000,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
2060316000,2.0,0.0,nan,nan,nan,nan,0.0,1000,1,1,0,1,0,0
2060316000,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
