timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
2015916000,1,0,1,0,0,0,0
2016420000,1,0,1,0,0,0,0
2016924000,1,0,1,0,0,0,0
2017428000,1,0,1,0,0,0,0
2017932000,1,0,1,0,0,0,0
2018440000,1,0,1,0,0,0,0
2018944000,1,0,1,0,0,0,0
2019448000,1,0,1,0,0,0,0
2019952000,1,0,1,0,0,0,0
2020456000,1,0,1,0,0,0,0
2020960000,1,0,1,0,0,0,0
2021464000,1,0,1,0,0,0,0
2021972000,1,0,1,0,0,0,0
2022476000,1,0,1,0,0,0,0
2022980000,1,0,1,0,0,0,0
2023484000,1,0,1,0,0,0,0
2023988000,1,0,1,0,0,0,0
2024096000,1,0,1,0,0,0,0
2024600000,1,0,1,0,0,0,0
2025104000,1,0,1,0,0,0,0
2025608000,1,0,1,0,0,0,0
2026112000,1,0,1,0,0,0,0
2026616000,1,0,1,0,0,0,0
2027120000,1,0,1,0,0,0,0
2027624000,1,0,1,0,0,0,0
2028128000,1,0,1,0,0,0,0
2028632000,1,0,1,0,0,0,0
2029136000,1,0,1,0,0,0,0
2029388000,1,0,1,0,0,0,0
2029892000,1,0,1,0,0,0,0
2030396000,1,0,1,0,0,0,0
2030900000,1,0,1,0,0,0,0
2031404000,1,0,1,0,0,0,0
2031908000,1,0,1,0,0,0,0
2032412000,1,0,1,0,0,0,0
2032916000,1,0,1,0,0,0,0
2033420000,1,0,1,0,0,0,0
2033924000,1,0,1,0,0,0,0
2034428000,1,0,1,0,0,0,0
2034932000,1,0,1,0,0,0,0
2035436000,1,0,1,0,0,0,0
2035940000,1,0,1,0,0,0,0
2036444000,1,0,1,0,0,0,0
2036948000,1,0,1,0,0,0,0
2037452000,1,0,1,0,0,0,0
2037956000,1,0,1,0,0,0,0
2038460000,1,0,1,0,0,0,0
2038964000,1,0,1,0,0,0,0
2039468000,1,0,1,0,0,0,0
2039972000,1,0,1,0,0,0,0
2040476000,1,0,1,0,0,0,0
2040980000,1,0,1,0,0,0,0
2041488000,1,0,1,0,0,0,0
2041992000,1,0,1,0,0,0,0
2042496000,1,0,1,0,0,0,0
2043000000,1,0,1,0,0,0,0
2043504000,1,0,1,0,0,0,0
2044008000,1,0,1,0,0,0,0
2044512000,1,0,1,0,0,0,0
2045016000,1,0,1,0,0,0,0
2045520000,1,0,1,0,0,0,0
2046024000,1,0,1,0,0,0,0
2046528000,1,0,1,0,0,0,0
2047032000,1,0,1,0,0,0,0
2047536000,1,0,1,0,0,0,0
2048040000,1,0,1,0,0,0,0
2048544000,1,0,1,0,0,0,0
2049048000,1,0,1,0,0,0,0
2049552000,1,0,1,0,0,0,0
2050056000,1,0,1,0,0,0,0
2050560000,1,0,1,0,0,0,0
2051064000,1,0,1,0,0,0,0
2051568000,1,0,1,0,0,0,0
2052072000,1,0,1,0,0,0,0
2052576000,1,0,1,0,0,0,0
2053080000,1,0,1,0,0,0,0
2053584000,1,0,1,0,0,0,0
2054088000,1,0,1,0,0,0,0
2054592000,1,0,1,0,0,0,0
2055096000,1,0,1,0,0,0,0
2055600000,1,0,1,0,0,0,0
2056104000,1,0,1,0,0,0,0
2056608000,1,0,1,0,0,0,0
2057112000,1,0,1,0,0,0,0
2057616000,1,0,1,0,0,0,0
2058120000,1,0,1,0,0,0,0
2058624000,1,0,1,0,0,0,0
2059128000,1,0,1,0,0,0,0
2059632000,1,0,1,0,0,0,0
2060136000,1,0,1,0,0,0,0
2060304000,1,0,1,0,0,0,0
2060316000,1,0,1,0,0,0,0
2060328000,1,0,1,0,0,0,0
2060832000,1,0,1,0,0,0,0
2061336000,1,0,1,0,0,0,0
2061840000,1,0,1,0,0,0,0
2062344000,1,0,1,0,0,0,0
2062848000,1,0,1,0,0,0,0
2063352000,1,0,1,0,0,0,0
2063856000,1,0,1,0,0,0,0
2064360000,1,0,1,0,0,0,0
2064864000,1,0,1,0,0,0,0
2065368000,1,0,1,0,0,0,0
2065872000,1,0,1,0,0,0,0
2066376000,1,0,1,0,0,0,0
2066880000,1,0,1,0,0,0,0
2067384000,1,0,1,0,0,0,0
2067888000,1,0,1,0,0,0,0
2068392000,1,0,1,0,0,0,0
2068896000,1,0,1,0,0,0,0
2069400000,1,0,1,0,0,0,0
2069904000,1,0,1,0,0,0,0
2070408000,1,0,1,0,0,0,0
