timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
2016292000,2016292000,1310988,1310988,7.563374e-05,-2.4501254e-05,5.326283e-06,-0.00022026658,0.00015322962,-0.03930322,4000,4000,0,0,0,1
2016792000,2016792000,1310988,1310988,1.7044114e-05,2.3435905e-05,4.1545318e-05,-0.0003878607,0.00016280642,-0.039279275,4000,4000,0,0,0,1
2017292000,2017292000,1310988,1310988,5.326284e-06,-2.769703e-05,-3.6218888e-05,9.576807e-05,-0.0002298427,-0.03903507,4000,4000,0,0,0,1
2017792000,2017792000,1310988,1310988,-4.687159e-05,1.810962e-05,7.456881e-06,7.182605e-05,-0.00021547748,-0.038958456,4000,4000,0,0,0,1
2018292000,2018292000,1310988,1310988,-1.2783061e-05,-4.1545238e-05,3.4088607e-05,0.0002825158,0.00022026726,-0.039039854,4000,4000,0,0,0,1
2018792000,2018792000,1310988,1310988,1.4913589e-05,-3.7284168e-05,2.6631807e-05,-0.00084754743,0.00024899768,-0.038896203,4000,4000,0,0,0,1
2019292000,2019292000,1310988,1310988,-1.8109435e-05,-1.9174731e-05,2.4501158e-05,0.00030645786,0.00011492237,-0.03943729,4000,4000,0,0,0,1
2019792000,2019792000,1310988,1310988,3.8349557e-05,1.2783225e-05,-2.8762077e-05,0.00017717094,-7.661378e-05,-0.039126046,4000,4000,0,0,0,1
2020292000,2020292000,1310988,1310988,3.195607e-06,6.285057e-05,-2.2370652e-05,-4.3095635e-05,0.00011013397,-0.03920266,4000,4000,0,0,0,1
2020792000,2020792000,1310988,1310988,-0.00058909087,0.00028016538,2.9828629e-05,0.00041659115,-2.3941284e-05,-0.042027824,4000,4000,0,0,0,1
2021292000,2021292000,1310988,1310988,0.00032916677,-0.00013741903,-2.450167e-05,-0.00028730422,0.00021547893,-0.042793967,4000,4000,0,0,0,1
2021792000,2021792000,1310988,1310988,2.6631535e-05,-3.0892817e-05,2.6631524e-05,0.00018195936,0.00045011067,-0.039595313,4000,4000,0,0,0,1
2022292000,2022292000,1310988,1310988,-3.1958127e-05,1.8052367e-10,-7.0307375e-05,0.00044532158,0.00014844124,-0.039834734,4000,4000,0,0,0,1
2022792000,2022792000,1310988,1310988,1.38483e-05,3.195784e-05,6.711173e-05,-6.224924e-05,0.00044053383,-0.039231393,4000,4000,0,0,0,1
2023292000,2023292000,1310988,1310988,1.6312587e-10,2.8762308e-05,7.03074e-05,-0.00032561144,0.00029688174,-0.038968027,4000,4000,0,0,0,1
2023792000,2023792000,1310988,1310988,-8.522154e-06,2.130525e-05,-2.1305317e-05,0.0002825158,-0.00036870642,-0.038671147,4000,4000,0,0,0,1
2024292000,2024292000,1310988,1310988,-3.1956195e-06,-5.1132694e-05,-2.1305337e-05,0.0004261679,-0.00030645722,-0.03597049,4000,4000,0,0,0,1
2024792000,2024792000,1310988,1310988,-1.3848244e-05,-7.3503266e-05,-2.769692e-05,-0.00022026658,-0.00020590068,-0.03995923,4000,4000,0,0,0,1
2025292000,2025292000,1310988,1310988,-7.4568397e-06,-2.237055e-05,6.3916277e-06,6.2249244e-05,0.00011492237,-0.03866636,4000,4000,0,0,0,1
2025792000,2025792000,1310988,1310988,8.096014e-05,-3.302311e-05,1.0653957e-06,-5.267244e-05,-7.182538e-05,-0.03876692,4000,4000,0,0,0,1
2026292000,2026292000,1310988,1310988,-2.556637e-05,3.408851e-05,6.4981105e-05,-4.788403e-06,-8.6190594e-05,-0.038824372,4000,4000,0,0,0,1
2026792000,2026792000,1310988,1310988,4.9002123e-05,5.432861e-05,-3.834941e-05,-7.1826056e-05,-0.00051235844,-0.039308008,4000,4000,0,0,0,1
2027292000,2027292000,1310988,1310988,2.343572e-05,7.4569525e-06,5.965484e-05,0.00017717094,-0.0003543412,-0.038924936,4000,4000,0,0,0,1
2027792000,2027792000,1310988,1310988,3.302328e-05,-4.7936806e-05,-5.113274e-05,-0.00018674775,-0.00019153548,-0.03871904,4000,4000,0,0,0,1
2028292000,2028292000,1310988,1310988,1.4913793e-05,-1.597885e-05,-5.0067447e-05,9.097969e-05,0.00010534556,-0.03936547,4000,4000,0,0,0,1
2028792000,2028792000,1310988,1310988,4.2610674e-05,-2.8761882e-05,2.450123e-05,0.00035434187,-0.00017238186,-0.03948997,4000,4000,0,0,0,1
2029292000,2029292000,1310988,1310988,-6.817706e-05,-4.474113e-05,0.00010972217,-0.00021068976,-0.00012928621,-0.03891057,4000,4000,0,0,0,1
2029792000,2029792000,1310988,1310988,-0.001598964,0.00057737005,-0.00034194693,0.00024899698,0.00029688174,-0.039839517,4000,4000,0,0,0,1
2030292000,2030292000,1310988,1310988,-0.0014764579,0.00027802732,-0.0012367724,0.0003734955,0.0018962087,-0.040701438,4000,4000,0,0,0,1
2030792000,2030792000,1310988,1310988,-0.000102266415,-0.00013209555,-0.002017611,0.00032082302,0.0031220396,-0.040835503,4000,4000,0,0,0,1
2031292000,2031292000,1310988,1310988,-0.00012358418,-0.0001288807,-0.0028357345,-0.0012593501,0.00497994,-0.039930496,4000,4000,0,0,0,1
2031792000,2031792000,1310988,1310988,0.0009725749,0.00075525773,-0.0032266933,-0.0039217025,0.0057604504,-0.039341528,4000,4000,0,0,0,1
2032292000,2032292000,1310988,1310988,0.0007371716,0.00047298122,-0.0024916504,-0.0061195795,0.0033901904,-0.039796427,4000,4000,0,0,0,1
2032792000,2032792000,1310988,1310988,-0.00029507774,-0.00024074256,-0.0018631488,-0.0069383974,0.0015801741,-0.03864721,4000,4000,0,0,0,1
2033292000,2033292000,1310988,1310988,-8.734902e-05,-8.948081e-05,-0.0011419639,-0.006574479,0.0002873049,-0.03876692,4000,4000,0,0,0,1
2033792000,2033792000,1310988,1310988,-0.000107591244,-0.00010652665,-0.00043782382,-0.0069910698,-0.00031124556,-0.038853105,4000,4000,0,0,0,1
2034292000,2034292000,1310988,1310988,-6.498178e-05,-7.4559057e-06,0.00027696867,-0.006622363,-0.0006272802,-0.038690306,4000,4000,0,0,0,1
2034792000,2034792000,1310988,1310988,5.645866e-05,6.924244e-05,-7.350331e-05,-0.0069862814,-0.00010055582,-0.038604114,4000,4000,0,0,0,1
2035292000,2035292000,1310988,1310988,2.9827354e-05,2.3435883e-05,5.3263425e-06,-0.006727707,-0.00035434123,-0.03833596,4000,4000,0,0,0,1
2035792000,2035792000,1310988,1310988,2.3435947e-05,-3.3023116e-05,-9.58738e-06,-0.007359776,0.00022984407,-0.038896203,4000,4000,0,0,0,1
2036292000,2036292000,1310988,1310988,9.693908e-05,7.4566647e-06,2.130654e-06,-0.0065744785,0.00018196003,-0.03821146,4000,4000,0,0,0,1
2036792000,2036792000,1310988,1310988,3.7284226e-05,1.5979018e-05,-1.4913719e-05,-0.0066319397,-0.00011970943,-0.038369477,4000,4000,0,0,0,1
2037292000,2037292000,1310988,1310988,2.4501061e-05,4.7936897e-05,-1.9174813e-05,-0.0070581073,0.0001532296,-0.03858017,4000,4000,0,0,0,1
2037792000,2037792000,1310988,1310988,-2.343588e-05,-3.5153727e-05,3.6218964e-05,-0.006919244,0.00029209335,-0.038503557,4000,4000,0,0,0,1
2038292000,2038292000,1310988,1310988,1.0652221e-06,-7.456864e-05,-6.071993e-05,-0.007077261,0.00030645856,-0.038699877,4000,4000,0,0,0,1
2038792000,2038792000,1310988,1310988,-2.8762428e-05,2.2370357e-05,-4.687156e-05,-0.0071203564,-0.00015322826,-0.0385275,4000,4000,0,0,0,1
2039292000,2039292000,1310988,1310988,-1.4913718e-05,1.5978929e-05,-1.810952e-05,-0.0069767046,-0.00017238187,-0.038426943,4000,4000,0,0,0,1
2039792000,2039792000,1310988,1310988,7.243803e-05,6.391682e-06,-1.5978807e-05,-0.0071059912,-0.0002011123,-0.038417365,4000,4000,0,0,0,1
