timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
2015920000,-0.0098537225,-0.008788386,-0.008788447,4000,0,0.07422026,-0.034715757,-9.672577,4000,0,0,0,1
2015928000,-0.009054728,0.0031957526,-0.011451622,4000,0,0.004788405,-0.02035054,-9.9383335,4000,0,0,0,1
2015932000,0.0010652462,-0.0015979361,-0.011717907,4000,0,0.050278246,-0.013167937,-9.920377,4000,0,0,0,1
2015936000,0.0021305063,-0.0074568563,-0.011984229,4000,0,0.07302317,-0.004788232,-9.838972,4000,0,0,0,1
2015940000,-0.0037284936,-0.018375799,-0.002396868,4000,0,0.104147784,-0.01316794,-9.715671,4000,0,0,0,1
2015944000,-0.009853762,-0.021305274,0.0077231345,4000,0,0.06105215,0.0059856726,-9.635467,4000,0,0,0,1
2015948000,-0.007456926,-0.0034620902,0.011717869,4000,0,-0.051475342,0.023942186,-9.701307,4000,0,0,0,1
2015952000,-0.0034621595,0.010918963,0.006391557,4000,0,-0.050278243,0.034716096,-9.791088,4000,0,0,0,1
2015956000,-0.0010652688,0.0005326286,-0.00079894514,4000,0,0.040701427,0.055066817,-9.823412,4000,0,0,0,1
2015960000,0.0047936873,-0.008255805,-0.0037284242,4000,0,0.05267244,0.0011972733,-9.841368,4000,0,0,0,1
2015964000,0.004527389,0.004527374,-0.003195774,4000,0,-0.029927524,-0.009576636,-9.849747,4000,0,0,0,1
2015972000,0.0026631602,0.011717917,0.0023968164,4000,0,0.12928692,0.038307402,-9.908405,4000,0,0,0,1
2015980000,0.003994773,0.0077231377,0.008522129,4000,0,-0.09097968,0.02274509,-9.745598,4000,0,0,0,1
2015984000,-0.004527358,0.0029294512,0.009853713,4000,0,-0.057460845,0.021547986,-9.688137,4000,0,0,0,1
2015988000,-0.012516865,0.0045273476,0.00932107,4000,0,0.055066645,-0.010773741,-9.671379,4000,0,0,0,1
2015992000,-0.01864215,0.0071904836,0.001597895,4000,0,0.02513912,0.0047885757,-9.76116,4000,0,0,0,1
2015996000,-0.013049504,0.0069241878,-0.0039947536,4000,0,-0.008379708,0.0359132,-9.824609,4000,0,0,0,1
2016000000,0.007723189,0.0042610774,0.006657867,4000,0,0.02633622,-0.016759243,-9.791088,4000,0,0,0,1
2016004000,0.018908456,0.0018642267,0.0109189395,4000,0,0.03232173,-0.07422009,-9.747993,4000,0,0,0,1
2016008000,0.0026631812,-0.0039947927,0.009587354,4000,0,0.016759414,-0.0873882,-9.813835,4000,0,0,0,1
2016012000,-0.00665791,-0.0023968762,0.010652635,4000,0,0.050278243,-0.04668677,-9.908405,4000,0,0,0,1
2016016000,0.001331564,0.0031958134,0.006657898,4000,0,0.07422027,0.026336389,-9.8677025,4000,0,0,0,1
2016020000,-0.0053263046,-0.004261074,0.0077231727,4000,0,0.005985504,0.092176944,-9.827002,4000,0,0,0,1
2016024000,-0.009054737,-0.008522127,0.0071905376,4000,0,-0.031124622,0.120907374,-9.813835,4000,0,0,0,1
2016032000,0.005592624,-0.0021305312,0.009853705,4000,0,-0.04548984,0.0035914753,-9.873688,4000,0,0,0,1
2016036000,-0.002130541,0.0005325983,0.014381072,4000,0,-0.09337388,0.08260014,-9.886856,4000,0,0,0,1
2016040000,-0.011185282,0.0013315331,0.008788435,4000,0,-0.038307235,0.05865812,-9.847352,4000,0,0,0,1
2016044000,-0.011717907,-0.00026632872,0.005858961,4000,0,0.005985504,0.009576979,-9.792285,4000,0,0,0,1
2016052000,0.006391586,-0.00079892535,0.00585896,4000,0,0.053869545,-0.044292558,-9.792284,4000,0,0,0,1
2016056000,0.0061252834,-0.006924214,0.002929464,4000,0,0.079008654,0.022745091,-9.810242,4000,0,0,0,1
