timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
2015884000,2015847428,197388,-0.035309978,-0.21245332,0.4292664,0
2015944000,2015919200,197388,-0.03880119,-0.21653166,0.4301506,0
2016028000,2015990857,197388,-0.037137248,-0.21819448,0.42578557,0
2016088000,2016063200,197388,-0.036895584,-0.21328805,0.42892447,0
2016172000,2016135428,197388,-0.038059644,-0.21300262,0.43005043,0
2016232000,2016208000,197388,-0.03740231,-0.2130935,0.42994195,0
2016316000,2016280000,197388,-0.0349733,-0.2166813,0.42821786,0
2016376000,2016350400,197388,-0.039823793,-0.21237814,0.43019715,0
2016448000,2016418000,197388,-0.0373643,-0.2123218,0.42981097,0
2016520000,2016490000,197388,-0.035371628,-0.21343611,0.42917487,0
2016592000,2016561333,197388,-0.035772562,-0.21107584,0.43081927,0
2016652000,2016628000,197388,-0.034820586,-0.2147568,0.4312949,0
2016736000,2016698857,197388,-0.036517035,-0.2105909,0.42871508,0
2016784000,2016766000,197388,-0.03627327,-0.21202031,0.42736778,0
2016880000,2016837500,197388,-0.035341267,-0.21488546,0.429501,0
2016924000,2016908000,197388,-0.03873957,-0.215872,0.42938316,0
2017012000,2016975428,197388,-0.03921859,-0.2116726,0.42984822,0
2017072000,2017046400,197388,-0.037583526,-0.21364763,0.42893568,0
2017144000,2017113333,197388,-0.034548465,-0.21548097,0.42678055,0
2017216000,2017185333,197388,-0.03723363,-0.21357511,0.42896613,0
2017288000,2017257333,197388,-0.037560202,-0.21579961,0.42917523,0
2017360000,2017329333,197388,-0.038604856,-0.21178035,0.43044156,0
2017420000,2017396000,197388,-0.035802342,-0.21413215,0.42892295,0
2017504000,2017467428,197388,-0.0344343,-0.21382752,0.43129382,0
2017564000,2017540000,197388,-0.038605165,-0.21307579,0.42733842,0
2017648000,2017610857,197388,-0.036293324,-0.21410725,0.4296542,0
2017696000,2017678000,197388,-0.03491929,-0.21143493,0.43185815,0
2017792000,2017749500,197388,-0.038953595,-0.21250531,0.4311449,0
2017840000,2017821000,197388,-0.036214635,-0.21696131,0.43009305,0
2017936000,2017893000,197388,-0.036840398,-0.21160853,0.43053472,0
2017984000,2017964000,197388,-0.038272217,-0.21193093,0.4282703,0
2018068000,2018032000,197388,-0.037360933,-0.21232384,0.43132952,0
2018124000,2018101600,197388,-0.037472203,-0.21303473,0.42634353,0
2018200000,2018170000,197388,-0.035062082,-0.21402328,0.43210298,0
2018268000,2018241333,197388,-0.039940815,-0.21244341,0.43214497,0
2018344000,2018313333,197388,-0.03682975,-0.2134866,0.42905992,0
2018412000,2018384000,197388,-0.040650096,-0.2126367,0.42865467,0
2018476000,2018451200,197388,-0.038212344,-0.21490958,0.43037114,0
2018560000,2018523428,197388,-0.035418503,-0.21301223,0.43033662,0
2018620000,2018596000,197388,-0.037799653,-0.21446414,0.43217713,0
2018704000,2018668000,197388,-0.03576364,-0.21399926,0.4290451,0
2018764000,2018739200,197388,-0.038076594,-0.21484625,0.4321181,0
2018848000,2018811428,197388,-0.03916733,-0.21085294,0.42929187,0
2018908000,2018882400,197388,-0.035826918,-0.21295384,0.42861852,0
2018980000,2018949333,197388,-0.036657915,-0.21497485,0.42893183,0
2019048000,2019020666,197388,-0.03690384,-0.21257582,0.43083256,0
2019112000,2019088000,197388,-0.036556765,-0.21187904,0.4303994,0
2019196000,2019159428,197388,-0.036642488,-0.21204095,0.43022397,0
2019256000,2019231200,197388,-0.037983667,-0.21129201,0.4304331,0
2019340000,2019303428,197388,-0.038269572,-0.21241872,0.4273066,0
2019396000,2019375200,197388,-0.035677977,-0.21225472,0.42460594,0
2019472000,2019442000,197388,-0.037095964,-0.21511452,0.42619652,0
2019544000,2019514000,197388,-0.037838392,-0.21371096,0.42801702,0
2019616000,2019585333,197388,-0.037178777,-0.21118733,0.42891014,0
2019688000,2019656666,197388,-0.037862696,-0.21280947,0.43083167,0
2019748000,2019724000,197388,-0.037935536,-0.21206689,0.43127942,0
2019832000,2019795428,197388,-0.037548296,-0.21211304,0.42904574,0
2019892000,2019867200,197388,-0.037558813,-0.2120442,0.42958775,0
2019976000,2019939428,197388,-0.0376101,-0.21401294,0.42863816,0
2020036000,2020011200,197388,-0.039929654,-0.21314979,0.42965847,0
2020108000,2020078000,197388,-0.038188245,-0.21213287,0.43076777,0
2020176000,2020149333,197388,-0.040468633,-0.21452092,0.42746186,0
2020252000,2020221333,197388,-0.03651069,-0.21402119,0.42912862,0
2020312000,2020288000,197388,-0.036879245,-0.21538155,0.4285589,0
2020396000,2020359428,197388,-0.036536656,-0.2143809,0.43007615,0
2020456000,2020431200,197388,-0.038282,-0.21275468,0.42995968,0
2020536000,2020502857,197388,-0.039717413,-0.2147829,0.4300682,0
2020600000,2020575200,197388,-0.036405303,-0.21375774,0.4299612,0
2020672000,2020642000,197388,-0.034694683,-0.21382475,0.42793906,0
2020744000,2020713333,197388,-0.038923204,-0.22218677,0.42681122,0
2020816000,2020785333,197388,-0.04190415,-0.22100948,0.42155915,0
2020876000,2020852000,197388,-0.04079297,-0.22757848,0.42008862,0
2020956000,2020922857,197388,-0.04220466,-0.22674069,0.42273992,0
2021008000,2020990000,197388,-0.04649144,-0.22803374,0.42366508,0
2021104000,2021061000,197388,-0.04230011,-0.22417492,0.42329848,0
2021140000,2021128000,197388,-0.047475442,-0.22097036,0.42224163,0
2021248000,2021198666,197388,-0.03971295,-0.22009666,0.4237582,0
2021272000,2021266000,197388,-0.041415565,-0.21985036,0.42951348,0
2021392000,2021338000,197388,-0.037148207,-0.21681471,0.43012124,0
2021416000,2021410000,197388,-0.0372108,-0.21609479,0.42725253,0
2021536000,2021481200,197388,-0.0351188,-0.21079855,0.42822742,0
2021548000,2021548000,197388,-0.032469835,-0.21121693,0.4292807,0
2021676000,2021618545,197388,-0.034705788,-0.21098384,0.43083262,0
2021692000,2021692000,197388,-0.038386017,-0.21461375,0.42697453,0
2021824000,2021762909,197388,-0.035791267,-0.21009028,0.43322796,0
2021836000,2021836000,197388,-0.035427995,-0.20652868,0.43543035,0
2021968000,2021907636,197388,-0.032888543,-0.20474394,0.43239275,0
2021980000,2021980000,197388,-0.037385646,-0.20459959,0.43012676,0
2022112000,2022050909,197388,-0.035421107,-0.20581864,0.432733,0
2022124000,2022124000,197388,-0.032411426,-0.20981966,0.42626235,0
2022256000,2022194909,197388,-0.031647656,-0.20343474,0.4322482,0
2022268000,2022268000,197388,-0.03675227,-0.20540676,0.4418424,0
2022400000,2022340000,197388,-0.03295455,-0.20250043,0.43341634,0
2022408000,2022408000,197388,-0.030466814,-0.19993438,0.43669987,0
2022528000,2022477600,197388,-0.034445688,-0.20478795,0.43244645,0
2022556000,2022550000,197388,-0.03305299,-0.20420808,0.4333725,0
2022672000,2022620800,197388,-0.034414656,-0.20567761,0.4325305,0
2022688000,2022688000,197388,-0.042345263,-0.20697284,0.431401,0
2022820000,2022758545,197388,-0.033474967,-0.20711797,0.434173,0
2022832000,2022832000,197388,-0.036306698,-0.2073543,0.4305403,0
2022964000,2022903636,197388,-0.03380432,-0.20836568,0.43258312,0
2022976000,2022976000,197388,-0.034133695,-0.21084471,0.4339389,0
2023108000,2023047636,197388,-0.036177445,-0.2089127,0.43131444,0
2023116000,2023116000,197388,-0.03527065,-0.20873825,0.43273395,0
2023240000,2023186000,197388,-0.038125735,-0.20842683,0.43243217,0
2023260000,2023256000,197388,-0.033717994,-0.20886686,0.43305838,0
2023372000,2023324000,197388,-0.03459366,-0.20969418,0.43193865,0
2023404000,2023393333,197388,-0.034180135,-0.20899116,0.43217176,0
2023504000,2023460500,197388,-0.03545526,-0.21177371,0.42875218,0
2023540000,2023528000,197388,-0.035678037,-0.21020435,0.43181247,0
2023648000,2023599555,197388,-0.037728716,-0.21245044,0.43013912,0
2023684000,2023672000,197388,-0.040989548,-0.21046162,0.4307823,0
2023792000,2023743555,197388,-0.035408642,-0.21265729,0.42960405,0
2023828000,2023814666,197388,-0.035118148,-0.20958039,0.43146288,0
2023924000,2023881500,197388,-0.038993828,-0.21239987,0.4283365,0
2023972000,2023954000,197388,-0.039312117,-0.21125183,0.4275502,0
2024068000,2024025000,197388,-0.037308726,-0.21387562,0.43181494,0
2024104000,2024092000,197388,-0.040785875,-0.21842006,0.4290175,0
2024208000,2024163111,197388,-0.037636895,-0.2115737,0.42931512,0
2024236000,2024230000,197388,-0.03850309,-0.21579623,0.42808336,0
2024356000,2024302000,197388,-0.03686515,-0.21308103,0.43208376,0
2024380000,2024374000,197388,-0.03812065,-0.2136957,0.4287287,0
2024496000,2024445600,197388,-0.037481654,-0.21498111,0.42920503,0
2024524000,2024516000,197388,-0.040025078,-0.21060619,0.4330016,0
2024628000,2024582666,197388,-0.039598186,-0.21311188,0.42845932,0
2024656000,2024650000,197388,-0.040706392,-0.22040236,0.43192422,0
2024772000,2024721200,197388,-0.04031786,-0.21427868,0.4292349,0
2024788000,2024788000,197388,-0.03185106,-0.20732547,0.43366215,0
2024916000,2024858909,197388,-0.037956566,-0.21506672,0.4291294,0
2024932000,2024932000,197388,-0.04274264,-0.2068165,0.4288925,0
2025064000,2025004000,197388,-0.040927537,-0.21407312,0.42942026,0
2025076000,2025076000,197388,-0.0342788,-0.21453045,0.42949462,0
2025208000,2025147636,197388,-0.03807142,-0.21242012,0.42710933,0
2025220000,2025220000,197388,-0.04035793,-0.2152694,0.4240782,0
2025352000,2025290545,197388,-0.037695095,-0.21490295,0.430031,0
2025360000,2025360000,197388,-0.034490906,-0.20880473,0.42749557,0
2025484000,2025428800,197388,-0.03822751,-0.2134291,0.42743593,0
2025496000,2025496000,197388,-0.036302503,-0.21620391,0.42908213,0
2025628000,2025566909,197388,-0.03635784,-0.21449421,0.42909965,0
2025640000,2025640000,197388,-0.035300236,-0.21486713,0.4279472,0
2025768000,2025710909,197388,-0.03769645,-0.21538323,0.42713735,0
2025784000,2025784000,197388,-0.03676292,-0.20907581,0.4317127,0
2025916000,2025855636,197388,-0.035262294,-0.21384394,0.42868727,0
2025928000,2025928000,197388,-0.039410572,-0.21529293,0.42840183,0
2026060000,2026000000,197388,-0.035849433,-0.21326363,0.4288895,0
2026072000,2026072000,197388,-0.039652728,-0.21093619,0.42675298,0
2026204000,2026143272,197388,-0.035863098,-0.21722245,0.42922348,0
2026216000,2026216000,197388,-0.03416372,-0.21812376,0.43312562,0
2026348000,2026287636,197388,-0.035085797,-0.2154931,0.4290873,0
2026360000,2026360000,197388,-0.033030458,-0.21430314,0.42838216,0
2026492000,2026431272,197388,-0.035474874,-0.2137862,0.42905506,0
2026504000,2026504000,197388,-0.040450767,-0.21784925,0.43097192,0
2026636000,2026575272,197388,-0.035815485,-0.21214025,0.42862982,0
2026648000,2026648000,197388,-0.031607043,-0.20895424,0.42653924,0
2026780000,2026719636,197388,-0.03634429,-0.21332666,0.43214267,0
2026792000,2026792000,197388,-0.033073436,-0.2057613,0.4305062,0
2026924000,2026863272,197388,-0.038615435,-0.21353778,0.42674893,0
2026936000,2026936000,197388,-0.034463983,-0.21069345,0.4281278,0
2027068000,2027007272,197388,-0.03735707,-0.21386683,0.4283713,0
2027080000,2027080000,197388,-0.038551323,-0.21131462,0.4268432,0
2027212000,2027150909,197388,-0.03936555,-0.21483123,0.4280914,0
2027220000,2027220000,197388,-0.039299276,-0.21205014,0.42404494,0
2027344000,2027289600,197388,-0.038010996,-0.21465874,0.42888466,0
2027368000,2027362000,197388,-0.034187116,-0.2131116,0.4264378,0
2027488000,2027433600,197388,-0.037605982,-0.21255071,0.42898604,0
2027508000,2027504000,197388,-0.03707188,-0.21644107,0.43133828,0
2027620000,2027571111,197388,-0.037177734,-0.21461938,0.42735904,0
2027644000,2027638000,197388,-0.039781675,-0.21296638,0.42586052,0
2027764000,2027709600,197388,-0.03735875,-0.2159239,0.4272965,0
2027788000,2027782000,197388,-0.043213166,-0.20885143,0.42766082,0
2027908000,2027852800,197388,-0.037321534,-0.21168151,0.42880613,0
2027932000,2027924000,197388,-0.034031563,-0.21521948,0.42942694,0
2028040000,2027990666,197388,-0.03873188,-0.21207213,0.42980614,0
2028072000,2028061333,197388,-0.03911604,-0.2126933,0.42641836,0
2028172000,2028130000,197388,-0.035984937,-0.21226102,0.4310736,0
2028220000,2028202000,197388,-0.03990027,-0.21548219,0.42863172,0
2028316000,2028273500,197388,-0.036266487,-0.21264209,0.42958105,0
2028364000,2028346000,197388,-0.038955282,-0.21865611,0.42895246,0
2028460000,2028417000,197388,-0.036086194,-0.21284306,0.4308902,0
2028508000,2028489000,197388,-0.03775423,-0.2142137,0.4311661,0
2028592000,2028556000,197388,-0.037666854,-0.21400958,0.43059915,0
2028652000,2028627200,197388,-0.03548365,-0.21071577,0.4284095,0
2028736000,2028699428,197388,-0.040320482,-0.21409994,0.42841998,0
2028796000,2028772000,197388,-0.038773004,-0.21151729,0.4326295,0
2028880000,2028844000,197388,-0.040305473,-0.20996867,0.4295913,0
2028940000,2028915200,197388,-0.03912562,-0.21383865,0.42979413,0
2029012000,2028982000,197388,-0.036315754,-0.21322268,0.4282884,0
2029084000,2029052666,197388,-0.03893511,-0.21153519,0.4309208,0
2029156000,2029124666,197388,-0.038051628,-0.21520105,0.42683744,0
2029216000,2029192000,197388,-0.03812733,-0.2153184,0.43137953,0
2029300000,2029264000,197388,-0.03965441,-0.2126139,0.42937645,0
2029360000,2029336000,197388,-0.039465044,-0.21050262,0.43120846,0
2029444000,2029407428,197388,-0.03620581,-0.21374041,0.42802057,0
2029504000,2029480000,197388,-0.03880816,-0.21221736,0.42799583,0
2029588000,2029552000,197388,-0.04123366,-0.21586502,0.42554408,0
2029648000,2029622400,197388,-0.0463588,-0.22289346,0.4243661,0
2029720000,2029689333,197388,-0.04825466,-0.22991721,0.42122716,0
2029780000,2029756000,197388,-0.053425085,-0.24097903,0.4120724,0
2029864000,2029826857,197388,-0.055919927,-0.25269207,0.40546933,0
2029924000,2029899200,197388,-0.05697741,-0.2657737,0.39764628,0
2030008000,2029970857,197388,-0.056946773,-0.2781042,0.3884455,0
2030056000,2030038000,197388,-0.05524595,-0.28670424,0.37644073,0
2030152000,2030109000,197388,-0.056065477,-0.3019757,0.3693214,0
2030200000,2030181000,197388,-0.05160398,-0.31305963,0.36386436,0
2030292000,2030252500,197388,-0.045027062,-0.325071,0.34924248,0
2030332000,2030320000,197388,-0.037323743,-0.33456445,0.33944315,0
2030436000,2030390666,197388,-0.03341337,-0.3417094,0.33551925,0
2030476000,2030462666,197388,-0.028775444,-0.3456467,0.33390635,0
2030572000,2030530000,197388,-0.018312335,-0.34897813,0.32814914,0
2030620000,2030601000,197388,-0.008446812,-0.35765234,0.32627827,0
2030716000,2030672500,197388,0.00392287,-0.35322347,0.325029,0
2030752000,2030740000,197388,0.016838852,-0.35747048,0.3245128,0
2030860000,2030811555,197388,0.02883705,-0.35381252,0.32069764,0
2030896000,2030882666,197388,0.04209776,-0.3533722,0.32135355,0
2031004000,2030954666,197388,0.056651037,-0.35035175,0.32373613,0
2031040000,2031026666,197388,0.07346736,-0.3454177,0.3232066,0
2031148000,2031098666,197388,0.09055977,-0.3453691,0.31963587,0
2031180000,2031169333,197388,0.1028308,-0.34304196,0.32402915,0
2031280000,2031237500,197388,0.11924818,-0.33519405,0.3208935,0
2031328000,2031310000,197388,0.13908231,-0.33037704,0.32273355,0
2031420000,2031381500,197388,0.15484665,-0.32038146,0.32169378,0
2031468000,2031452000,197388,0.17212975,-0.31100702,0.32459277,0
2031556000,2031520000,197388,0.18577757,-0.3001729,0.32858056,0
2031616000,2031592000,197388,0.20010363,-0.28282663,0.33198878,0
2031700000,2031662857,197388,0.21350855,-0.2685927,0.339333,0
2031756000,2031734400,197388,0.22295569,-0.25061354,0.3441951,0
2031832000,2031801333,197388,0.23278806,-0.23197238,0.35009405,0
2031904000,2031873333,197388,0.24098991,-0.21524215,0.35865352,0
2031972000,2031944666,197388,0.2473049,-0.19202453,0.36401242,0
2032044000,2032016666,197388,0.2535936,-0.16597691,0.37275076,0
2032108000,2032084000,197388,0.2561676,-0.15223414,0.37729952,0
2032192000,2032155428,197388,0.2566199,-0.13320945,0.3837098,0
2032252000,2032227200,197388,0.2565095,-0.113565974,0.38914648,0
2032324000,2032294000,197388,0.2583409,-0.095620655,0.3923113,0
2032396000,2032366000,197388,0.25626034,-0.08221203,0.3979326,0
2032468000,2032438000,197388,0.2561646,-0.06857079,0.39906526,0
2032540000,2032510000,197388,0.26478094,-0.058261387,0.39680886,0
2032612000,2032581333,197388,0.26875576,-0.049848314,0.3973642,0
2032672000,2032648000,197388,0.2712397,-0.04271574,0.3929461,0
2032756000,2032719428,197388,0.27373916,-0.035601206,0.3907448,0
2032816000,2032792000,197388,0.2772768,-0.030524928,0.39121068,0
2032900000,2032864000,197388,0.27899852,-0.0194785,0.39239886,0
2032960000,2032936000,197388,0.278198,-0.014109962,0.39210364,0
2033044000,2033007428,197388,0.28112078,-0.003367961,0.38752264,0
2033104000,2033079200,197388,0.28085732,-0.002677283,0.38812757,0
2033176000,2033146000,197388,0.28111395,0.007574895,0.38504434,0
2033244000,2033217333,197388,0.28293914,0.012353915,0.3872385,0
2033320000,2033288666,197388,0.28436875,0.01589617,0.3852609,0
2033380000,2033356000,197388,0.28327137,0.022340503,0.38534147,0
2033464000,2033427428,197388,0.28573793,0.023947423,0.38745847,0
2033524000,2033498400,197388,0.28514344,0.031153012,0.38653088,0
2033596000,2033565333,197388,0.28385782,0.032652147,0.3855445,0
2033668000,2033637333,197388,0.28463182,0.035904665,0.38568664,0
2033740000,2033709333,197388,0.28234023,0.036475234,0.38494474,0
2033812000,2033781333,197388,0.28741503,0.039385922,0.38829654,0
2033884000,2033853333,197388,0.28374314,0.039873272,0.3841854,0
2033944000,2033920000,197388,0.28711718,0.044698592,0.3809708,0
2034028000,2033990857,197388,0.2878132,0.04353241,0.38408187,0
2034088000,2034063200,197388,0.28866583,0.043799266,0.384072,0
2034160000,2034130000,197388,0.28933233,0.042768642,0.3854754,0
2034228000,2034200666,197388,0.2878317,0.042714186,0.38372716,0
2034304000,2034272666,197388,0.289555,0.041965347,0.38554543,0
2034376000,2034344666,197388,0.28593317,0.035251826,0.3828398,0
2034436000,2034412000,197388,0.28765917,0.036763143,0.38346258,0
2034520000,2034484000,197388,0.28790623,0.037470415,0.38399598,0
2034580000,2034555200,197388,0.28750092,0.034665596,0.38060507,0
2034652000,2034622000,197388,0.28912124,0.032466397,0.38327536,0
2034724000,2034692666,197388,0.28819203,0.033302926,0.3861887,0
2034792000,2034764000,197388,0.2869927,0.031219456,0.3806625,0
2034856000,2034831200,197388,0.2911076,0.032567836,0.3849855,0
2034940000,2034903428,197388,0.2817834,0.037056524,0.38725725,0
2035000000,2034975200,197388,0.28400755,0.03503043,0.38517007,0
2035080000,2035046857,197388,0.28542697,0.036216684,0.38686353,0
2035132000,2035114000,197388,0.28758615,0.036228538,0.38425565,0
2035228000,2035185500,197388,0.2812867,0.036276802,0.38642526,0
2035272000,2035256000,197388,0.28793043,0.035479173,0.3821434,0
2035360000,2035322857,197388,0.28700438,0.03698614,0.384676,0
2035408000,2035390000,197388,0.28467038,0.03781376,0.38600492,0
2035504000,2035461500,197388,0.2843441,0.036929395,0.3865543,0
2035548000,2035531000,197388,0.28176594,0.03750138,0.38397664,0
2035632000,2035598857,197388,0.28302628,0.037374,0.38685977,0
2035696000,2035671200,197388,0.28027406,0.035577625,0.38572216,0
2035768000,2035738000,197388,0.28308275,0.03763491,0.3862922,0
2035840000,2035810000,197388,0.28144872,0.03825961,0.38627845,0
2035912000,2035882000,197388,0.28280258,0.038032692,0.38344905,0
2035984000,2035952666,197388,0.28403285,0.03318953,0.3875011,0
2036056000,2036024666,197388,0.28334615,0.036172364,0.38712725,0
2036128000,2036096666,197388,0.28473595,0.03935861,0.38513327,0
2036188000,2036164000,197388,0.2852586,0.04042188,0.38705155,0
2036272000,2036236000,197388,0.28449905,0.0371926,0.38548034,0
2036332000,2036308000,197388,0.2870533,0.036115285,0.38456836,0
2036416000,2036379428,197388,0.28677663,0.038444646,0.38436523,0
2036476000,2036452000,197388,0.28655222,0.041004717,0.38705245,0
2036560000,2036523428,197388,0.28495213,0.039924964,0.38551652,0
2036620000,2036596000,197388,0.2854738,0.036871683,0.38261834,0
2036704000,2036668000,197388,0.28581873,0.03864856,0.38386816,0
2036760000,2036737600,197388,0.28683192,0.037263956,0.3851591,0
2036836000,2036805333,197388,0.28471386,0.038179517,0.38333678,0
2036896000,2036872000,197388,0.2798532,0.04029044,0.38694194,0
2036980000,2036943428,197388,0.28288397,0.035540503,0.38322243,0
2037036000,2037014400,197388,0.28548265,0.04334727,0.38357735,0
2037112000,2037081333,197388,0.28137633,0.04170951,0.3858263,0
2037184000,2037153333,197388,0.28140542,0.040553756,0.38903356,0
2037244000,2037220000,197388,0.2839987,0.03773056,0.38364384,0
2037324000,2037290857,197388,0.283915,0.03922068,0.38434398,0
2037388000,2037363200,197388,0.28548518,0.03947419,0.38333124,0
2037460000,2037430000,197388,0.28459364,0.04027362,0.3840624,0
2037532000,2037501333,197388,0.28557888,0.04005755,0.38375324,0
2037604000,2037573333,197388,0.28521383,0.04170352,0.38366532,0
2037676000,2037644666,197388,0.28789568,0.04117704,0.3848363,0
2037736000,2037712000,197388,0.28645274,0.041798428,0.38401052,0
2037820000,2037783428,197388,0.28955862,0.040482152,0.3813669,0
2037880000,2037855200,197388,0.28660616,0.041070033,0.38318253,0
2037964000,2037926857,197388,0.2874004,0.03995819,0.38309187,0
2038024000,2037998400,197388,0.28555402,0.039952613,0.38184723,0
2038108000,2038070857,197388,0.2886541,0.042227603,0.38486418,0
2038168000,2038143200,197388,0.29116377,0.040916257,0.3818173,0
2038252000,2038215428,197388,0.2882496,0.03956544,0.38285092,0
2038312000,2038288000,197388,0.29021525,0.043837477,0.38242623,0
2038396000,2038358857,197388,0.28706145,0.040311616,0.38346538,0
2038444000,2038426000,197388,0.28786564,0.042406194,0.38066417,0
2038540000,2038497000,197388,0.28896597,0.037994273,0.38082606,0
2038588000,2038569000,197388,0.2899901,0.04346255,0.38385364,0
2038684000,2038641000,197388,0.28969944,0.04218439,0.3807209,0
2038732000,2038713000,197388,0.2889085,0.04023647,0.38609442,0
2038828000,2038785500,197388,0.2909935,0.039186288,0.38174146,0
2038876000,2038858000,197388,0.28984514,0.040395606,0.38331416,0
2038972000,2038929500,197388,0.2893323,0.04126201,0.38071182,0
2039020000,2039002000,197388,0.2898829,0.039575618,0.38301057,0
2039116000,2039073500,197388,0.29024118,0.040711768,0.3805028,0
2039164000,2039144000,197388,0.28749248,0.04000693,0.3818816,0
2039248000,2039211428,197388,0.28913867,0.039728668,0.38266194,0
2039308000,2039284000,197388,0.28788257,0.038573515,0.38197777,0
2039392000,2039355428,197388,0.2878205,0.040615745,0.38388726,0
2039452000,2039427200,197388,0.28738722,0.038507756,0.38135135,0
2039532000,2039498285,197388,0.28685933,0.04074143,0.38244775,0
2039584000,2039566000,197388,0.29201227,0.036712855,0.38164482,0
2039676000,2039637500,197388,0.28826642,0.041378688,0.3827234,0
2039728000,2039709000,197388,0.28754488,0.03883967,0.38328135,0
2039824000,2039781500,197388,0.28900978,0.040136445,0.3830238,0
2039872000,2039854000,197388,0.2881694,0.037144803,0.380129,0
2039964000,2039924500,197388,0.28970534,0.039904922,0.38242096,0
2040016000,2039997000,197388,0.28487375,0.039680332,0.38358432,0
2040112000,2040069500,197388,0.2871841,0.041395776,0.38449025,0
2040160000,2040142000,197388,0.28722936,0.042242844,0.38324976,0
