timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
2015908000,-68.55124,-23.07162,-488.04556,-0.0005118358,0.0005118358,0.69948816,-0.063989736,0.063989736,-0.063989736,-4.0,4.0,-4.0,1.7963525,-0.0042404025
2015932000,-68.55149,-23.071444,-488.0398,0.0010318586,-0.00103231,0.69884855,0.06504774,-0.06510615,-0.09597626,0.0,0.0,-4.0,1.7963268,0.0
2016108000,-68.55266,-23.073225,-488.045,-0.0005117723,0.0005117723,0.6994882,-0.063985765,0.063985765,-0.063985765,-4.0,4.0,-4.0,1.7967366,0.0
2016308000,-68.553535,-23.07691,-488.04547,-0.00051186513,6.8728373e-06,0.6994881,-0.06399157,0.0004310608,-0.06399157,-4.0,0.0,-4.0,1.7968568,0.0
2016508000,-68.55448,-23.078959,-488.046,0.0,8.493695e-06,0.69948804,0.0,0.00053310394,-0.06399667,0.0,0.0,-4.0,1.796727,0.0
2016708000,-68.55539,-23.079336,-488.04663,4.8812376e-07,8.977477e-06,0.6994881,3.0517578e-05,0.0005636215,-0.063994616,0.0,0.0,-4.0,1.7964817,0.0
2016908000,-68.555695,-23.079594,-488.04724,6.7112353e-07,9.264961e-06,0.69948804,4.196167e-05,0.00058174133,-0.06399589,0.0,0.0,-4.0,1.796205,0.0
2017108000,-68.55557,-23.07962,-488.04852,9.256545e-05,0.00016564701,0.6312508,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,1.7960535,0.0
2017308000,-68.555565,-23.07957,-488.05112,0.00018577144,0.0003453878,0.5313186,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,1.7960535,0.0
2017508000,-68.55551,-23.079487,-488.05325,0.0002787491,0.00052468816,0.4316313,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,1.7960535,0.0
2017708000,-68.555435,-23.079367,-488.0558,0.0003714754,0.00070350396,0.3322135,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,1.7960535,0.0
2017908000,-68.55536,-23.07921,-488.05862,0.00046398243,0.0008818969,0.23303081,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,1.7960535,0.0
2018108000,-68.55525,-23.07902,-488.06064,0.0005563058,0.0010599355,0.13404514,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,nan,0.0
2018308000,-68.55514,-23.078793,-488.06238,0.0006485987,0.0012379158,0.035091966,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,nan,0.0
2018508000,-68.555016,-23.078533,-488.06506,0.0007407924,0.0014157044,-0.063754775,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,nan,0.0
2018708000,-68.554855,-23.07824,-488.06754,0.00083294255,0.0015934089,-0.16255473,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,nan,0.0
2018908000,-68.554665,-23.077908,-488.06827,0.0009249697,0.0017708763,-0.26122284,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,nan,0.0
2019108000,-68.554474,-23.077543,-488.068,0.0010169004,0.0019481583,-0.35978773,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,nan,0.0
2019308000,-68.55428,-23.077145,-488.0693,0.0011086878,0.0021251633,-0.45819885,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,nan,0.0
2019508000,-68.55407,-23.07671,-488.0714,0.0012004996,0.0023022154,-0.55663615,0.00046634674,0.0008993149,-0.5,0.0,0.0,0.0,nan,0.0
2019708000,-68.55381,-23.076242,-488.0743,0.0012736301,0.0024433471,-0.6550221,-1.1444092e-05,-1.9788742e-05,-0.5,0.0,0.0,0.0,nan,0.0
