timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
2024420000,0.0,0.62097895,-0.0030687724,1.3030709e-05,0.7838212,0.0,0.0,-0.65587074
2024468000,0.0,0.6209752,-0.0037716588,-0.00058985426,0.783821,0.0,0.0,-0.6653764
2024516000,0.0,0.6209752,-0.0038156626,-0.00032165938,0.7838209,0.0,0.0,-0.6761076
2024572000,0.0,0.6209759,-0.0036520786,-0.00047157268,0.783821,0.0,0.0,-0.6879416
2024620000,0.0,0.62097764,-0.0033214563,-0.0003376344,0.78382117,0.0,0.0,-0.6968194
2024668000,0.0,0.6209774,-0.0033677202,-0.00040268924,0.78382117,0.0,0.0,-0.7074381
2024716000,0.0,0.6209772,-0.0034288438,-0.00012227694,0.78382117,0.0,0.0,-0.7143849
2024772000,0.0,0.6209774,-0.0033797168,-0.00028497184,0.78382117,0.0,0.0,-0.721441
2024820000,0.0,0.62097734,-0.0033668352,-0.00050746783,0.7838211,0.0,0.0,-0.7222992
2024868000,0.0,0.6209782,-0.0031501444,-0.0007329423,0.7838212,0.0,0.0,-0.72144365
2024916000,0.0,0.6209783,-0.0031247772,-0.0008344945,0.7838211,0.0,0.0,-0.7167214
2024964000,0.0,0.6209784,-0.003120076,-0.00055543566,0.78382134,0.0,0.0,-0.7119334
2025020000,0.0,0.6209795,-0.0028001731,-0.0013136122,0.7838208,0.0,0.0,-0.7085331
2025068000,0.0,0.62097985,-0.0027399177,-0.0008819862,0.78382134,0.0,0.0,-0.7067035
2025116000,0.0,0.62097925,-0.0028515316,-0.0014356744,0.78382057,0.0,0.0,-0.7053665
2025172000,0.0,0.6209827,-0.0018717417,-0.0013858593,0.7838208,0.0,0.0,-0.7060672
2025212000,0.0,0.6209819,-0.0021282712,-0.0018024624,0.78382,0.0,0.0,-0.7053395
2025268000,0.0,0.62098116,-0.0023200326,-0.001963713,0.7838197,0.0,0.0,-0.705463
2025316000,0.0,0.62098134,-0.002282081,-0.0018693262,0.7838198,0.0,0.0,-0.7050986
2025364000,0.0,0.6209815,-0.0022118865,-0.0025712359,0.7838179,0.0,0.0,-0.70498854
2025412000,0.0,0.6209823,-0.00197621,-0.002577716,0.783818,0.0,0.0,-0.7052243
2025468000,0.0,0.6209809,-0.002367858,-0.0028828692,0.78381693,0.0,0.0,-0.7048968
2025516000,0.0,0.62098354,-0.001569773,-0.002753034,0.78381723,0.0,0.0,-0.7047218
2025572000,0.0,0.6209843,-0.0012835794,-0.0033328389,0.7838149,0.0,0.0,-0.7065399
2025620000,0.0,0.62098366,-0.0015100793,-0.0024504499,0.78381824,0.0,0.0,-0.70647514
2025668000,0.0,0.62098503,-0.0008223327,-0.0025035401,0.7838181,0.0,0.0,-0.70645463
2025716000,0.0,0.6209853,-0.000789724,-0.0033611401,0.7838146,0.0,0.0,-0.704891
2025772000,0.0,0.6209853,-0.00070513604,-0.0029057667,0.7838166,0.0,0.0,-0.7051649
2025820000,0.0,0.62098587,-0.00018859692,-0.0027772351,0.78381693,0.0,0.0,-0.70546365
2025868000,0.0,0.62098604,-0.00019999401,-0.0032002819,0.78381515,0.0,0.0,-0.7049598
2025916000,0.0,0.6209862,0.0003681837,-0.0030022913,0.7838156,0.0,0.0,-0.70532596
2025972000,0.0,0.62098575,0.00090217346,-0.0025294756,0.7838173,0.0,0.0,-0.70597786
2026020000,0.0,0.6209857,0.00069395633,-0.0020632483,0.78381896,0.0,0.0,-0.70537454
2026068000,0.0,0.6209858,0.0003438197,-0.0020718426,0.7838191,0.0,0.0,-0.70437896
2026116000,0.0,0.6209858,0.00010377519,-0.0020761904,0.7838191,0.0,0.0,-0.7041419
2026164000,0.0,0.62098557,-0.00010194085,-0.0014815463,0.7838207,0.0,0.0,-0.70495075
2026220000,0.0,0.6209855,-0.00027302402,-0.0018310449,0.78382,0.0,0.0,-0.7056377
2026268000,0.0,0.6209855,-8.1136204e-05,-0.0012422309,0.7838211,0.0,0.0,-0.7042302
2026316000,0.0,0.6209855,4.679171e-06,-0.0007910923,0.7838217,0.0,0.0,-0.7043194
2026364000,0.0,0.6209855,2.8670333e-05,-0.001035404,0.7838214,0.0,0.0,-0.7042677
2026420000,0.0,0.62098545,-0.00016624422,-0.000898236,0.7838216,0.0,0.0,-0.7056024
2026468000,0.0,0.62098557,-5.0483523e-05,-0.0013801449,0.7838208,0.0,0.0,-0.70526826
2026516000,0.0,0.6209855,-5.116015e-05,-0.0011176227,0.7838213,0.0,0.0,-0.70452946
2026572000,0.0,0.6209843,-0.0011850785,-0.0014117556,0.78382087,0.0,0.0,-0.7047723
2026620000,0.0,0.62098473,-0.00095713505,-0.0011485066,0.7838213,0.0,0.0,-0.7053466
2026668000,0.0,0.6209848,-0.0009092245,-0.0008846672,0.7838216,0.0,0.0,-0.70472956
