timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
2015612000,2015454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2016012000,2015854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2016412000,2016254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2016812000,2016654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2017212000,2017054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2017612000,2017454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2018012000,2017854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2018412000,2018254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2018812000,2018654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2019212000,2019054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2019604000,2019450000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2020012000,2019858000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2020412000,2020254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2020812000,2020654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2021212000,2021054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2021612000,2021454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2022012000,2021854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2022412000,2022254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2022812000,2022654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2023212000,2023054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2023612000,2023454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2024012000,2023854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2024404000,2024250000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2024812000,2024658000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2025212000,2025058000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2025604000,2025450000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2026012000,2025854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2026412000,2026254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2026812000,2026654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2027212000,2027054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2027612000,2027454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2028012000,2027854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2028412000,2028254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2028812000,2028654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2029204000,2029050000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2029612000,2029454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2030012000,2029854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2030412000,2030254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2030812000,2030654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2031212000,2031054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2031604000,2031450000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2032012000,2031854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2032412000,2032254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2032812000,2032654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2033212000,2033054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2033612000,2033454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2034004000,2033850000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2034412000,2034254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2034804000,2034650000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2035212000,2035054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2035612000,2035454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2036012000,2035854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2036412000,2036254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2036812000,2036654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2037212000,2037054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2037612000,2037454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2038012000,2037854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2038412000,2038254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2038812000,2038658000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2039212000,2039054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2039612000,2039454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2040012000,2039854000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2040412000,2040258000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2040812000,2040654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2041212000,2041054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2041612000,2041454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2042012000,2041858000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2042412000,2042254000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2042812000,2042654000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2043212000,2043054000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
2043612000,2043454000,3.0179042e-05,0.0007635863,0.003619637,1,0,0,0,0,0,0,0,0,0,0,0
