timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
2015076000,2014924000,1310988,-8.260507e-05,0.00014924858,9.292818e-05,0.15,1.5782697e-07,1.5823878e-07,2.920001e-07,1310988,-0.0005053369,0.0038711717,0.003147197,0.4,0.0012436314,0.0026591404,8.766627e-06,197388,-0.0012419531,0.0010510094,0.003490345,0.5,3.6591577e-05,0.00030586598,0.00024775421,1,1,1,0,1,1
2016076000,2015924000,1310988,-7.2756586e-05,0.00013629149,0.000108529384,0.15,1.5645583e-07,1.568223e-07,2.9202837e-07,1310988,-0.0005075718,0.0038688907,0.0031628583,0.4,0.0012437024,0.0026591963,8.754103e-06,197388,-0.0012416311,0.0010510061,0.0034908832,0.5,3.6589412e-05,0.0003058636,0.00024775314,1,1,1,0,1,1
2017076000,2016924000,1310988,-6.53349e-05,0.00013276715,0.00011847729,0.15,1.578177e-07,1.5822825e-07,2.9217318e-07,1310988,-0.00050861645,0.0038683491,0.0031759054,0.4,0.0012437736,0.0026592528,8.76553e-06,197388,-0.001241985,0.0010504827,0.0034912897,0.5,3.6587873e-05,0.00030586278,0.00024775285,1,1,1,0,1,1
2018076000,2017924000,1310988,-5.8165737e-05,0.00012957444,0.0001281547,0.15,1.5665815e-07,1.5699084e-07,2.9256472e-07,1310988,-0.00051161664,0.0038699517,0.0032036009,0.4,0.0012438442,0.0026593083,8.753513e-06,197388,-0.0012413671,0.0010492076,0.0034930764,0.5,3.658667e-05,0.00030586228,0.00024775264,1,0,1,0,1,0
2019076000,2018924000,1310988,-5.394127e-05,0.00012431227,0.00012740614,0.15,1.5916733e-07,1.59325e-07,2.9454884e-07,1310988,-0.000511782,0.0038689894,0.003210675,0.4,0.0012439155,0.0026593653,8.7653625e-06,197388,-0.0012414752,0.0010490513,0.0034941814,0.5,3.6586538e-05,0.00030586106,0.000247752,1,0,1,0,1,0
2020076000,2019924000,1310988,-3.8730446e-05,0.00011147351,0.00012528579,0.15,1.5878503e-07,1.5871396e-07,2.9632523e-07,1310988,-0.00051752577,0.003872079,0.003249148,0.4,0.0012439865,0.0026594228,8.7537055e-06,197388,-0.0012424953,0.0010489533,0.0034944948,0.5,3.658638e-05,0.00030585908,0.00024775017,1,0,1,0,1,0
2021076000,2020924000,1310988,-2.7429052e-05,9.767548e-05,0.00012373547,0.15,1.6104751e-07,1.6085514e-07,2.9773588e-07,1310988,-0.0005226356,0.0038729138,0.003264216,0.4,0.0012440576,0.0026594745,8.765727e-06,197388,-0.0012446411,0.0010430479,0.0035080179,0.5,3.6583915e-05,0.00030570605,0.0002476415,1,0,1,0,1,0
2022076000,2021924000,1310988,-1.640433e-05,8.408621e-05,0.00012490353,0.15,1.5995496e-07,1.5961777e-07,2.9920392e-07,1310988,-0.0005715253,0.0037670387,0.0032292234,0.4,0.0012439799,0.00265894,8.754678e-06,197388,-0.0012534562,0.0010300273,0.0035182256,0.5,3.657548e-05,0.00030552602,0.00024750578,1,0,1,0,1,0
2023076000,2022924000,1310988,-3.3896094e-06,7.641785e-05,0.000118989876,0.15,1.6187086e-07,1.614919e-07,3.00897e-07,1310988,-0.0005990246,0.0036686156,0.0032347597,0.4,0.0012439882,0.0026586815,8.766136e-06,197388,-0.0012522388,0.0010484084,0.0034969903,0.5,3.6572434e-05,0.00030539394,0.0002474026,1,0,1,0,1,0
2023268000,2023116000,1310988,-6.4789388e-06,7.374573e-05,0.000119731216,0.15,1.6039034e-07,1.5999828e-07,3.014583e-07,1310988,-0.0006029061,0.0036823521,0.0032332588,0.4,0.0012439912,0.0026586293,8.753995e-06,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
