timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
2042512000,2042360000,1310988,-9.71122e-05,2.7134232e-05,0.000118440104,0.15,1.567187e-07,1.5634338e-07,2.9226365e-07,1310988,-0.021162735,-0.008949535,0.0033261217,0.4,0.0003432153,0.00043613053,8.758034e-06,197388,0.0008156476,0.00062486564,0.00046965064,0.5,2.3055243e-06,3.1696088e-06,0.00010647723,1,1,1,1,1,1
2043512000,2043360000,1310988,-8.328681e-05,2.8448607e-05,0.000121538564,0.15,1.5813015e-07,1.5771589e-07,2.9241957e-07,1310988,-0.021158567,-0.008950218,0.0033208155,0.4,0.00034328672,0.00043620326,8.768652e-06,197388,0.0008159406,0.0006244415,0.00047243756,0.5,2.3056043e-06,3.169689e-06,0.00010647669,1,1,1,1,1,1
2044512000,2044360000,1310988,-6.052734e-05,4.5066474e-05,0.00012131901,0.15,1.5671768e-07,1.5636058e-07,2.9240965e-07,1310988,-0.021157024,-0.008951184,0.0033083213,0.4,0.00034335812,0.000436276,8.7567805e-06,197388,0.00081606035,0.0006240666,0.00047384866,0.5,2.3056825e-06,3.1697648e-06,0.000106476036,1,1,1,1,1,1
2045512000,2045360000,1310988,-4.6011686e-05,4.926106e-05,0.00012387251,0.15,1.5829264e-07,1.5793252e-07,2.9290197e-07,1310988,-0.021155234,-0.008952003,0.0032789002,0.4,0.00034342956,0.0004363487,8.768559e-06,197388,0.0008161759,0.00062364026,0.0004748983,0.5,2.3057628e-06,3.169841e-06,0.00010647569,1,0,1,0,1,0
2046512000,2046360000,1310988,-2.6949507e-05,6.6050416e-05,0.0001243175,0.15,1.5779597e-07,1.5770296e-07,2.9471403e-07,1310988,-0.021153212,-0.008953301,0.0032548225,0.4,0.00034350096,0.00043642137,8.756607e-06,197388,0.000816376,0.00062283396,0.00047642773,0.5,2.3058446e-06,3.1699146e-06,0.00010647537,1,0,1,0,1,0
2047512000,2047360000,1310988,-1.50415635e-05,8.0683516e-05,0.00012434536,0.15,1.6005451e-07,1.6011415e-07,2.9659085e-07,1310988,-0.021154929,-0.00895452,0.0032531708,0.4,0.00034357238,0.00043649413,8.768346e-06,197388,0.00081639405,0.0006222921,0.00047645773,0.5,2.305926e-06,3.1699917e-06,0.00010647513,1,0,1,0,1,0
2048512000,2048360000,1310988,-3.964431e-06,8.686364e-05,0.00012071073,0.15,1.5926052e-07,1.5949063e-07,2.9784513e-07,1310988,-0.021153867,-0.008955347,0.0032330556,0.4,0.00034364342,0.0004365665,8.758155e-06,197388,0.00081653387,0.00062182784,0.00047859122,0.5,2.3058917e-06,3.1700445e-06,0.00010644225,1,0,1,0,1,0
2049512000,2049360000,1310988,-6.0170623e-07,0.00010148273,0.000114974864,0.15,1.6112114e-07,1.6141091e-07,2.9972006e-07,1310988,-0.021138163,-0.008959495,0.0031927582,0.4,0.0003437089,0.00043663243,8.7685785e-06,197388,0.0008150199,0.00062228175,0.00046146286,0.5,2.3057762e-06,3.1699408e-06,0.00010639085,1,0,1,0,1,0
2050512000,2050360000,1310988,-8.071934e-06,0.00012933723,0.000113378854,0.15,1.5989541e-07,1.6028214e-07,3.011617e-07,1310988,-0.021118365,-0.008952573,0.0031865742,0.4,0.00034377436,0.00043668997,8.756528e-06,197388,0.0008136024,0.000622424,0.00045126042,0.5,2.3057307e-06,3.1699708e-06,0.000106364874,1,0,1,0,1,0
2050720000,2050568000,1310988,-8.07187e-06,0.00012933736,0.00011353252,0.15,1.6155956e-07,1.6194629e-07,3.0195244e-07,1310988,-0.021117842,-0.008952519,0.003187473,0.4,0.00034378938,0.0004367051,8.76938e-06,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
