timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
2043328000,0.0,0.07634602,0.0,0.0,0.9970814,0.0,0.0,-0.001
2043336000,0.0,0.07636848,0.0,0.0,0.9970797,0.0,0.0,-0.001
2043376000,0.0,0.076416984,0.0,0.0,0.997076,0.0,0.0,-0.001
2043424000,0.0,0.07646299,0.0,0.0,0.9970724,0.0,0.0,-0.001
2043472000,0.0,0.076469876,0.0,0.0,0.9970719,0.0,0.0,-0.001
2043528000,0.0,0.07628921,0.0,0.0,0.99708575,0.0,0.0,-0.001
2043576000,0.0,0.076306805,0.0,0.0,0.9970844,0.0,0.0,-0.001
2043624000,0.0,0.07637787,0.0,0.0,0.99707896,0.0,0.0,-0.001
2043672000,0.0,0.07633318,0.0,0.0,0.9970824,0.0,0.0,-0.001
2043728000,0.0,0.07623976,0.0,0.0,0.9970895,0.0,0.0,-0.001
2043776000,0.0,0.07617106,0.0,0.0,0.9970948,0.0,0.0,-0.001
2043824000,0.0,0.07610545,0.0,0.0,0.99709976,0.0,0.0,-0.001
2043872000,0.0,0.076215275,0.0,0.0,0.9970914,0.0,0.0,-0.001
2043920000,0.0,0.07623393,0.0,0.0,0.99709,0.0,0.0,-0.001
2043976000,0.0,0.07638454,0.0,0.0,0.9970784,0.0,0.0,-0.001
2044024000,0.0,0.07640296,0.0,0.0,0.997077,0.0,0.0,-0.001
2044080000,0.0,0.0764518,0.0,0.0,0.9970733,0.0,0.0,-0.001
2044120000,0.0,0.07638049,0.0,0.0,0.9970787,0.0,0.0,-0.001
2044176000,0.0,0.07641247,0.0,0.0,0.9970763,0.0,0.0,-0.001
2044224000,0.0,0.07647986,0.0,0.0,0.99707115,0.0,0.0,-0.001
2044272000,0.0,0.07642994,0.0,0.0,0.99707496,0.0,0.0,-0.001
2044320000,0.0,0.07650673,0.0,0.0,0.99706906,0.0,0.0,-0.001
2044376000,0.0,0.07650247,0.0030764285,-0.004258232,0.99705553,0.0,0.0,-0.0074866973
2044424000,0.0,0.076502934,0.0032332619,-0.004236464,0.9970551,0.0,0.0,-0.0138809215
2044472000,0.0,0.07650078,0.0029305331,-0.0038903246,0.9970576,0.0,0.0,-0.020704148
2044528000,0.0,0.07649917,0.0028214648,-0.003473687,0.9970596,0.0,0.0,-0.029586367
2044576000,0.0,0.076497614,0.0026438108,-0.0031048288,0.99706143,0.0,0.0,-0.037365906
2044624000,0.0,0.0764987,0.0025313657,-0.003600514,0.99705994,0.0,0.0,-0.045776144
2044680000,0.0,0.07650083,0.0030417044,-0.0037961933,0.9970576,0.0,0.0,-0.05598059
2044720000,0.0,0.07650134,0.0030840584,-0.003909491,0.9970571,0.0,0.0,-0.063969955
2044776000,0.0,0.07650217,0.0036305606,-0.0036893506,0.99705595,0.0,0.0,-0.07438093
2044824000,0.0,0.076502584,0.0035602872,-0.0038512188,0.9970556,0.0,0.0,-0.08414442
2044872000,0.0,0.07650081,0.0037061102,-0.0032896602,0.9970572,0.0,0.0,-0.094384626
2044920000,0.0,0.07649971,0.0040415283,-0.0028415038,0.9970574,0.0,0.0,-0.104925334
2044976000,0.0,0.0765015,0.0037896037,-0.0034097699,0.9970565,0.0,0.0,-0.11798789
2045024000,0.0,0.07649887,0.003824337,-0.002730928,0.99705863,0.0,0.0,-0.12936692
2045072000,0.0,0.076498434,0.003820128,-0.002625661,0.9970589,0.0,0.0,-0.14110698
2045120000,0.0,0.07649882,0.0043820282,-0.0025057562,0.9970569,0.0,0.0,-0.15411265
