timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
4060000,3906000,0,0,0.0,0.0,0.02,0.09,0.09,0.20250002,-0.010767383,0.0103640845,-0.014708485,-0.010767383,0.0103640845,-0.014708485,25.200663,25.200663,10.207127,1.840214e-07,1.7049433e-07,8.47798e-07,1.840214e-07,1.7049433e-07,8.47798e-07,0,0,0
4460000,4306000,0,0,0.0,-0.01,0.01,0.09,0.09,0.20250002,-0.008345116,0.015854819,-0.006669337,-0.009690819,0.012804411,-0.01113553,0.10776259,0.107762665,0.20311326,2.5849771e-05,9.3307004e-05,8.759655e-06,-1.13865535e-05,4.15645e-05,-3.4221819e-06,0,0,0
4860000,4706000,0,0,0.0,0.01,0.01,0.09,0.09,0.20250002,0.0016532869,-0.007879967,-0.01074248,-0.004648994,0.0036113532,-0.010960841,0.09014218,0.090142205,0.20261614,1.2129093e-06,2.7553744e-05,2.278217e-05,-5.786792e-06,1.08452805e-05,-1.2026622e-05,0,0,0
5260000,5106000,0,0,0.01,0.0,-0.03,0.09,0.09,0.20250002,-0.0061736377,-0.0016779995,0.027726715,-0.005326614,0.0012605297,0.00623363,0.13005608,0.1300561,0.20351616,1.1722266e-05,8.659901e-07,0.00015109773,-8.42478e-06,5.640271e-06,6.0473092e-05,0,0,0
5660000,5506000,0,0,0.01,0.0,-0.03,0.09,0.09,0.20250002,-0.0028730775,0.002525752,0.027745454,-0.0042361533,0.0018228508,0.015794441,0.094029866,0.09402992,0.20491742,3.5114695e-06,2.7137842e-06,0.0001502674,-6.2410863e-06,4.3396103e-06,0.00010038167,0,0,0
6060000,5906000,5908000,0,0.0,0.0,-0.03,0.09,0.09,0.20250002,-0.00056508754,0.0027647344,0.023798471,-0.0026045684,0.0022414657,0.019351788,0.09434299,0.09434427,0.20639448,1.353885e-07,3.240793e-06,0.00010976403,-3.5274425e-06,3.851247e-06,0.00010455161,0,0,1
6468000,6310000,6316000,0,0.0,0.0,-0.04,0.09,0.09,0.20250002,0.0046230275,0.01826846,0.025465444,0.0006254632,0.009403972,0.022083998,0.11847461,0.11850656,0.20881593,7.2158527e-06,0.00011264749,0.00012422209,1.2737646e-06,5.2472576e-05,0.0001133424,0,0,1
6860000,6706000,6708000,0,0.0,0.0,0.02,0.09,0.09,0.20250002,0.008409252,0.024018135,-0.037447985,0.00406562,0.01586291,-0.0042270124,0.1465455,0.14658888,0.21149804,1.9301999e-05,0.0001574119,0.00026522265,9.241599e-06,9.8852004e-05,-5.396983e-05,0,0,1
7260000,7106000,7108000,0,0.0,0.0,0.04,0.09,0.09,0.20250002,0.0029862372,0.011730572,-0.06003978,0.0035858941,0.014026315,-0.029032689,0.15741488,0.1573632,0.21442628,2.2660151e-06,3.497802e-05,0.0006724503,6.1413393e-06,7.046356e-05,-0.00032885003,0,0,1
7660000,7506000,7508000,0,0.0,0.01,0.02,0.09,0.09,0.20250002,-0.007894313,-0.0009544026,-0.037272904,-0.0015164204,0.0073682177,-0.032695007,0.15327945,0.15317367,0.21731354,1.6263151e-05,2.378697e-07,0.00025571705,-3.8162125e-06,3.90407e-05,-0.0002963465,0,0,1
