timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
3828000,0.0008544674,0,0,0,0,0,0,0,0,0
4332000,0.00058007543,0,0,0,0,0,0,0,0,0
4740000,-3.4285506e-05,0,0,0,0,0,0,0,0,0
5076000,-0.00011533132,0,0,0,0,0,0,0,0,0
5580000,-0.0003601749,0,0,0,0,0,0,0,0,0
6084000,-0.0014033493,0,0,0,0,0,0,0,0,0
6204000,-0.0010317892,0,0,0,0,0,0,0,0,0
6708000,-0.0013753644,0,0,0,0,0,0,0,0,0
7116000,-0.0017005147,0,0,0,0,0,0,0,0,0
7616000,-0.0016540419,0,0,0,0,0,0,0,0,0
8124000,-0.0019480439,0,0,0,0,0,0,0,0,0
8632000,-0.0015830087,0,0,0,0,0,0,0,0,0
9136000,-0.0018578805,0,0,0,0,0,0,0,0,0
9544000,-0.0020184736,0,0,0,0,0,0,0,0,0
10048000,-0.00086309516,0,0,0,0,0,0,0,0,0
10552000,-0.0017828549,0,0,0,0,0,0,0,0,0
11056000,-0.003557501,0,0,0,0,0,0,0,0,0
11564000,-0.003082842,0,0,0,0,0,0,0,0,0
12068000,-0.0024649338,0,0,0,0,0,0,0,0,0
12568000,-0.0016209935,0,0,0,0,0,0,0,0,0
13072000,-0.0026196279,0,0,0,0,0,0,0,0,0
13576000,-0.0024140717,0,0,0,0,0,0,0,0,0
14080000,-0.0023344858,0,0,0,0,0,0,0,0,0
14584000,-0.0029661653,0,0,0,0,0,0,0,0,0
15088000,-0.0025262097,0,0,0,0,0,0,0,0,0
15592000,-0.002042401,0,0,0,0,0,0,0,0,0
16092000,-0.002982918,0,0,0,0,0,0,0,0,0
16600000,-0.0024912644,0,0,0,0,0,0,0,0,0
17104000,-0.0033433875,0,0,0,0,0,0,0,0,0
17608000,-0.003801667,0,0,0,0,0,0,0,0,0
17900000,-0.0034104,0,0,0,0,0,0,0,0,0
17912000,-0.0034104,0,0,0,0,0,0,0,0,0
18416000,-0.00323819,0,0,0,0,0,0,0,0,0
18920000,-0.0035942753,0,0,0,0,0,0,0,0,0
19424000,-0.0027329882,0,0,0,0,0,0,0,0,0
19928000,-0.0026822998,0,0,0,0,0,0,0,0,0
20432000,-0.0030154123,0,0,0,0,0,0,0,0,0
20936000,-0.0034420928,0,0,0,0,0,0,0,0,0
21444000,-0.0038988767,0,0,0,0,0,0,0,0,0
21952000,-0.0046424847,0,0,0,0,0,0,0,0,0
22456000,-0.00485343,0,0,0,0,0,0,0,0,0
22960000,-0.0064613484,0,0,0,0,0,0,0,0,0
23468000,-0.007506676,0,0,0,0,0,0,0,0,0
23972000,-0.008433669,0,0,0,0,0,0,0,0,0
24476000,-0.0074126683,0,0,0,0,0,0,0,0,0
24984000,-0.007884612,0,0,0,0,0,0,0,0,0
25492000,-0.007514587,0,0,0,0,0,0,0,0,0
25996000,-0.007090271,0,0,0,0,0,0,0,0,0
26152000,-0.0074834176,0,0,0,0,0,0,0,0,0
26656000,-0.01313165,0,0,0,0,0,0,0,0,0
27156000,-0.016265618,0,0,0,0,0,0,0,0,0
27664000,-0.015257165,0,0,0,0,0,0,0,0,0
27976000,-0.013982789,0,0,0,0,0,0,0,0,0
28480000,-0.012006877,0,0,0,0,0,0,0,0,0
28980000,-0.011397808,0,0,0,0,0,0,0,0,0
29488000,-0.010081204,0,0,0,0,0,0,0,0,0
29992000,-0.0085132215,0,0,0,0,0,0,0,0,0
30500000,-0.007276002,0,0,0,0,0,0,0,0,0
31008000,-0.0063560214,0,0,0,0,0,0,0,0,0
31512000,-0.0046448163,0,0,0,0,0,0,0,0,0
32020000,-0.004367142,0,0,0,0,0,0,0,0,0
32528000,-0.002548567,0,0,0,0,0,0,0,0,0
33036000,-0.0026791084,0,0,0,0,0,0,0,0,0
33540000,-0.0028047233,0,0,0,0,0,0,0,0,0
34044000,-0.003414818,0,0,0,0,0,0,0,0,0
34548000,-0.0031750037,0,0,0,0,0,0,0,0,0
35048000,-0.0035591188,0,0,0,0,0,0,0,0,0
35552000,-0.003190277,0,0,0,0,0,0,0,0,0
36056000,-0.0039240294,0,0,0,0,0,0,0,0,0
36560000,-0.003021496,0,0,0,0,0,0,0,0,0
37068000,-0.0035066495,0,0,0,0,0,0,0,0,0
37572000,-0.0024658218,0,0,0,0,0,0,0,0,0
38076000,-0.0022459377,0,0,0,0,0,0,0,0,0
38580000,-0.0022239676,0,0,0,0,0,0,0,0,0
39088000,-0.0024825349,0,0,0,0,0,0,0,0,0
39596000,-0.0029536977,0,0,0,0,0,0,0,0,0
39704000,-0.0029760918,0,0,0,0,0,0,0,0,0
40208000,-0.0024328195,0,0,0,0,0,0,0,0,0
40712000,-0.0023942983,0,0,0,0,0,0,0,0,0
41216000,-0.0026399745,0,0,0,0,0,0,0,0,0
41720000,-0.0019918717,0,0,0,0,0,0,0,0,0
42224000,-0.0017519874,0,0,0,0,0,0,0,0,0
42732000,-0.0017253519,0,0,0,0,0,0,0,0,0
43240000,-0.0027264145,0,0,0,0,0,0,0,0,0
43744000,-0.002802677,0,0,0,0,0,0,0,0,0
44248000,-0.0023953773,0,0,0,0,0,0,0,0,0
44756000,-0.0022760862,0,0,0,0,0,0,0,0,0
45264000,-0.0014485056,0,0,0,0,0,0,0,0,0
45768000,-0.0028787598,0,0,0,0,0,0,0,0,0
46272000,-0.0020126768,0,0,0,0,0,0,0,0,0
46780000,-0.0014507723,0,0,0,0,0,0,0,0,0
47284000,-0.0017286536,0,0,0,0,0,0,0,0,0
47788000,-0.0035108274,0,0,0,0,0,0,0,0,0
48292000,-0.0031840953,0,0,0,0,0,0,0,0,0
48568000,-0.0030963058,0,0,0,0,0,0,0,0,0
49076000,-0.0026574275,0,0,0,0,0,0,0,0,0
49584000,-0.0025719972,0,0,0,0,0,0,0,0,0
50084000,-0.0038288878,0,0,0,0,0,0,0,0,0
50588000,-0.0033902416,0,0,0,0,0,0,0,0,0
51092000,-0.004716064,0,0,0,0,0,0,0,0,0
51596000,-0.0046026944,0,0,0,0,0,0,0,0,0
52100000,-0.005176938,0,0,0,0,0,0,0,0,0
52608000,-0.004006762,0,0,0,0,0,0,0,0,0
53116000,-0.0043906984,0,0,0,0,0,0,0,0,0
53624000,-0.0038911891,0,0,0,0,0,0,0,0,0
54132000,-0.0024510804,0,0,0,0,0,0,0,0,0
54640000,-0.003130868,0,0,0,0,0,0,0,0,0
55148000,-0.002458719,0,0,0,0,0,0,0,0,0
55652000,-0.002819665,0,0,0,0,0,0,0,0,0
56156000,-0.0012066681,0,0,0,0,0,0,0,0,0
56664000,-0.001013366,0,0,0,0,0,0,0,0,0
57172000,-0.0008669278,0,0,0,0,0,0,0,0,0
57676000,-0.0003297211,0,0,0,0,0,0,0,0,0
58184000,-0.0019004483,0,0,0,0,0,0,0,0,0
58692000,-0.0013444689,0,0,0,0,0,0,0,0,0
59016000,-0.0013719017,0,0,0,0,0,0,0,0,0
59028000,-0.0014970677,0,0,0,0,0,0,0,0,0
