timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
59040000,-0.0014970677,0,0,0,0,0,0,0,0,0
59544000,-0.008997024,0,0,0,0,0,0,0,0,0
59640000,-0.013749912,0,0,0,0,0,0,0,0,0
60152000,-0.022497095,0,0,0,0,0,0,0,0,0
60656000,-0.020046402,0,0,0,0,0,0,0,0,0
61164000,-0.018322269,0,0,0,0,0,0,0,0,0
61672000,-0.015756566,0,0,0,0,0,0,0,0,0
62176000,-0.015015569,0,0,0,0,0,0,0,0,0
62680000,-0.013836427,0,0,0,0,0,0,0,0,0
63184000,-0.013114413,0,0,0,0,0,0,0,0,0
63688000,-0.35913253,0,0,0,0,0,0,0,0,0
64192000,-0.324656,0,0,0,0,0,0,0,0,0
64700000,-0.2936025,0,0,0,0,0,0,0,0,0
65204000,-0.26508155,0,0,0,0,0,0,0,0,0
65712000,-0.23917605,0,0,0,0,0,0,0,0,0
66220000,-0.21747732,0,0,0,0,0,0,0,0,0
66484000,-0.20472282,0,0,0,0,0,0,0,0,0
66992000,-0.18542366,0,0,0,0,0,0,0,0,0
