timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
3844000,3820000,6620172,488.06525,95598.445,15.0,1.1555774,0,1
3916000,3892000,6620172,488.14508,95597.5,15.0,1.155566,0,1
3988000,3964000,6620172,488.06995,95598.4,15.0,1.1555767,0,1
4060000,4036000,6620172,488.1169,95597.84,15.0,1.15557,0,1
4132000,4108000,6620172,488.0887,95598.164,15.0,1.1555738,0,1
4204000,4180000,6620172,488.13568,95597.62,15.0,1.1555673,0,1
4276000,4252000,6620172,487.9995,95599.19,15.0,1.1555862,0,1
4348000,4324000,6620172,488.1122,95597.9,15.0,1.1555707,0,1
4420000,4396000,6620172,488.13098,95597.71,15.0,1.1555685,0,1
4492000,4468000,6620172,488.14038,95597.586,15.0,1.1555669,0,1
4564000,4540000,6620172,488.18732,95597.06,15.0,1.1555606,0,1
4636000,4610666,6620172,488.16855,95597.27,15.0,1.1555632,0,1
4708000,4684000,6620172,487.98544,95599.38,15.0,1.1555887,0,1
4780000,4756000,6620172,488.20142,95596.87,15.0,1.1555582,0,1
4852000,4828000,6620172,488.14038,95597.57,15.0,1.1555668,0,1
4924000,4900000,6620172,488.08405,95598.23,15.0,1.1555747,0,1
4996000,4972000,6620172,488.12158,95597.77,15.0,1.1555692,0,1
5068000,5044000,6620172,488.06995,95598.414,15.0,1.155577,0,1
5140000,5116000,6620172,488.0981,95598.06,15.0,1.1555728,0,1
5212000,5188000,6620172,488.16855,95597.25,15.0,1.1555629,0,1
5284000,5258666,6620172,488.05118,95598.586,15.0,1.1555791,0,1
5356000,5332000,6620172,488.16855,95597.27,15.0,1.1555632,0,1
5428000,5404000,6620172,488.1122,95597.9,15.0,1.1555707,0,1
5500000,5476000,6620172,488.12628,95597.74,15.0,1.1555688,0,1
5572000,5546666,6620172,488.06995,95598.37,15.0,1.1555765,0,1
5644000,5618666,6620172,488.0887,95598.164,15.0,1.1555738,0,1
5716000,5692000,6620172,488.17795,95597.164,15.0,1.1555618,0,1
5788000,5764000,6620172,488.06525,95598.44,15.0,1.1555773,0,1
5860000,5836000,6620172,488.16385,95597.28,15.0,1.1555632,0,1
5928000,5906666,6620172,488.13568,95597.63,15.0,1.1555675,0,1
5980000,5968000,6620172,488.0934,95598.125,15.0,1.1555735,0,1
6052000,6028000,6620172,488.03708,95598.74,15.0,1.1555809,0,1
6124000,6100000,6620172,488.08405,95598.23,15.0,1.1555747,0,1
6196000,6172000,6620172,488.17795,95597.15,15.0,1.1555616,0,1
6268000,6244000,6620172,488.12628,95597.75,15.0,1.155569,0,1
6340000,6316000,6620172,488.1028,95598.01,15.0,1.155572,0,1
6412000,6388000,6620172,488.14038,95597.6,15.0,1.155567,0,1
6480000,6457333,6620172,488.13568,95597.66,15.0,1.1555678,0,1
6532000,6520000,6620172,488.07465,95598.33,15.0,1.1555759,0,1
6604000,6580000,6620172,488.13568,95597.63,15.0,1.1555675,0,1
6676000,6652000,6620172,488.0981,95598.086,15.0,1.1555729,0,1
6748000,6724000,6620172,488.04648,95598.69,15.0,1.1555803,0,1
6820000,6796000,6620172,488.13568,95597.65,15.0,1.1555678,0,1
6892000,6868000,6620172,488.1028,95597.99,15.0,1.1555718,0,1
6964000,6940000,6620172,488.20142,95596.91,15.0,1.1555587,0,1
