timestamp,load,ram_usage
4684000,0.30612245,0.11133202
5184000,0.24,0.11694812
5684000,0.26,0.1272875
6184000,0.27450982,0.13135509
6684000,0.26,0.13825303
7184000,0.20967741,0.14256474
7684000,0.2,0.14240883
8184000,0.1923077,0.14238277
8684000,0.21153846,0.14232512
9184000,0.18333334,0.1423231
9684000,0.19607843,0.14242037
10184000,0.18867925,0.14252363
10684000,0.21153846,0.14264345
11184000,0.18333334,0.14276275
11684000,0.2264151,0.13921002
12184000,0.2,0.14206895
12684000,0.2,0.14199175
13184000,0.16129032,0.14198473
13684000,0.20408164,0.14205542
14184000,0.2,0.1422018
14684000,0.21153846,0.14202332
15184000,0.19607843,0.14205591
15684000,0.19607843,0.14206694
16184000,0.16666667,0.1422815
16684000,0.23529412,0.14211558
17184000,0.1923077,0.14207396
17684000,0.16393442,0.14222686
18184000,0.2,0.14211155
18684000,0.18867925,0.14194112
19184000,0.2,0.14195365
19684000,0.18367347,0.14203838
20184000,0.17741935,0.14208348
20684000,0.1923077,0.14213613
21184000,0.18,0.14208299
21684000,0.16129032,0.14223889
22184000,0.14516129,0.14240783
22684000,0.2,0.14211456
23184000,0.2,0.14208148
23684000,0.1923077,0.14218776
24184000,0.1764706,0.14217171
24684000,0.18,0.1422058
25184000,0.21568628,0.14233916
25684000,0.19607843,0.14241736
26184000,0.19607843,0.14225593
26684000,0.15254237,0.14251561
27184000,0.21568628,0.14256373
27684000,0.18,0.14236473
28184000,0.22,0.14229503
28684000,0.21568628,0.14229955
29184000,0.2,0.14216971
29684000,0.1923077,0.14213562
30184000,0.21568628,0.14218676
30684000,0.17307693,0.14212961
31184000,0.05652174,0.14210154
31684000,0.15384616,0.14203537
32184000,0.16666667,0.14199826
32684000,0.2037037,0.14213462
33184000,0.16666667,0.14192307
33684000,0.21568628,0.14213914
34184000,0.21153846,0.14214014
34684000,0.21568628,0.14218676
35184000,0.18333334,0.14211206
35684000,0.2244898,0.1421677
36184000,0.1923077,0.1422459
36684000,0.22,0.14220731
37184000,0.21153846,0.14228602
37684000,0.18644068,0.14218275
38184000,0.21153846,0.14207447
38684000,0.20408164,0.14233063
39184000,0.23529412,0.1423938
39684000,0.16949153,0.1424705
40184000,0.20967741,0.14230156
40684000,0.21568628,0.14284748
41184000,0.23529412,0.14232562
41684000,0.23076923,0.1422775
42184000,0.19607843,0.14210454
42684000,0.21153846,0.14214264
43184000,0.19607843,0.14196067
43688000,0.20754717,0.14191505
44188000,0.19607843,0.14195415
44684000,0.22,0.14214064
45184000,0.23076923,0.14202985
45684000,0.20408164,0.14203236
46184000,0.22,0.14219978
46684000,0.21153846,0.14206043
47184000,0.21153846,0.14204639
47684000,0.21153846,0.14220381
48184000,0.19607843,0.1422449
48684000,0.23529412,0.14228801
49184000,0.21568628,0.14233714
49684000,0.1923077,0.14238226
50184000,0.21153846,0.14239179
50684000,0.20408164,0.14222035
51184000,0.21153846,0.14228502
51684000,0.19607843,0.14226797
52184000,0.1764706,0.14216219
52684000,0.12857144,0.14234015
53184000,0.17741935,0.14224842
53684000,0.20408164,0.14244342
54184000,0.21153846,0.14232711
54684000,0.16666667,0.14202283
55184000,0.22,0.142091
55684000,0.21153846,0.14199777
56184000,0.2,0.14215267
56684000,0.21568628,0.1421632
57184000,0.23076923,0.14213713
57684000,0.24,0.1422033
58184000,0.19607843,0.1423522
58684000,0.19607843,0.14227349
59184000,0.21818182,0.1424725
59684000,0.088,0.14244142
60184000,0.17741935,0.1423572
60684000,0.1923077,0.14257626
61184000,0.22,0.14245094
61684000,0.24,0.14244393
62184000,0.19607843,0.14252113
62684000,0.1923077,0.14250709
63184000,0.23076923,0.14251962
63684000,0.18867925,0.14284948
64184000,0.21153846,0.14282691
64684000,0.18333334,0.1428545
65188000,0.18867925,0.14278582
65684000,0.1764706,0.14291966
66184000,0.20754717,0.14276676
66684000,0.171875,0.14279184
67184000,0.19607843,0.14269859
