timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
3720000,0,0,0,0,0
4224000,0,0,0,0,0
4728000,0,0,0,0,0
5232000,0,0,0,0,0
5736000,0,0,0,0,0
6240000,0,0,0,0,0
6744000,0,0,0,0,0
7248000,0,0,0,0,0
7760000,0,0,0,0,0
8268000,0,0,0,0,0
8776000,0,0,0,0,0
9280000,0,0,0,0,0
9784000,0,0,0,0,0
10292000,0,0,0,0,0
10804000,0,0,0,0,0
11308000,0,0,0,0,0
11816000,0,0,0,0,0
12324000,0,0,0,0,0
12832000,0,0,0,0,0
13336000,0,0,0,0,0
13840000,0,0,0,0,0
14344000,0,0,0,0,0
14848000,0,0,0,0,0
15352000,0,0,0,0,0
15856000,0,0,0,0,0
16368000,0,0,0,0,0
16876000,0,0,0,0,0
17380000,0,0,0,0,0
17888000,0,0,0,0,0
18392000,0,0,0,0,0
18896000,0,0,0,0,0
19400000,0,0,0,0,0
19904000,0,0,0,0,0
20408000,0,0,0,0,0
20912000,0,0,0,0,0
21420000,0,0,0,0,0
21928000,0,0,0,0,0
22432000,0,0,0,0,0
22936000,0,0,0,0,0
23444000,0,0,0,0,0
23948000,0,0,0,0,0
24452000,0,0,0,0,0
24960000,0,0,0,0,0
25468000,0,0,0,0,0
25972000,0,0,0,0,0
26476000,0,0,0,0,0
26984000,0,0,0,0,0
27492000,0,0,0,0,0
28000000,0,0,0,0,0
28512000,0,0,0,0,0
29016000,0,0,0,0,0
29524000,0,0,0,0,0
30028000,0,0,0,0,0
30536000,0,0,0,0,0
31044000,0,0,0,0,0
31548000,0,0,0,0,0
32056000,0,0,0,0,0
32564000,0,0,0,0,0
33072000,0,0,0,0,0
33576000,0,0,0,0,0
34080000,0,0,0,0,0
34584000,0,0,0,0,0
35096000,0,0,0,0,0
35600000,0,0,0,0,0
36104000,0,0,0,0,0
36608000,0,0,0,0,0
37116000,0,0,0,0,0
37620000,0,0,0,0,0
38124000,0,0,0,0,0
38628000,0,0,0,0,0
39136000,0,0,0,0,0
39644000,0,0,0,0,0
40148000,0,0,0,0,0
40652000,0,0,0,0,0
41156000,0,0,0,0,0
41660000,0,0,0,0,0
42164000,0,0,0,0,0
42668000,0,0,0,0,0
43180000,0,0,0,0,0
43684000,0,0,0,0,0
44188000,0,0,0,0,0
44696000,0,0,0,0,0
45204000,0,0,0,0,0
45708000,0,0,0,0,0
46212000,0,0,0,0,0
46720000,0,0,0,0,0
47224000,0,0,0,0,0
47728000,0,0,0,0,0
48232000,0,0,0,0,0
48736000,0,0,0,0,0
49248000,0,0,0,0,0
49752000,0,0,0,0,0
50264000,0,0,0,0,0
50768000,0,0,0,0,0
51272000,0,0,0,0,0
51776000,0,0,0,0,0
52280000,0,0,0,0,0
52792000,0,0,0,0,0
53296000,0,0,0,0,0
53804000,0,0,0,0,0
54312000,0,0,0,0,0
54820000,0,0,0,0,0
55328000,0,0,0,0,0
55832000,0,0,0,0,0
56336000,0,0,0,0,0
56844000,0,0,0,0,0
57352000,0,0,0,0,0
57856000,0,0,0,0,0
58364000,0,0,0,0,0
58872000,0,0,0,0,0
59376000,0,0,0,0,0
59880000,0,0,0,0,0
60396000,0,0,0,0,0
60908000,0,0,0,0,0
61420000,0,0,0,0,0
61924000,0,0,0,0,0
62428000,0,0,0,0,0
62932000,0,0,0,0,0
63436000,0,0,0,0,0
63940000,0,0,0,0,0
64444000,0,0,0,0,0
64952000,0,0,0,0,0
65460000,0,0,0,0,0
65964000,0,0,0,0,0
66472000,0,0,0,0,0
66980000,0,0,0,0,0
