timestamp,speed_up,speed_down,want_takeoff
5044000,3.0,1.5,0
5844000,3.0,1.5,0
6844000,3.6000001,1.8000001,0
7844000,3.6000001,1.8000001,0
8844000,3.6000001,1.8000001,0
9844000,3.6000001,1.8000001,0
10844000,3.6000001,1.8000001,0
11844000,3.6000001,1.8000001,0
12844000,3.6000001,1.8000001,0
13844000,3.6000001,1.8000001,0
14844000,3.6000001,1.8000001,0
15844000,3.6000001,1.8000001,0
16844000,3.6000001,1.8000001,0
17844000,3.6000001,1.8000001,0
18844000,3.6000001,1.8000001,1
19844000,3.6000001,1.8000001,1
20844000,3.6000001,1.8000001,1
21844000,3.6000001,1.8000001,1
22844000,3.6000001,1.8000001,1
23844000,3.6000001,1.8000001,1
24844000,3.6000001,1.8000001,1
25844000,3.6000001,1.8000001,1
26844000,3.6000001,1.8000001,0
27844000,3.6000001,1.8000001,0
28844000,3.6000001,1.8000001,0
29844000,3.6000001,1.8000001,0
30844000,3.6000001,1.8000001,0
31844000,3.6000001,1.8000001,0
32844000,3.6000001,1.8000001,0
33844000,3.6000001,1.8000001,0
34844000,3.6000001,1.8000001,0
35844000,3.6000001,1.8000001,0
36844000,3.6000001,1.8000001,0
37844000,3.6000001,1.8000001,0
38844000,3.6000001,1.8000001,0
39844000,3.6000001,1.8000001,0
40844000,3.6000001,1.8000001,0
41844000,3.6000001,1.8000001,0
42844000,3.6000001,1.8000001,0
43844000,3.6000001,1.8000001,0
44844000,3.6000001,1.8000001,0
45844000,3.6000001,1.8000001,0
46844000,3.6000001,1.8000001,0
47844000,3.6000001,1.8000001,0
48844000,3.6000001,1.8000001,0
49844000,3.6000001,1.8000001,0
50844000,3.6000001,1.8000001,0
51844000,3.6000001,1.8000001,0
52844000,3.6000001,1.8000001,0
53844000,3.6000001,1.8000001,0
54844000,3.6000001,1.8000001,0
55844000,3.6000001,1.8000001,0
56844000,3.6000001,1.8000001,0
57844000,3.6000001,1.8000001,0
58844000,3.6000001,1.8000001,0
59844000,3.6000001,1.8000001,0
60844000,3.6000001,1.8000001,0
61844000,3.6000001,1.8000001,0
62844000,3.6000001,1.8000001,0
63844000,3.6000001,1.8000001,0
64844000,3.6000001,1.8000001,0
65844000,3.6000001,1.8000001,0
66844000,3.6000001,1.8000001,0
