timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
3732000,3732000,1310988,0.0,0.0,0.0,0.15,0.010000001,0.010000001,0.009993605,1310988,0.0,0.0,0.0,0.4,0.040000003,0.040000003,0.040000003,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
4532000,4380000,1310988,-0.001887406,-0.0022633865,-0.0011874713,0.15,0.00022003641,0.00022003762,0.00017783021,1310988,-3.5281668e-05,2.3208531e-05,1.3611613e-05,0.4,0.03998157,0.03998157,0.039939214,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
4556000,4404000,1310988,-0.0018848412,-0.0022580985,-0.0011874826,0.15,0.00022003555,0.0002200343,0.00017783038,1310988,-0.00016749563,0.000120836354,0.017559567,0.4,0.039979413,0.03998033,0.0043119565,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
4732000,4580000,1310988,-0.00047446816,-0.0023465075,-0.00020166195,0.15,0.0001112447,0.00011124467,9.052985e-05,1310988,-0.00016749371,0.00011739112,0.01753069,0.4,0.039979413,0.03998033,0.0043116477,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
4764000,4612000,1310988,-0.00042756944,-0.0022227224,-0.00020193015,0.15,0.00011022279,0.00011022313,9.0530106e-05,1310988,-0.005130529,0.0019866428,0.013396995,0.4,0.038433436,0.038435217,0.002235337,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
4932000,4780000,1310988,-0.0012833449,-0.0014776965,-0.00014246962,0.15,7.3974916e-05,7.397509e-05,6.4556356e-05,1310988,-0.005173261,0.0022627113,0.013398728,0.4,0.038111854,0.03811359,0.0022353444,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
5332000,5180000,1310988,-0.001042053,-0.0018948308,0.0010470831,0.15,4.459389e-05,4.4593948e-05,4.10202e-05,1310988,-0.0058261403,0.0024311051,0.013361823,0.4,0.037376832,0.037378445,0.0022088247,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
5732000,5580000,1310988,-0.00020365512,-0.0005451906,0.00073738146,0.15,3.178234e-05,3.178235e-05,3.0061758e-05,1310988,-0.0061179395,0.0021720193,0.013174691,0.4,0.036675762,0.03667735,0.0020890804,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
5956000,5804000,1310988,-0.00042713716,-0.00065138296,0.0005317392,0.15,2.6509719e-05,2.651233e-05,2.6519718e-05,1310988,-0.0069751726,0.0012876822,0.01290687,0.4,0.035743408,0.03593601,0.001985656,197388,0.00027965833,0.0007751147,-0.00018810999,0.5,0.001961147,0.0016761199,0.0016689703,1,0,1,0,1,0
6060000,5908000,1310988,-0.00041687125,-0.00065251335,0.0005319542,0.15,2.6209014e-05,2.6212387e-05,2.6520447e-05,1310988,-0.006195981,0.0006317093,0.01281768,0.4,0.0333384,0.03354897,0.0018326058,197388,0.0004460035,0.00046694162,-0.00015346578,0.5,0.0018827335,0.0015125182,0.0015030184,1,0,1,0,1,0
6468000,6316000,1310988,-0.00037854936,-0.00046764364,0.000825827,0.15,2.1062959e-05,2.1064918e-05,2.1461874e-05,1310988,-0.004283373,-0.0035739522,0.01316974,0.4,0.026813118,0.026975911,0.0017878695,197388,0.000101428624,0.0007282294,-0.0002315813,0.5,0.0017605731,0.0013372395,0.0013267921,1,0,1,0,1,0
6860000,6708000,1310988,-0.00061830645,-0.0003779414,0.00092277525,0.15,1.7581136e-05,1.7581668e-05,1.8019964e-05,1310988,-0.0011751116,-0.009928606,0.012504902,0.4,0.018312637,0.018390914,0.0017216806,197388,0.00014356911,0.0009506631,-0.0004928159,0.5,0.001713372,0.0013028966,0.0012953626,1,0,1,0,1,0
7132000,6980000,1310988,-0.00033533032,-0.00056917424,0.0009474879,0.15,1.5206767e-05,1.5207163e-05,1.5529537e-05,1310988,-0.0019982152,-0.008305695,0.012505053,0.4,0.018245084,0.018323252,0.0017196765,197388,0.00020571219,0.0008057189,-0.0006098056,0.5,0.0016985025,0.0012955607,0.0012879896,1,0,1,0,1,0
7260000,7108000,1310988,-0.0003307218,-0.0005785591,0.0009461142,0.15,1.5096368e-05,1.5095893e-05,1.5526679e-05,1310988,-0.00078860344,-0.010353691,0.011332691,0.4,0.012247602,0.012285779,0.0016318702,197388,0.00021350745,0.0007698123,-0.00063962786,0.5,0.0016888718,0.0012887679,0.0012835255,1,0,1,0,1,0
