timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
3884000,-0.0016399543,-0.0040935897,-2.5332763e-05,0.0,0.0,8.7481265e-11,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
3892000,-0.00035970457,0.0038911765,9.81674e-06,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
4084000,-0.0018481832,0.0015717462,-0.00051962194,0.0,0.0,2.910383e-11,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
4284000,-2.2847002e-05,0.00034057628,0.0002761195,0.0,0.0,0.0,0,1,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
4484000,0.0006507688,0.0050644428,-0.00022718377,0.0,0.0,0.0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
4684000,0.0040021176,-0.0071351957,-0.00023823512,0.0,0.0,2.3283064e-10,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
4884000,-0.0049501103,-0.0007408266,0.0001258417,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
5084000,0.00016064537,0.0025728832,-0.0010129402,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5284000,-0.0006344512,0.0005420202,-0.0013626842,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5484000,-0.0030648904,-1.1641532e-10,1.1641532e-10,0.0,0.0,-1.1641532e-10,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
5684000,-1.2732926e-10,0.0,0.00078822917,0.0,0.0,-1.1641532e-10,0,1,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
5884000,0.0011852481,8.1490725e-10,0.050386477,0.0,0.0,1.1641532e-10,0,0,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6084000,-2.3283064e-10,-4.3655746e-11,0.0030397072,0.0,0.0,-1.1641532e-10,0,0,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6284000,-0.00015993079,-2.910383e-11,0.0006703045,0.0,0.0,-1.1641532e-10,0,1,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
6484000,0.0043399925,0.0007213822,-4.002649e-05,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6684000,-0.003859293,0.0039563794,0.0003076264,0.0,0.0,-4.656613e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
6884000,-0.0032819565,0.00056867884,-0.00060961285,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7084000,-0.0048713023,-4.3655746e-11,-1.7462298e-10,0.0,0.0,-2.3283064e-10,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
7284000,0.0028362542,-0.00068783364,0.0002156338,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
7484000,2.3283064e-10,5.820766e-11,-3.6379788e-11,0.0,0.0,-1.1641532e-10,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
7684000,0.0011739705,0.0013552373,0.0012389356,0.0,0.0,-1.1641532e-10,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
7884000,-0.003548787,0.0,7.239591e-05,0.0,0.0,-1.1641532e-10,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
8084000,-0.00075071666,-0.00061199046,0.0011238637,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
8284000,-0.0010876457,-1.1641532e-10,6.1969004e-06,0.0,0.0,-1.1641532e-10,0,0,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
8484000,0.0010425152,-0.00010121451,0.0008149314,0.0,0.0,0.0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
8684000,-0.0048231464,0.0,0.00078891765,0.0,0.0,-1.1641532e-10,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
8884000,-1.0913936e-11,0.0,0.00030565768,0.0,0.0,-1.1641532e-10,0,1,1,0,0,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
9084000,2.3283064e-10,-1.4551915e-11,-8.091141e-06,0.0,0.0,-1.1641532e-10,0,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
9284000,-0.0029417586,-0.000356738,5.783896e-05,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
