timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
5876000,0,0,161,-1,0,0,0,0,0,0,0,0,0,0
17912000,0,0,161,-1,0,0,0,0,0,0,0,0,0,0
26148000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
59028000,0,0,161,-1,0,0,0,0,0,0,0,0,0,0
64492000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64548000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64596000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64644000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64692000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64700000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64756000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64808000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64852000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64900000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
64956000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65004000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65052000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65100000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65156000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65204000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65252000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65300000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65356000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65404000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65452000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65500000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65556000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65604000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65652000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65700000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65716000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65772000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65820000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65868000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65916000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
65972000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66020000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66068000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66116000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66172000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66220000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66268000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66316000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66372000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66420000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
66468000,0,0,161,-1,0,0,0,0,0,0,1,0,0,0
