timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
4860000,4706000,4708000,0,-488.101,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1
5260000,5106000,5108000,0,-488.103,1.0,0.001739502,0.00077311206,2.0000644,6.051539e-08,2.689573e-08,0,0,1
5660000,5506000,5508000,0,-488.101,1.0,-0.0016784668,-0.00031647866,1.4301369,7.8796674e-08,-2.0078676e-08,0,0,1
6060000,5906000,5908000,0,-488.098,1.0,-0.0063171387,-0.0029834388,1.2628956,1.2639601e-06,-5.729149e-07,0,0,1
6468000,6310000,6316000,0,-488.103,1.0,-0.0039367676,-0.003409484,1.190673,5.206514e-07,-5.495582e-07,0,0,1
6860000,6706000,6708000,0,-488.096,1.0,-0.015808105,-0.008889232,1.1535223,8.665501e-06,-4.1365147e-06,0,0,1
7260000,7106000,7108000,0,-488.108,1.0,-0.0055236816,-0.007393432,1.1301773,1.0798681e-06,-2.778005e-06,0,0,1
7660000,7506000,7508000,0,-488.109,1.0,-0.007019043,-0.0072270366,1.1165913,1.7649058e-06,-2.3277387e-06,0,0,1
8060000,7906000,7908000,0,-488.104,1.0,-0.012573242,-0.009603128,1.1093715,5.700035e-06,-3.826537e-06,0,0,1
8460000,8306000,8308000,0,-488.101,1.0,-0.015289307,-0.012130318,1.106545,8.450191e-06,-5.8814944e-06,0,0,1
8860000,8706000,8708000,0,-488.105,1.0,-0.013244629,-0.012625568,1.105799,6.3454645e-06,-6.0877032e-06,0,0,1
9260000,9106000,9108000,0,-488.103,1.0,-0.01083374,-0.0118292,1.1077538,4.2381234e-06,-5.265668e-06,0,0,1
9660000,9506000,9508000,0,-488.106,1.0,-0.010925293,-0.011427464,1.1105914,4.2990437e-06,-4.836057e-06,0,0,1
10060000,9906000,9908000,0,-488.101,1.0,-0.01473999,-0.012899698,1.1147234,7.796277e-06,-6.1517103e-06,0,0,1
10460000,10306000,10308000,0,-488.094,1.0,-0.020355225,-0.016213266,1.1175878,1.4829624e-05,-1.0008562e-05,0,0,1
10860000,10706000,10708000,0,-488.092,1.0,-0.0206604,-0.018189771,1.119919,1.5245822e-05,-1.2336233e-05,0,0,1
11260000,11106000,11108000,0,-488.096,1.0,-0.011657715,-0.015286635,1.1228405,4.841376e-06,-9.005185e-06,0,0,1
11660000,11506000,11508000,0,-488.097,1.0,-0.008605957,-0.012317444,1.1240038,2.6356672e-06,-6.1742885e-06,0,0,1
12060000,11906000,11908000,0,-488.113,1.0,0.011871338,-0.0015668729,1.1246316,5.012438e-06,-1.2024097e-06,0,0,1
12268000,12110000,12116000,0,-488.108,1.0,0.0025024414,-0.00038769667,1.1157578,2.245008e-07,-7.8893004e-07,0,0,1
12660000,12506000,12508000,0,-488.115,1.0,0.008972168,0.0037490292,1.1177745,2.880717e-06,8.3292275e-07,0,0,1
13060000,12906000,12908000,0,-488.096,1.0,-0.015350342,-0.004739581,1.1186397,8.425698e-06,-3.28202e-06,0,0,1
