timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
4744000,4744000,197388,0.011842733,-0.221694,0.42954272,11.832727,0
5740000,5740000,197388,0.012298267,-0.21909764,0.43420878,11.832727,0
6736000,6736000,197388,0.015192217,-0.21422303,0.4343429,11.832727,0
7740000,7740000,197388,0.007946993,-0.21315831,0.433308,11.832727,0
8740000,8740000,197388,0.0004967974,-0.21897887,0.42991197,11.832727,0
9732000,9732000,197388,0.0052185985,-0.22175789,0.43456244,11.832727,0
10744000,10744000,197388,0.007632005,-0.21628246,0.43270636,11.832727,0
11740000,11740000,197388,0.008996661,-0.21809128,0.43420306,11.832727,0
12736000,12736000,197388,0.009989611,-0.21921292,0.43095556,11.832727,0
13744000,13744000,197388,0.005248825,-0.21785767,0.4354326,11.832727,0
14740000,14740000,197388,0.011243521,-0.21125132,0.4269485,11.832727,0
15736000,15736000,197388,0.010487884,-0.21628232,0.43285602,11.832727,0
16744000,16744000,197388,0.012026024,-0.21718402,0.42679685,11.832727,0
17740000,17740000,197388,0.007788452,-0.21588673,0.42936704,11.832727,0
18748000,18748000,197388,0.0059685865,-0.22383867,0.43462443,11.832727,0
19744000,19744000,197388,0.011584438,-0.21632116,0.4264809,11.832727,0
20740000,20740000,197388,0.0066902195,-0.21656299,0.42710143,11.832727,0
21736000,21736000,197388,0.009801999,-0.21953744,0.4332462,11.832727,0
22740000,22740000,197388,0.016734485,-0.20701262,0.43677375,11.832697,0
23740000,23740000,197388,0.007411398,-0.22440694,0.42871314,11.829615,0
24736000,24736000,197388,0.0057924506,-0.21794297,0.42569312,11.824579,0
25740000,25740000,197388,0.00921209,-0.21413274,0.43090376,11.819635,0
26736000,26736000,197388,0.006644661,-0.2119381,0.42073545,11.81637,0
27732000,27732000,197388,0.012104596,-0.20608225,0.42884228,11.815088,0
28732000,28732000,197388,0.06180184,-0.3075052,0.36828035,11.814173,0
29740000,29740000,197388,0.20580232,-0.29716218,0.31864858,11.813593,0
30736000,30736000,197388,0.28884107,-0.07539272,0.3778775,11.813837,0
31744000,31744000,197388,0.28595263,-0.0067172474,0.3909518,11.814173,0
32740000,32740000,197388,0.28775147,-0.0367943,0.38173252,11.814173,0
33736000,33736000,197388,0.29138973,-0.036517136,0.38954553,11.814112,0
34740000,34740000,197388,0.29199985,-0.026838193,0.3784308,11.814112,0
35740000,35740000,197388,0.295339,-0.034960322,0.38097334,11.814203,0
36736000,36736000,197388,0.29520044,-0.026483217,0.38653398,11.814264,0
37744000,37744000,197388,0.28877568,-0.027967958,0.37957853,11.814325,0
38740000,38740000,197388,0.2868756,-0.030566484,0.38245085,11.814447,0
39732000,39732000,197388,0.29210246,-0.028339937,0.37722832,11.8146,0
40744000,40744000,197388,0.15835084,0.060585923,0.45482942,11.814661,0
41740000,41740000,197388,0.13705696,0.01021588,0.45486242,11.8146305,0
42736000,42736000,197388,0.051391758,-0.11630841,0.46210897,11.814966,0
43744000,43744000,197388,-0.013768096,-0.22640778,0.419704,11.815271,0
44740000,44740000,197388,-0.017935256,-0.21170993,0.4322377,11.815027,0
45736000,45736000,197388,-0.056606144,-0.19006059,0.4333099,11.814783,0
46740000,46740000,197388,-0.11381275,-0.18295033,0.4274776,11.814661,0
47740000,47740000,197388,-0.13479702,-0.16818333,0.42497826,11.814661,0
48748000,48748000,197388,-0.14471343,-0.16006681,0.4235738,11.814814,0
49744000,49744000,197388,-0.17752014,-0.06038058,0.44177777,11.814814,0
50736000,50736000,197388,-0.065758474,0.068412624,0.46806863,11.8146,0
51736000,51736000,197388,-0.11142771,0.08451642,0.4534642,11.814753,0
52744000,52744000,197388,-0.11083332,0.11159949,0.45931098,11.814875,0
53740000,53740000,197388,-0.105927385,0.12288839,0.45791933,11.814875,0
54736000,54736000,197388,-0.10895307,0.122482784,0.4491168,11.814936,0
55744000,55744000,197388,-0.18793015,0.10804635,0.428238,11.815058,0
56740000,56740000,197388,-0.19760938,0.1111315,0.42129853,11.815149,0
57748000,57748000,197388,-0.19320992,0.113124534,0.42219356,11.815241,0
58744000,58744000,197388,-0.19467872,0.11106034,0.42656586,11.815302,0
59740000,59740000,197388,-0.19077566,0.10985741,0.4252998,11.816919,0
60736000,60736000,197388,-0.18713261,0.114709884,0.4308374,11.821314,0
61744000,61744000,197388,-0.1816845,0.11816604,0.43202266,11.82583,0
62740000,62740000,197388,-0.18568361,0.117255725,0.42301285,11.830378,0
63736000,63736000,197388,-0.17421664,0.124280795,0.42583674,11.832727,0
64744000,64744000,197388,-0.17737652,0.12124951,0.43755388,11.832727,0
65736000,65736000,197388,-0.18377306,0.11912616,0.42800134,11.832727,0
66748000,66748000,197388,-0.180097,0.11619964,0.4285863,11.832727,0
