timestamp,timestamp_sample,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],estimator_instance,innovation_rejected,fused
4060000,3906000,0,47.3977508,8.5456074,0,1.0,1.0,-5240972.0,-951292.7,-5240972.0,-951292.7,103.692375,103.692375,10595876000.0,349093280.0,10595876000.0,349093280.0,0,1,0
4460000,4306000,0,47.3977508,8.5456074,0,1.0,1.0,-5240972.0,-951292.7,-10.606684,-10.606684,1.1250173,1.1250173,976617400000.0,32175782000.0,-4.0,-4.0,0,1,0
4860000,4706000,4708000,47.3977508,8.5456073,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1
5260000,5106000,4708000,47.3977508,8.5456074,0,1.0,1.0,0.0020846073,-0.0074143,0.0009264922,-0.0032952446,101.00073,101.00073,1.7210123e-09,2.177087e-08,7.648944e-10,-9.675943e-09,0,0,0
5660000,5506000,4708000,47.3977508,8.5456074,0,1.0,1.0,0.0025011105,-0.0071581393,0.0016263226,-0.0050120866,1.0002271,1.0002271,2.5016536e-07,2.049093e-06,1.1160955e-07,-9.160836e-07,0,0,0
6060000,5906000,5908000,47.3977508,8.5456074,0,1.0,1.0,0.0025555573,-0.006903871,0.0020393159,-0.00585288,1.0001425,1.0001425,2.6119773e-07,1.9062659e-06,1.7809319e-07,-1.3561646e-06,0,0,1
6468000,6310000,6316000,47.3977508,8.5456074,0,1.0,1.0,0.0039123837,-0.0023015738,0.002876395,-0.0042657917,1.0029366,1.0029407,6.104771e-07,2.112684e-07,3.713267e-07,-8.4450744e-07,0,0,1
6860000,6706000,6708000,47.3977508,8.5456074,0,1.0,1.0,0.0059888186,0.0049774335,0.004251975,-0.00018061604,1.0145504,1.0145656,1.4140627e-06,9.767666e-07,8.321788e-07,-3.9569386e-08,0,0,1
7260000,7106000,7108000,47.3977508,8.5456074,0,1.0,1.0,0.005172334,0.0032160836,0.0046610236,0.0013290284,1.0331192,1.0331274,1.0358162e-06,4.004615e-07,9.226843e-07,1.559999e-07,0,0,1
7660000,7506000,7508000,47.3977508,8.5456074,0,1.0,1.0,0.0041652983,0.000757167,0.004440701,0.0010748678,1.0505301,1.0505252,6.6060784e-07,2.1829152e-08,8.062059e-07,9.636845e-08,0,0,1
8060000,7906000,7908000,47.3977508,8.5456074,0,1.0,1.0,0.002721952,0.0068880315,0.0036768126,0.0036584963,1.0646092,1.0646056,2.7837532e-07,1.7826312e-06,5.7161446e-07,8.4581865e-07,0,0,1
8460000,8306000,8308000,47.3977508,8.5456074,0,1.0,1.0,0.0045841453,0.00445249,0.0040800716,0.0040113823,1.0760247,1.0760299,7.8118615e-07,7.3695594e-07,6.6475747e-07,7.9743523e-07,0,0,1
8860000,8706000,8708000,47.397750699999996,8.5456074,0,1.0,1.0,0.012078131,-0.005111505,0.0076347645,-4.3234788e-05,1.085554,1.0855615,5.3753656e-06,9.627269e-07,2.7583612e-06,1.514087e-08,0,0,1
9260000,9106000,9108000,47.3977508,8.5456074,0,1.0,1.0,0.0032021839,-0.004749078,0.0056647286,-0.0021347208,1.0936488,1.0936612,3.7503747e-07,8.2488947e-07,1.6991062e-06,-3.5820597e-07,0,0,1
9660000,9506000,9508000,47.3977508,8.5456074,0,1.0,1.0,-0.008535147,-0.0049329055,-0.0006463276,-0.0033783587,1.1005838,1.1005936,2.6476396e-06,8.8437946e-07,-2.3278108e-07,-5.9206087e-07,0,0,1
10060000,9906000,9908000,47.3977508,8.5456074,0,1.0,1.0,-0.006971495,-0.0057844506,-0.0034575134,-0.004447733,1.1065128,1.1065204,1.7569339e-06,1.2095528e-06,-9.101824e-07,-8.6650175e-07,0,0,1
10460000,10306000,10308000,47.3977508,8.5456074,0,1.0,1.0,-0.0050523668,-0.014873957,-0.004166337,-0.009081611,1.1115298,1.1115375,9.1860454e-07,7.961391e-06,-9.139256e-07,-4.019786e-06,0,0,1
10860000,10706000,10708000,47.3977508,8.5456075,0,1.0,1.0,-0.009610966,-0.022589134,-0.0065861726,-0.015084956,1.1157246,1.1157283,3.3115937e-06,1.8293666e-05,-1.979556e-06,-1.0363732e-05,0,0,1
11260000,11106000,11108000,47.3977508,8.5456074,0,1.0,1.0,-0.0129483165,-0.007478551,-0.009413792,-0.011704331,1.1191733,1.1191747,5.992241e-06,1.9989275e-06,-3.7629716e-06,-6.6460407e-06,0,0,1
11660000,11506000,11508000,47.3977508,8.5456074,0,1.0,1.0,-0.008445068,-0.0051870835,-0.008983248,-0.0088077765,1.1219592,1.1219618,2.5426655e-06,9.592425e-07,-3.2206133e-06,-4.1185745e-06,0,0,1
12060000,11906000,11908000,47.3977508,8.5456074,0,1.0,1.0,-0.00145053,-0.014146839,-0.0056353733,-0.011180693,1.1241734,1.1241758,7.486522e-08,7.1210593e-06,-1.822503e-06,-5.4530124e-06,0,0,1
12268000,12110000,12116000,47.3977508,8.5456074,0,1.0,1.0,0.006585096,-0.009579623,-0.0020942148,-0.010716747,1.1119057,1.1119125,1.5599701e-06,3.3013096e-06,-8.4235455e-07,-4.829508e-06,0,0,1
