timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
3888000,3888000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3892000,3892000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3988000,3988000,0.0,0.0,9.313226e-10,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4088000,4088000,5.820766e-11,0.0,5.820766e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4188000,4188000,2.3283064e-10,0.0,2.3283064e-10,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4288000,4288000,0.0,0.0,8.731149e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4388000,4388000,0.0,0.0,1.6734703e-10,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4488000,4488000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4588000,4588000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4688000,4688000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4788000,4788000,3.376222e-05,0.0016593442,0.00013304633,0.002173847,nan,nan,nan,nan,nan,nan,nan,nan,0
4888000,4888000,0.0,0.0019999996,0.0,0.002000001,nan,nan,nan,nan,nan,nan,nan,nan,0
4988000,4988000,0.0,0.0019999994,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
5088000,5088000,0.0020000006,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5188000,5188000,0.0,0.0019999999,0.0013233313,0.0006766685,nan,nan,nan,nan,nan,nan,nan,nan,0
5288000,5288000,0.0020000003,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5388000,5388000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5488000,5488000,0.002,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5588000,5588000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5688000,5688000,0.0011319822,0.00086801755,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5788000,5788000,0.002,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5888000,5888000,0.0,0.0020000003,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
5988000,5988000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6088000,6088000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
6188000,6188000,0.00047661737,0.0015233826,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
6288000,6288000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
