timestamp,nav_state,failure
3752000,4,0
4284000,4,0
4796000,4,0
5332000,4,0
5876000,4,0
6404000,4,0
6908000,4,0
7424000,4,0
7972000,4,0
8476000,4,0
8988000,4,0
9492000,4,0
9996000,4,0
10500000,4,0
11004000,4,0
11508000,4,0
12020000,4,0
12564000,4,0
13068000,4,0
13572000,4,0
14076000,4,0
14580000,4,0
15084000,4,0
15588000,4,0
16092000,4,0
16596000,4,0
17100000,4,0
17604000,4,0
17912000,17,0
18416000,17,0
18920000,17,0
19424000,17,0
19928000,17,0
20432000,17,0
20936000,17,0
21444000,17,0
21948000,17,0
22452000,17,0
22956000,17,0
23460000,17,0
23972000,17,0
24480000,17,0
24984000,17,0
25492000,17,0
25996000,17,0
26152000,4,0
26656000,4,0
27212000,4,0
27716000,4,0
28228000,4,0
28732000,4,0
29236000,4,0
29740000,4,0
30244000,4,0
30756000,4,0
31260000,4,0
31768000,4,0
32276000,4,0
32780000,4,0
33292000,4,0
33836000,4,0
34348000,4,0
34900000,4,0
35404000,4,0
35916000,4,0
36460000,4,0
36964000,4,0
37468000,4,0
37972000,4,0
38476000,4,0
38988000,4,0
39492000,4,0
40004000,4,0
40508000,4,0
41012000,4,0
41516000,4,0
42020000,4,0
42524000,4,0
43036000,4,0
43540000,4,0
44044000,4,0
44548000,4,0
45060000,4,0
45564000,4,0
46068000,4,0
46572000,4,0
47084000,4,0
47588000,4,0
48140000,4,0
48668000,4,0
49180000,4,0
49732000,4,0
50236000,4,0
50740000,4,0
51244000,4,0
51748000,4,0
52252000,4,0
52764000,4,0
53268000,4,0
53780000,4,0
54284000,4,0
54796000,4,0
55300000,4,0
55808000,4,0
56356000,4,0
56868000,4,0
57372000,4,0
57876000,4,0
58388000,4,0
58892000,4,0
59028000,18,0
59540000,18,0
60044000,18,0
60556000,18,0
61060000,18,0
61564000,18,0
62076000,18,0
62580000,18,0
63084000,18,0
63588000,18,0
64140000,18,0
64644000,18,0
65156000,18,0
65700000,18,0
66220000,18,0
66484000,4,0
66988000,4,0
