timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
5036000,0.0,1.0,-0.0,0.0,-0.00027339856,0.0,0.0,-0.001
5044000,0.0,0.99999994,-0.0,0.0,-0.0002592585,0.0,0.0,-0.001
5092000,0.0,1.0,-0.0,0.0,-1.843426e-05,0.0,0.0,-0.001
5140000,0.0,1.0,0.0,0.0,0.000121934354,0.0,0.0,-0.001
5188000,0.0,0.99999994,0.0,0.0,0.0002934301,0.0,0.0,-0.001
5236000,0.0,0.99999994,0.0,0.0,0.000265386,0.0,0.0,-0.001
5292000,0.0,0.9999999,0.0,0.0,0.00042269006,0.0,0.0,-0.001
5340000,0.0,0.99999994,0.0,0.0,0.00025850395,0.0,0.0,-0.001
5396000,0.0,1.0,0.0,0.0,4.0251842e-07,0.0,0.0,-0.001
5436000,0.0,1.0,-0.0,0.0,-8.299758e-05,0.0,0.0,-0.001
5492000,0.0,0.99999994,-0.0,0.0,-0.00033049978,0.0,0.0,-0.001
5540000,0.0,0.9999998,-0.0,0.0,-0.0005444697,0.0,0.0,-0.001
5588000,0.0,0.99999976,-0.0,0.0,-0.00067786156,0.0,0.0,-0.001
5636000,0.0,0.99999964,-0.0,0.0,-0.0008899697,0.0,0.0,-0.001
5692000,0.0,0.99999946,-0.0,0.0,-0.0010419491,0.0,0.0,-0.001
5740000,0.0,0.9999994,-0.0,0.0,-0.001111601,0.0,0.0,-0.001
5788000,0.0,0.9999996,-0.0,0.0,-0.00091260416,0.0,0.0,-0.001
5836000,0.0,0.9999994,-0.0,0.0,-0.0010834988,0.0,0.0,-0.001
5892000,0.0,0.70144093,0.0,0.0,0.7127276,0.0,0.0,-0.001
5940000,0.0,0.701407,0.0,0.0,0.71276104,0.0,0.0,-0.001
5996000,0.0,0.7014567,0.0,0.0,0.71271205,0.0,0.0,-0.001
6036000,0.0,0.70159,0.0,0.0,0.7125809,0.0,0.0,-0.001
6092000,0.0,0.7017259,0.0,0.0,0.71244705,0.0,0.0,-0.001
6140000,0.0,0.70186657,0.0,0.0,0.71230847,0.0,0.0,-0.001
6196000,0.0,0.70201725,0.0,0.0,0.71215993,0.0,0.0,-0.001
6244000,0.0,0.7020813,0.0,0.0,0.71209675,0.0,0.0,-0.001
6292000,0.0,0.70208985,0.0,0.0,0.7120884,0.0,0.0,-0.001
6340000,0.0,0.70200706,0.0,0.0,0.71217006,0.0,0.0,-0.001
6396000,0.0,0.7019552,0.0,0.0,0.71222115,0.0,0.0,-0.001
6444000,0.0,0.7018568,0.0,0.0,0.71231806,0.0,0.0,-0.001
6492000,0.0,0.70172304,0.0,0.0,0.71244985,0.0,0.0,-0.001
6540000,0.0,0.7015932,0.0,0.0,0.7125777,0.0,0.0,-0.001
6588000,0.0,0.70139027,0.0,0.0,0.7127775,0.0,0.0,-0.001
6644000,0.0,0.7014269,0.0,0.0,0.71274143,0.0,0.0,-0.001
6692000,0.0,0.701462,0.0,0.0,0.7127069,0.0,0.0,-0.001
6740000,0.0,0.7014583,0.0,0.0,0.71271056,0.0,0.0,-0.001
6796000,0.0,0.70135134,0.0,0.0,0.71281576,0.0,0.0,-0.001
6844000,0.0,0.70128,0.0,0.0,0.71288604,0.0,0.0,-0.001
6892000,0.0,0.7012262,0.0,0.0,0.71293896,0.0,0.0,-0.001
6940000,0.0,0.7012917,0.0,0.0,0.71287453,0.0,0.0,-0.001
6996000,0.0,0.70133495,0.0,0.0,0.7128319,0.0,0.0,-0.001
7044000,0.0,0.70150024,0.0,0.0,0.7126692,0.0,0.0,-0.001
7092000,0.0,0.70151275,0.0,0.0,0.712657,0.0,0.0,-0.001
7140000,0.0,0.7015112,0.0,0.0,0.71265846,0.0,0.0,-0.001
7196000,0.0,0.7014854,0.0,0.0,0.7126838,0.0,0.0,-0.001
7236000,0.0,0.7015188,0.0,0.0,0.71265095,0.0,0.0,-0.001
7292000,0.0,0.70157397,0.0,0.0,0.71259665,0.0,0.0,-0.001
