timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
3888000,0.006125289,-0.00026633154,0.0042610317,4000,0,0.11372458,0.09576825,-9.742006,4000,0,0,0,1
3892000,-0.0013315601,-0.014114742,-0.007456881,4000,0,0.06943185,-0.0011969312,-9.743204,4000,0,0,0,1
3900000,-0.005060021,-0.0018641807,0.004527371,4000,0,0.0023942017,-0.12928674,-9.749191,4000,0,0,0,1
3904000,0.008255803,-0.004261034,0.0069242315,4000,0,-0.03232173,-0.06105198,-9.751583,4000,0,0,0,1
3908000,0.007456844,0.002663176,0.0010652825,4000,0,-0.03351883,-0.025138952,-9.70849,4000,0,0,0,1
3912000,0.009054742,0.0106526585,-0.00426104,4000,0,-0.023942016,-0.027533153,-9.733627,4000,0,0,0,1
3916000,0.00719053,0.00479369,-0.0034621207,4000,0,-0.023942016,0.020350888,-9.7803135,4000,0,0,0,1
3920000,0.001331564,-0.009321056,-0.0037284507,4000,0,-0.03232173,-0.0059853336,-9.767147,4000,0,0,0,1
3924000,0.0015978862,-0.009853697,-0.00053263194,4000,0,-0.088585466,-0.05865778,-9.764753,4000,0,0,0,1
3932000,-0.0021305499,0.013315808,-0.009321056,4000,0,0.020350715,-0.083796896,-9.812637,4000,0,0,0,1
3936000,-0.004793719,0.004261066,-0.009321045,4000,0,-0.005985504,-0.0119708385,-9.767147,4000,0,0,0,1
3940000,-0.0047937077,-0.006125255,0.001065281,4000,0,-0.05746084,-0.008379536,-9.782708,4000,0,0,0,1
3944000,-0.004793694,-0.009853693,0.0031957994,4000,0,-0.033518832,-0.07661429,-9.828198,4000,0,0,0,1
3948000,-0.003462107,-0.00692422,0.0013315803,4000,0,0.0071826046,-0.07661429,-9.806652,4000,0,0,0,1
3952000,0.0031957733,0.00692423,0.0074568517,4000,0,0.055066645,-0.05147517,-9.829395,4000,0,0,0,1
3956000,0.003195771,0.01997371,0.011717923,4000,0,0.077811554,-0.040701255,-9.827001,4000,0,0,0,1
3960000,-0.00026634923,0.014381068,0.003462127,4000,0,0.041898537,-0.020350546,-9.750386,4000,0,0,0,1
3964000,0.0013315456,0.0061252723,-0.0058589615,4000,0,0.031124622,-0.008379537,-9.788694,4000,0,0,0,1
3968000,0.001065271,0.0063915867,-0.002929477,4000,0,0.008379707,-0.0011969288,-9.865309,4000,0,0,0,1
3972000,0.003462133,0.007456846,0.0074568475,4000,0,-0.06344634,0.019153787,-9.829395,4000,0,0,0,1
3976000,0.0018642301,0.0039947336,0.010918962,4000,0,-0.016759414,0.04908131,-9.817424,4000,0,0,0,1
3980000,-0.0077231117,-0.012250576,0.008255804,4000,0,0.09457098,0.08260014,-9.864112,4000,0,0,0,1
3984000,-0.012250503,-0.020506365,0.003994744,4000,0,0.095768064,0.074220434,-9.894039,4000,0,0,0,1
3988000,-0.013848401,-0.011451626,-0.003195842,4000,0,0.06703766,0.034716096,-9.829395,4000,0,0,0,1
3992000,-0.0119842235,-0.008788438,-0.0034621153,4000,0,0.06703766,0.0359132,-9.726444,4000,0,0,0,1
3996000,-0.0066579077,-0.0074568507,-0.0015978867,4000,0,0.015562309,0.034716096,-9.7444,4000,0,0,0,1
4000000,-0.009587374,-0.004793694,-0.0037284389,4000,0,-0.027533323,-0.037109964,-9.7803135,4000,0,0,0,1
4004000,-0.014913725,-0.010119977,0.0050600152,4000,0,0.013168109,-0.02873025,-9.775527,4000,0,0,0,1
