timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
2042720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2043720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2044720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2045720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2046720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2047720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2048720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2049720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2050720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2051720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2052720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2053720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2054720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2055720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2056720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2057720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2058720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2059720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2060720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2061720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2062720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2063720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2064720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2065720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2066720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2067720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2068720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2069720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2070720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2071720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2072720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2073720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2074720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2075720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2076720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2077720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2078720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2079720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2080720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2081720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2082720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2083720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2084720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2085720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2086720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2087720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2088720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2089720000,5876000,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
