timestamp,speed_up,speed_down,want_takeoff
2044288000,3.6000001,1.8000001,1
2045288000,3.6000001,1.8000001,1
2046288000,3.6000001,1.8000001,1
2047288000,3.6000001,1.8000001,1
2048288000,3.6000001,1.8000001,1
2049288000,3.6000001,1.8000001,1
2050288000,3.6000001,1.8000001,1
2051288000,3.6000001,1.8000001,1
2052288000,3.6000001,1.8000001,0
2053288000,3.6000001,1.8000001,0
2054288000,3.6000001,1.8000001,0
2055288000,3.6000001,1.8000001,0
2056288000,3.6000001,1.8000001,0
2057288000,3.6000001,1.8000001,0
2058288000,3.6000001,1.8000001,0
2059288000,3.6000001,1.8000001,0
2060288000,3.6000001,1.8000001,0
2061288000,3.6000001,1.8000001,0
2062288000,3.6000001,1.8000001,0
2063288000,3.6000001,1.8000001,0
2064288000,3.6000001,1.8000001,0
2065288000,3.6000001,1.8000001,0
2066288000,3.6000001,1.8000001,0
2067288000,3.6000001,1.8000001,0
2068288000,3.6000001,1.8000001,0
2069288000,3.6000001,1.8000001,0
2070288000,3.6000001,1.8000001,0
2071288000,3.6000001,1.8000001,0
2072288000,3.6000001,1.8000001,0
2073288000,3.6000001,1.8000001,0
2074288000,3.6000001,1.8000001,0
2075288000,3.6000001,1.8000001,0
2076288000,3.6000001,1.8000001,0
2077288000,3.6000001,1.8000001,0
2078288000,3.6000001,1.8000001,0
2079288000,3.6000001,1.8000001,0
2080288000,3.6000001,1.8000001,0
2081288000,3.6000001,1.8000001,0
2082288000,3.6000001,1.8000001,0
2083288000,3.6000001,1.8000001,0
2084288000,3.6000001,1.8000001,0
2085288000,3.6000001,1.8000001,0
2086288000,3.6000001,1.8000001,0
2087288000,3.6000001,1.8000001,0
2088288000,3.6000001,1.8000001,0
2089288000,3.6000001,1.8000001,0
2090288000,3.6000001,1.8000001,0
