timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
2043328000,0.0005326377,-0.0061252643,0.002929491,4000,0,-0.04070143,-0.010773736,-9.900026,4000,0,0,0,1
2043332000,0.007989493,0.0074568605,-0.007989467,4000,0,-0.1364695,0.00837988,-9.995794,4000,0,0,0,1
2043336000,-0.0005326009,0.014114763,-0.0026631223,4000,0,-0.10893619,0.040701605,-9.931149,4000,0,0,0,1
2043340000,-0.009587359,0.01571266,0.0018642555,4000,0,0.027533324,0.06823493,-9.853339,4000,0,0,0,1
2043344000,-0.0066578877,0.0149137145,0.0047936784,4000,0,0.084994175,-0.010773738,-9.835382,4000,0,0,0,1
2043348000,-0.00079891627,0.013049514,0.01065262,4000,0,0.06464346,-0.0933737,-9.736021,4000,0,0,0,1
2043356000,0.0002662973,0.0045273807,-0.004793686,4000,0,-0.056263745,-0.022744747,-9.795878,4000,0,0,0,1
2043364000,0.010386327,-0.010120013,0.00026631885,4000,0,-0.09097968,-0.09816211,-9.709686,4000,0,0,0,1
2043368000,0.012250572,-0.004527343,-0.009054725,4000,0,-0.08259997,-0.061051987,-9.672577,4000,0,0,0,1
2043372000,0.010120067,0.009321102,-0.016777866,4000,0,-0.0023941998,0.009576978,-9.805454,4000,0,0,0,1
2043376000,0.0058590206,0.018109504,-0.011185236,4000,0,0.09097968,0.0059856777,-9.935939,4000,0,0,0,1
2043380000,-0.002130458,0.015180023,0.002396888,4000,0,0.05985505,-0.04908096,-9.933542,4000,0,0,0,1
2043384000,0.00053261424,0.009054748,-0.0021305382,4000,0,-0.015562311,-0.04788387,-9.91918,4000,0,0,0,1
2043388000,0.00505998,0.007190534,-0.0106526585,4000,0,-0.011971008,0.025139293,-9.909603,4000,0,0,0,1
2043396000,0.007723165,-0.0023968543,0.0026631576,4000,0,0.0,0.06823493,-9.883265,4000,0,0,0,1
2043400000,0.014114758,-0.0045273625,-4.572808e-10,4000,0,0.015562311,0.02154799,-9.908405,4000,0,0,0,1
2043404000,0.009054758,-0.015978947,-0.004793752,4000,0,-0.005985504,-0.070628785,-9.9108,4000,0,0,0,1
2043408000,0.0021305736,-0.0138484035,-0.012516888,4000,0,0.0035913028,-0.12210413,-9.866506,4000,0,0,0,1
2043412000,0.0013316389,0.0015978992,-0.011185272,4000,0,0.09097968,-0.028730249,-9.812637,4000,0,0,0,1
2043420000,0.0063915905,-0.005592648,0.00612526,4000,0,0.03232173,0.041898705,-9.823412,4000,0,0,0,1
2043424000,0.014114733,-0.0047936994,0.017310565,4000,0,-0.039504327,0.06703783,-9.829395,4000,0,0,0,1
2043432000,0.0058589512,0.0018642222,0.005326323,4000,0,0.08619127,0.019153785,-9.8509445,4000,0,0,0,1
2043436000,-0.00026631763,4.250007e-09,-0.0023968448,4000,0,0.11013329,-0.010773739,-9.763555,4000,0,0,0,1
2043440000,0.00026631384,-0.0029294782,-0.0037284258,4000,0,0.056263745,-0.028730253,-9.730038,4000,0,0,0,1
2043444000,0.002663158,-0.008255804,-0.0069242176,4000,0,-0.038307235,-0.08140269,-9.762358,4000,0,0,0,1
2043448000,-0.003728436,-0.012250527,-0.0066579236,4000,0,-0.1197101,-0.044292558,-9.756374,4000,0,0,0,1
2043452000,-0.013315882,-0.015712611,0.009853662,4000,0,-0.1209072,0.009576978,-9.750386,4000,0,0,0,1
2043456000,-0.01757688,-0.016777916,0.012783159,4000,0,-0.082599975,0.010774079,-9.768345,4000,0,0,0,1
