timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
2043328000,46.562477,-16.586157,0.009976928,0.0010370871,-0.0010310779,0.69884914,0.06578493,-0.06499839,-0.09595171,0.0,0.0,-4.0,2.9886515,0.0
2043344000,46.563404,-16.585785,0.0042357054,-0.0005116747,0.0005116747,0.69948834,-0.06397966,0.06397966,-0.06397966,-4.0,4.0,-4.0,2.988752,0.0
2043528000,46.569164,-16.585981,0.0074461955,-5.941039e-06,-0.0010254513,0.69884884,-0.00024795532,-0.06425381,-0.095964454,0.0,0.0,-4.0,2.9887636,0.0
2043728000,46.573185,-16.588581,0.0047652693,-1.2530158e-05,0.0,0.6988482,-0.0005235672,0.0,-0.09599091,0.0,0.0,-4.0,2.9889224,0.0
2043904000,46.574898,-16.590591,-0.0024766591,-1.1785268e-05,5.629153e-06,0.69948816,-0.00074100494,0.0003528595,-0.06398826,0.0,0.0,-4.0,2.9888833,0.0
2044104000,46.575905,-16.593462,-0.0048273993,-1.2598215e-05,7.5686858e-06,0.6994883,-0.00079250336,0.0004749298,-0.06398319,0.0,0.0,-4.0,2.9885614,0.0
2044304000,46.57447,-16.591368,-0.0069921254,-1.16507335e-05,5.8421306e-06,0.69948804,-0.0007324219,0.00036621094,-0.06399475,0.0,0.0,-4.0,2.9885464,0.0
2044528000,46.574497,-16.59182,-0.005245977,-0.00025784044,0.00012222613,0.6313117,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,2.9884632,0.0
2044704000,46.574432,-16.59179,-0.0129462965,-0.00049340125,0.0002332954,0.5433475,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,2.9884632,0.0
2044904000,46.574314,-16.59173,-0.01543865,-0.0007608213,0.00035938664,0.4434863,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,2.9884632,0.0
2045104000,46.57414,-16.591646,-0.01869184,-0.0010276673,0.00048520722,0.3438394,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,2.9884632,0.0
2045304000,46.573914,-16.59154,-0.021258874,-0.0012938486,0.0006107145,0.24444072,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,2.9884632,0.0
2045528000,46.573597,-16.591389,-0.02054889,-0.0015917592,0.00075118226,0.13319364,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,nan,0.0
2045704000,46.5733,-16.59125,-0.022371542,-0.0018255701,0.00086142647,0.04588293,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,nan,0.0
2045928000,46.572865,-16.591043,-0.022589514,-0.0021230786,0.0010017048,-0.06521408,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,nan,0.0
2046128000,46.572422,-16.590832,-0.024608625,-0.002388436,0.0011268235,-0.1643051,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,nan,0.0
2046328000,46.571926,-16.5906,-0.027198138,-0.0026535403,0.001251823,-0.26330164,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,nan,0.0
2046528000,46.571377,-16.59034,-0.029384026,-0.002918218,0.001376621,-0.3621387,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,nan,0.0
2046728000,46.570774,-16.590057,-0.030802924,-0.0031828037,0.0015013757,-0.4609414,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,nan,0.0
2046928000,46.57012,-16.58975,-0.031571716,-0.003446986,0.0016259404,-0.55959356,-0.0013389587,0.0006313324,-0.5,0.0,0.0,0.0,nan,0.0
2047128000,46.56942,-16.58942,-0.032640457,-0.0036567193,0.0017100438,-0.65820485,5.4836273e-05,-1.9788742e-05,-0.5,0.0,0.0,0.0,nan,0.0
2047328000,46.5687,-16.589087,-0.034068342,-0.0036224143,0.0016952833,-0.7566716,0.00027513504,-0.00012135506,-0.5,0.0,0.0,0.0,nan,0.0
2047528000,46.567993,-16.588753,-0.0362855,-0.0035423539,0.0016591427,-0.85510415,0.00051784515,-0.00023627281,-0.5,0.0,0.0,0.0,nan,0.0
2047728000,46.567307,-16.588432,-0.039493132,-0.0034110898,0.0015989634,-0.95339,0.0007932186,-0.00036478043,-0.5,0.0,0.0,0.0,nan,0.0
2047928000,46.56665,-16.588125,-0.042141307,-0.00322221,0.0015118719,-1.0515766,0.0011057854,-0.00051033497,-0.5,0.0,0.0,0.0,nan,0.0
2048104000,46.566113,-16.587872,-0.037276078,-0.003002285,0.0014100074,-1.1378416,0.0014154911,-0.00065624714,-0.5,0.0,0.0,0.0,nan,0.0
2048328000,46.56549,-16.58758,-0.067100175,-0.0026385847,0.0012408659,-1.2475871,0.0018686056,-0.00087046623,-0.5,0.0,0.0,0.0,nan,0.0
2048528000,46.565002,-16.587353,-0.11595554,-0.0022190374,0.0010454918,-1.3459688,0.0023631454,-0.001100421,-0.5,0.0,0.0,0.0,nan,0.0
2048704000,46.564648,-16.587185,-0.17723574,-0.0017508116,0.0008273306,-1.4338638,0.0029224753,-0.0013669729,-0.5,0.0,0.0,0.0,nan,0.0
2048904000,46.56436,-16.587048,-0.2919435,-0.0010577692,0.0005018157,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
