timestamp,x,y,z,vx,vy,vz,roll,pitch,yaw
3884000,-0.0003989103,0.00054141606,-2.5270085e-05,-0.006945825,0.010109502,0.0011126697,,,
3892000,-0.00045448492,0.00062636205,-1.2822406e-05,-0.0068419836,0.010977391,0.0016435491,,,
3900000,-0.00051230815,0.0007131035,5.5466808e-06,-0.0073568663,0.010655972,0.0022369386,,,
3908000,-0.0005764933,0.00079828827,2.9525982e-05,-0.008261899,0.010795595,0.002893825,,,
3916000,-0.00064822036,0.000885702,5.974942e-05,-0.009109304,0.011256291,0.0033441884,,,
3924000,-0.00072797213,0.0009766008,9.393702e-05,-0.010253262,0.011488385,0.0037291355,,,
3940000,-0.0009134857,0.0011584841,0.00017039491,-0.012049034,0.011705025,0.0041115526,,,
3948000,-0.001017653,0.0012508593,0.00021145462,-0.012835915,0.011576849,0.00408801,,,
3956000,-0.0011259449,0.0013430205,0.00025281357,-0.012995311,0.011692992,0.0039756508,,,
3964000,-0.0012367055,0.0014370355,0.00029612405,-0.013402793,0.012060168,0.0043365047,,,
3980000,-0.0014762327,0.0016382886,0.0003828399,-0.014739468,0.013630988,0.0038747198,,,
3988000,-0.0016008122,0.0017501573,0.00042312613,-0.014797737,0.014545128,0.0034972688,,,
3996000,-0.0017273589,0.0018682999,0.0004655207,-0.01516532,0.015292665,0.004130801,,,
4004000,-0.0018595898,0.0019900694,0.00051183207,-0.01592209,0.015489988,0.0044230986,,,
4020000,-0.0021429805,0.0022459917,0.00060401927,-0.017766658,0.0166457,0.0034501052,,,
4028000,-0.002298735,0.0023807539,0.00064292044,-0.018883692,0.017194625,0.0029630596,,,
4036000,-0.002462828,0.0025167002,0.0006783927,-0.019704971,0.017414136,0.0026761782,,,
4044000,-0.002631359,0.0026574507,0.00071359705,-0.019958008,0.018027365,0.002629673,,,
4060000,-0.002979471,0.0029429637,0.000785555,-0.021009754,0.018647468,0.0023324192,,,
4068000,-0.0031606127,0.0030933602,0.0008155698,-0.021513004,0.019330865,0.0017431115,,,
4076000,-0.0033462462,0.003245528,0.00084470253,-0.02202255,0.019135997,0.0018083255,,,
4084000,-0.0035345526,0.003396548,0.0008750196,-0.022133911,0.019127311,0.002152377,,,
4100000,-0.0038419159,0.0036316412,0.000916434,-0.024629831,0.01904393,0.0025197132,,,
4108000,-0.0040142136,0.0037515634,0.0009395944,-0.025778351,0.01972893,0.0024700472,,,
4116000,-0.004196637,0.0038795797,0.0009624241,-0.026627414,0.020731024,0.0026147582,,,
4124000,-0.0043871026,0.004015175,0.0009887244,-0.027508235,0.021340191,0.003091558,,,
4140000,-0.0047930535,0.004303897,0.0010464753,-0.029291427,0.022901818,0.0032297259,,,
4148000,-0.005006811,0.0044597555,0.0010783419,-0.029737087,0.023684982,0.003547282,,,
4156000,-0.0052273357,0.0046196575,0.0011151467,-0.03049819,0.023745386,0.0045519727,,,
4164000,-0.00545258,0.0047827885,0.0011597046,-0.030630358,0.024336843,0.005194292,,,
4180000,-0.005915735,0.005116827,0.0012507061,-0.031889718,0.0242247,0.0048823087,,,
4188000,-0.006156828,0.005281999,0.0012957177,-0.032356616,0.024012681,0.004907047,,,
4196000,-0.0064044413,0.0054480983,0.0013412673,-0.03348077,0.023981292,0.0050088675,,,
4204000,-0.0066621318,0.005614434,0.0013886095,-0.03437927,0.024148475,0.0053054863,,,
4220000,-0.007191118,0.0059549008,0.0014913452,-0.03544776,0.024541473,0.0056321677,,,
4228000,-0.0074691684,0.0061292592,0.0015416571,-0.036757696,0.025148135,0.0053237583,,,
4236000,-0.007754304,0.006309152,0.0015929537,-0.037208654,0.025548447,0.006036334,,,
4244000,-0.0080441125,0.006494502,0.0016519983,-0.03774852,0.026661035,0.00682473,,,
4260000,-0.008638835,0.006882255,0.0017780615,-0.038798846,0.027155425,0.007302139,,,
4268000,-0.008945493,0.007082433,0.0018461784,-0.03972549,0.028042965,0.007960715,,,
4276000,-0.009257772,0.0072871665,0.0019184654,-0.040138505,0.02838519,0.008309883,,,
4284000,-0.009576453,0.0074969353,0.0019901413,-0.041032623,0.02894286,0.0076385285,,,
4300000,-0.0101057,0.007825686,0.0021124515,-0.041591648,0.028866997,0.008350999,,,
4308000,-0.0103116855,0.00794577,0.0021730368,-0.0415351,0.02908631,0.008678567,,,
4316000,-0.010518971,0.008065777,0.0022389,-0.041848682,0.028767964,0.009517712,,,
4324000,-0.010731174,0.008182787,0.0023085594,-0.042711366,0.028428342,0.009550952,,,
4340000,-0.0111660315,0.0084075555,0.0024564005,-0.04347792,0.02741791,0.010204932,,,
4348000,-0.011296568,0.0084554795,0.002477799,-0.043707997,0.026782159,0.010262544,,,
4356000,-0.011421188,0.008496482,0.0025030295,-0.042717244,0.026115963,0.010841766,,,
4364000,-0.011536192,0.008533161,0.002530388,-0.04177104,0.025941698,0.0107674105,,,
4380000,-0.011738201,0.008600181,0.00258404,-0.04069708,0.02554087,0.010507587,,,
4388000,-0.011836091,0.008626089,0.0026058806,-0.04134187,0.024679791,0.0094384905,,,
4396000,-0.011935092,0.00864574,0.002620827,-0.04099289,0.024276083,0.008703336,,,
4404000,-0.0120240105,0.008662811,0.0026311819,-0.039839115,0.024228992,0.008283852,,,
4420000,-0.012185116,0.00868298,0.0026408457,-0.039257377,0.022858579,0.007073718,,,
4428000,-0.012259064,0.008683727,0.0026397726,-0.03905165,0.022421831,0.006846802,,,
