timestamp,load,ram_usage
1592068000,0.13333334,0.14585774
1592568000,0.16981132,0.14595148
1593068000,0.16901408,0.1460392
1593568000,0.17460318,0.14626028
1594068000,0.15,0.14639011
1594568000,0.18571429,0.14623572
1595068000,0.2037037,0.14637607
1595568000,0.16666667,0.14632896
1596068000,0.2037037,0.14632645
1596568000,0.16666667,0.14635703
1597068000,0.15625,0.14641267
1597568000,0.18367347,0.14647132
1598068000,0.1764706,0.14645278
1598568000,0.17307693,0.14620213
1599068000,0.16949153,0.14622518
1599568000,0.20634921,0.14626178
1600068000,0.15384616,0.1461926
1600568000,0.12658228,0.14610939
1601068000,0.2,0.14633898
1601568000,0.19298245,0.14633597
1602068000,0.21153846,0.14142421
1602568000,0.1875,0.14163375
1603068000,0.18,0.14125375
1603568000,0.13333334,0.1411194
1604068000,0.15254237,0.14126429
1604568000,0.13333334,0.14152898
1605068000,0.12857144,0.14094947
1605568000,0.13725491,0.14113846
1606068000,0.16,0.14127031
1606568000,0.2,0.1416147
1607068000,0.14,0.14122368
1607568000,0.13559322,0.14159064
1608068000,0.1764706,0.14121866
1608568000,0.14285715,0.1411184
1609068000,0.1764706,0.14110337
1609568000,0.12857144,0.14097252
1610068000,0.13333334,0.14117305
1610568000,0.18,0.1409996
1611068000,0.17307693,0.14089032
1611568000,0.15686275,0.14104722
1612068000,0.1632653,0.14120513
1612568000,0.15686275,0.14144976
1613068000,0.16,0.14129938
1613568000,0.1764706,0.14122368
1614068000,0.18,0.14137156
1614568000,0.16,0.14140666
1615068000,0.16,0.14122468
1615568000,0.16666667,0.1417696
1616068000,0.15686275,0.14109536
1616568000,0.1764706,0.14102265
1617068000,0.18,0.14135854
1617568000,0.14,0.14148988
1618068000,0.15686275,0.141156
1618568000,0.1632653,0.14105575
1619068000,0.13461539,0.14106877
1619568000,0.18367347,0.14118458
1620068000,0.15686275,0.14130239
1620568000,0.1632653,0.14106978
1621068000,0.18,0.14112593
1621568000,0.18,0.14100713
1622068000,0.15686275,0.14169592
1622568000,0.16,0.14079708
1623068000,0.16,0.14073692
1623568000,0.14,0.1412292
1624068000,0.18,0.14128384
1624568000,0.16,0.14105976
1625068000,0.16,0.14094345
1625568000,0.16,0.14102316
1626068000,0.16,0.14081411
1626568000,0.16,0.14089382
1627068000,0.1632653,0.14108533
1627568000,0.14,0.14087176
1628068000,0.16,0.14097303
1628568000,0.18,0.14098857
1629068000,0.14,0.14121616
1629568000,0.18,0.14099509
1630068000,0.14285715,0.14088279
1630568000,0.15686275,0.14101163
1631068000,0.18,0.14084218
1631568000,0.14285715,0.14116353
1632068000,0.16,0.14130138
1632568000,0.16,0.14118609
1633068000,0.13725491,0.14136855
1633568000,0.16,0.14106476
1634068000,0.1632653,0.14145528
1634568000,0.15686275,0.14166382
1635068000,0.14,0.1409991
1635568000,0.18,0.14120914
1636068000,0.14,0.14091538
1636568000,0.16,0.14071587
1637068000,0.16,0.14151444
1637568000,0.16,0.1410382
1638068000,0.18,0.14107831
1638568000,0.14,0.14105825
1639068000,0.16,0.1409214
1639568000,0.14,0.14145127
1640068000,0.1764706,0.14146079
1640568000,0.18,0.14127983
1641068000,0.16,0.1408051
1641568000,0.15686275,0.14079356
1642068000,0.16,0.14092842
1642568000,0.15686275,0.14095198
1643068000,0.18,0.14135101
1643568000,0.1632653,0.14102767
1644068000,0.14,0.14093794
1644568000,0.18,0.14108683
1645068000,0.16,0.14109585
1645568000,0.16,0.14084269
1646068000,0.18,0.14086124
1646568000,0.18,0.1411525
1647068000,0.15686275,0.141155
1647568000,0.16,0.14093442
