timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
1592236000,22,0,190,0,0,255,0
1592248000,400,0,190,0,0,255,0
1612484000,192,0,190,0,0,255,0
1638704000,176,0,190,0,0,255,0
