timestamp,speed_up,speed_down,want_takeoff
1593212000,3.6000001,1.8000001,1
1594212000,3.6000001,1.8000001,1
1595212000,3.6000001,1.8000001,1
1596212000,3.6000001,1.8000001,1
1597212000,3.6000001,1.8000001,1
1598212000,3.6000001,1.8000001,1
1599212000,3.6000001,1.8000001,1
1600212000,3.6000001,1.8000001,1
1601212000,3.6000001,1.8000001,0
1602212000,3.6000001,1.8000001,0
1603212000,3.6000001,1.8000001,0
1604212000,3.6000001,1.8000001,0
1605212000,3.6000001,1.8000001,0
1606212000,3.6000001,1.8000001,0
1607212000,3.6000001,1.8000001,0
1608212000,3.6000001,1.8000001,0
1609212000,3.6000001,1.8000001,0
1610212000,3.6000001,1.8000001,0
1611212000,3.6000001,1.8000001,0
1612212000,3.6000001,1.8000001,0
1613212000,3.6000001,1.8000001,0
1614212000,3.6000001,1.8000001,0
1615212000,3.6000001,1.8000001,0
1616212000,3.6000001,1.8000001,0
1617212000,3.6000001,1.8000001,0
1618212000,3.6000001,1.8000001,0
1619212000,3.6000001,1.8000001,0
1620212000,3.6000001,1.8000001,0
1621212000,3.6000001,1.8000001,0
1622212000,3.6000001,1.8000001,0
1623212000,3.6000001,1.8000001,0
1624212000,3.6000001,1.8000001,0
1625212000,3.6000001,1.8000001,0
1626212000,3.6000001,1.8000001,0
1627212000,3.6000001,1.8000001,0
1628212000,3.6000001,1.8000001,0
1629212000,3.6000001,1.8000001,0
1630212000,3.6000001,1.8000001,0
1631212000,3.6000001,1.8000001,0
1632212000,3.6000001,1.8000001,0
1633212000,3.6000001,1.8000001,0
1634212000,3.6000001,1.8000001,0
1635212000,3.6000001,1.8000001,0
1636212000,3.6000001,1.8000001,0
1637212000,3.6000001,1.8000001,0
1638212000,3.6000001,1.8000001,0
1639212000,3.6000001,1.8000001,0
1640212000,3.6000001,1.8000001,0
1641212000,3.6000001,1.8000001,0
1642212000,3.6000001,1.8000001,0
1643212000,3.6000001,1.8000001,0
1644212000,3.6000001,1.8000001,0
1645212000,3.6000001,1.8000001,0
1646212000,3.6000001,1.8000001,0
1647212000,3.6000001,1.8000001,0
