timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1591340000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1592348000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1593356000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1594364000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1595372000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1596380000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1597388000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1598396000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1599404000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1600412000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1601420000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1602428000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1603436000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1604444000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1605452000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1606460000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1607468000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1608476000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1609484000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1610492000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1611500000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1612508000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1613516000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1614524000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1615532000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1616540000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1617548000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1618556000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1619564000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1620572000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1621580000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1622588000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1623596000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1624604000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1625612000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1626620000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1627628000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1628636000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1629644000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1630652000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1631660000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1632668000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1633676000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1634684000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1635692000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1636700000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1637708000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1638716000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1639724000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1640732000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1641740000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1642748000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1643756000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1644764000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1645772000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1646780000,5876000,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
