timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1592244000,-0.0012300739,-0.0035994407,-2.0794174e-05,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1592252000,3.4924597e-10,7.2759576e-11,-5.0931703e-11,0.0,0.0,-1.1641532e-10,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1592444000,1.1664932e-05,-0.0019451217,-0.0009028402,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1592644000,0.0014876915,-0.00398226,0.0001929951,0.0,0.0,-2.3283064e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1592844000,0.002745714,-0.00031765096,6.9840724e-05,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1593044000,-0.00096413656,-0.0016711841,-0.00023066816,0.0,0.0,-1.1641532e-10,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1593244000,-0.0044381386,2.3283064e-10,0.00020384886,0.0,0.0,0.0,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1593444000,-6.9849193e-10,4.656613e-10,-8.1490725e-10,0.0,0.0,-1.8626451e-09,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1593644000,2.7939677e-09,-4.656613e-09,2.6775524e-09,0.0,0.0,-7.450581e-09,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1593844000,-1.071021e-08,9.313226e-10,-1.36788e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1594044000,5.5879354e-09,3.259629e-09,8.731149e-10,0.0,0.0,-1.4901161e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1594244000,-1.3969839e-09,1.1641532e-08,6.170012e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1594444000,-1.1175871e-08,-8.381903e-09,6.8394e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1594644000,6.519258e-09,-1.1175871e-08,5.005859e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1594844000,1.7695129e-08,-7.450581e-09,1.8408173e-09,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1595044000,4.284084e-08,-5.5879354e-09,4.802132e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1595244000,3.7252903e-09,-9.313226e-10,8.039933e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1595444000,3.3527613e-08,-1.9557774e-08,-4.5329216e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1595644000,-1.8626451e-08,-1.3038516e-08,2.6018824e-08,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1595844000,9.313226e-09,-5.5879354e-09,-9.720679e-09,0.0,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1596044000,-4.4703484e-08,1.4901161e-08,-1.504668e-08,0.0,0.0,-5.9604645e-08,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
