timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
1592232000,nan,nan,-1.0,0.0,0.0,nan,491.15585,22,190,1,1,255,0,1
1592240000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,190,1,1,255,0,1
1612480000,47.3975508,8.5467038,-1.0,1.0,0.0,nan,491.14642,192,190,1,1,255,0,1
1638696000,0.0,0.0,157.0,4.0,6.0,0.0,0.0,176,190,1,0,255,1,1
1638716000,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
1638716000,2.0,0.0,nan,nan,nan,nan,0.0,1000,1,1,0,1,0,0
1638716000,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
