timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1591316000,1591160000,1310988,-0.0002490941,-0.000115172894,0.00018888614,0.15,1.5627683e-07,1.5663747e-07,2.9332028e-07,1310988,0.006366858,-0.0031020045,0.0024996845,0.4,0.0027909717,0.0027876273,8.751346e-06,197388,-0.011533371,-0.0010075715,0.004257921,0.5,0.0003199468,0.0006965807,0.0008010988,1,1,1,0,1,1
1592324000,1592168000,1310988,-0.0002309741,-0.00011862642,0.00018281656,0.15,1.5801756e-07,1.5846216e-07,2.9314478e-07,1310988,0.006372192,-0.0031002336,0.0024799036,0.4,0.0027910294,0.0027876853,8.765648e-06,197388,-0.011512059,-0.0010084813,0.0042618224,0.5,0.000319864,0.0006965416,0.0008010739,1,1,1,0,1,1
1593332000,1593176000,1310988,-0.00020318477,-0.00011084758,0.00018114598,0.15,1.5690048e-07,1.5733055e-07,2.9327444e-07,1310988,0.0063764886,-0.0030929383,0.0024494112,0.4,0.0027910857,0.0027877428,8.75663e-06,197388,-0.011488217,-0.0010169663,0.0042771026,0.5,0.0003196694,0.0006965058,0.0008010405,1,1,1,0,1,1
1594340000,1594184000,1310988,-0.00018363731,-0.00010545585,0.0001876358,0.15,1.5839844e-07,1.5887792e-07,2.935201e-07,1310988,0.00638241,-0.0030881711,0.0024396414,0.4,0.0027911419,0.0027878003,8.768842e-06,197388,-0.011464858,-0.0010187494,0.004288725,0.5,0.00031952784,0.00069648563,0.00080100546,1,0,1,0,1,0
1595348000,1595192000,1310988,-0.00015704686,-9.267197e-05,0.00018916374,0.15,1.582488e-07,1.5847398e-07,2.951094e-07,1310988,0.0063977847,-0.003077761,0.002428255,0.4,0.002791196,0.0027878573,8.759586e-06,197388,-0.01142899,-0.0010118855,0.0042930157,0.5,0.00031933593,0.0006964698,0.00080097286,1,0,1,0,1,0
1596356000,1596200000,1310988,-0.00014058666,-8.3104314e-05,0.00019439991,0.15,1.6074144e-07,1.6081118e-07,2.9715036e-07,1310988,0.00640845,-0.0030680974,0.002416079,0.4,0.0027912506,0.0027879137,8.771054e-06,197388,-0.011373708,-0.0010084782,0.0043067266,0.5,0.00031919088,0.000696462,0.000800938,1,0,1,0,1,0
1597364000,1597208000,1310988,-0.00011985746,-5.30039e-05,0.00019145184,0.15,1.6026094e-07,1.6011744e-07,2.989654e-07,1310988,0.0064359633,-0.0030561108,0.0023965705,0.4,0.0027912993,0.002787969,8.761061e-06,197388,-0.011299805,-0.0009812589,0.0043001412,0.5,0.0003189276,0.00069640076,0.00080061593,1,0,1,0,1,0
1598372000,1598216000,1310988,-0.00011209331,-3.9394483e-05,0.00019121285,0.15,1.6227719e-07,1.6199355e-07,3.0028775e-07,1310988,0.006557946,-0.0030924727,0.0023470551,0.4,0.002790873,0.0027876322,8.771215e-06,197388,-0.011218841,-0.0009995896,0.00408925,0.5,0.00031734988,0.00069521985,0.00079619605,1,0,1,0,1,0
1599380000,1599224000,1310988,-8.942084e-05,1.1516893e-06,0.00018772547,0.15,1.6121804e-07,1.6084654e-07,3.0193402e-07,1310988,0.0068769837,-0.0032604528,0.0023100704,0.4,0.0027902804,0.0027870801,8.760439e-06,197388,-0.011196195,-0.0010077894,0.004238272,0.5,0.0003165027,0.0006946224,0.0007942258,1,0,1,0,1,0
1599708000,1599552000,1310988,-8.089442e-05,7.686345e-06,0.00018783454,0.15,1.6084456e-07,1.6045412e-07,3.0272105e-07,1310988,0.006911597,-0.0032964766,0.0023120684,0.4,0.0027902313,0.0027870352,8.756297e-06,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1599780000,1599624000,1310988,-8.101085e-05,7.659967e-06,0.00018788847,0.15,1.613981e-07,1.6101917e-07,3.0329528e-07,1310988,0.006899232,-0.003282175,0.0023121214,0.4,0.0027886746,0.0027865462,8.760436e-06,197388,-0.00027722688,-1.2586612e-05,0.0020677038,0.5,0.0018200111,0.0014035396,0.0014216499,1,0,1,0,1,0
1600788000,1600632000,1310988,-7.242299e-05,3.0701256e-05,0.0001838016,0.15,1.6340614e-07,1.6302712e-07,3.1115903e-07,1310988,0.0069914185,-0.0032243065,0.0023280105,0.4,0.0027880073,0.002786152,8.771934e-06,197388,-7.1030285e-05,-0.00079999154,0.0016908979,0.5,0.0015879024,0.00064345665,0.00069472456,1,0,1,0,1,0
1601796000,1601640000,1310988,-6.445763e-05,5.722571e-05,0.00018000476,0.15,1.6233362e-07,1.6199864e-07,3.1899492e-07,1310988,0.006952021,-0.0029339106,0.0023456337,0.4,0.002786832,0.002784998,8.762282e-06,197388,6.57512e-05,-0.0007291099,0.0015657732,0.5,0.0015766692,0.0005977407,0.000651662,1,0,1,0,1,0
1602804000,1602648000,1310988,-4.2986412e-05,8.806518e-05,0.00017709006,0.15,1.6096824e-07,1.6073245e-07,3.2687913e-07,1310988,0.0070549394,-0.0023961535,0.0023518445,0.4,0.0027851406,0.0027830892,8.751093e-06,197388,0.00032881685,-0.0008696645,0.0019894291,0.5,0.0015702565,0.00058114,0.0006361395,1,0,1,0,1,0
1603812000,1603656000,1310988,-2.5333748e-05,0.000102546896,0.00017669548,0.15,1.625837e-07,1.6242846e-07,3.34792e-07,1310988,0.0072057657,-0.0021070177,0.0023575993,0.4,0.0027839085,0.002781787,8.763359e-06,197388,0.00035695866,-0.0011061516,0.0022062978,0.5,0.0015681451,0.00057214574,0.00062771246,1,0,1,0,1,0
1604820000,1604664000,1310988,8.8533614e-07,0.0001252625,0.00017538595,0.15,1.6100844e-07,1.609445e-07,3.4265156e-07,1310988,0.0074129743,-0.0016893045,0.0023553055,0.4,0.0027822454,0.0027801697,8.752589e-06,197388,0.00018128338,-0.0010587126,0.0022778574,0.5,0.0015640658,0.0005669449,0.0006229401,1,1,1,0,1,0
1605828000,1605672000,1310988,2.3074497e-05,0.00012935606,0.0001750044,0.15,1.6258035e-07,1.625874e-07,3.504674e-07,1310988,0.007645144,-0.0015529824,0.0023588925,0.4,0.0027814452,0.0027794323,8.763856e-06,197388,0.00026476802,-0.0009856952,0.0026364787,0.5,0.0015586937,0.0005634718,0.00061972975,1,1,1,0,1,0
1606836000,1606680000,1310988,4.9334903e-05,0.00014760999,0.00017357469,0.15,1.6102481e-07,1.6114686e-07,3.5818445e-07,1310988,0.0078038955,-0.0013222464,0.0023411377,0.4,0.0027807215,0.002778745,8.752512e-06,197388,-0.00014028656,-0.0008859865,0.0027121198,0.5,0.0015506223,0.0005608797,0.00061737647,1,1,1,0,1,0
