timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
1592248000,1592248000,0,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1592748000,1592248000,0,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1593252000,1592248000,0,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1593756000,1592248000,0,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1594264000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1594772000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1595276000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1595780000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1596284000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1596788000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1597292000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1597796000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1598304000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1598812000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1599312000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1599816000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1600320000,1592248000,1594132000,1592248000,2147411071,8307839,0,2,4,6,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1600536000,1592248000,1594132000,1600536000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1601040000,1592248000,1594132000,1600536000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1601540000,1592248000,1594132000,1600536000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1602044000,1592248000,1594132000,1600536000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1602548000,1592248000,1594132000,1600536000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1603052000,1592248000,1594132000,1600536000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1603556000,1592248000,1594132000,1600536000,2147411071,8307839,0,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
