timestamp,nav_state,failure
1592248000,17,0
1592752000,17,0
1593308000,17,0
1593852000,17,0
1594364000,17,0
1594876000,17,0
1595428000,17,0
1595932000,17,0
1596436000,17,0
1596940000,17,0
1597444000,17,0
1597948000,17,0
1598460000,17,0
1598972000,17,0
1599516000,17,0
1600020000,17,0
1600524000,17,0
1600536000,4,0
1601040000,4,0
1601596000,4,0
1602140000,4,0
1602652000,4,0
1603204000,4,0
1603708000,4,0
1604212000,4,0
1604716000,4,0
1605220000,4,0
1605724000,4,0
1606228000,4,0
1606732000,4,0
1607236000,4,0
1607740000,4,0
1608244000,4,0
1608788000,4,0
1609300000,4,0
1609804000,4,0
1610308000,4,0
1610812000,4,0
1611316000,4,0
1611820000,4,0
1612324000,4,0
1612836000,4,0
1613340000,4,0
1613844000,4,0
1614348000,4,0
1614852000,4,0
1615356000,4,0
1615860000,4,0
1616364000,4,0
1616868000,4,0
1617372000,4,0
1617876000,4,0
1618380000,4,0
1618884000,4,0
1619388000,4,0
1619892000,4,0
1620396000,4,0
1620900000,4,0
1621404000,4,0
1621908000,4,0
1622412000,4,0
1622916000,4,0
1623420000,4,0
1623924000,4,0
1624428000,4,0
1624932000,4,0
1625436000,4,0
1625940000,4,0
1626444000,4,0
1626948000,4,0
1627452000,4,0
1627956000,4,0
1628460000,4,0
1628964000,4,0
1629468000,4,0
1629972000,4,0
1630476000,4,0
1630980000,4,0
1631484000,4,0
1631988000,4,0
1632492000,4,0
1632996000,4,0
1633500000,4,0
1634004000,4,0
1634508000,4,0
1635012000,4,0
1635516000,4,0
1636020000,4,0
1636524000,4,0
1637028000,4,0
1637532000,4,0
1638036000,4,0
1638540000,4,0
1638716000,18,0
1639228000,18,0
1639732000,18,0
1640236000,18,0
1640740000,18,0
1641244000,18,0
1641748000,18,0
1642252000,18,0
1642756000,18,0
1643260000,18,0
1643764000,18,0
1644268000,18,0
1644772000,18,0
1645276000,18,0
1645780000,18,0
1646284000,18,0
1646588000,4,0
1647092000,4,0
