timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
1592248000,-0.011666184,-0.005924191,-6.67572e-05,0.0,0.0,-0.001,0
1592252000,-0.011656647,-0.0060402416,-0.00010347366,0.0,0.0,-0.001,0
1592268000,-0.011444189,-0.005951388,0.00022864342,0.0,0.0,-0.001,0
1592288000,-0.0116007645,-0.005881338,0.0002411604,0.0,0.0,-0.001,0
1592308000,-0.011746129,-0.006028782,1.001358e-05,0.0,0.0,-0.001,0
1592324000,-0.011748252,-0.00645993,-0.00015771389,0.0,0.0,-0.001,0
1592348000,-0.011883154,-0.0073093018,-0.00013518333,0.0,0.0,-0.001,0
1592368000,-0.012034527,-0.00776877,9.596348e-05,0.0,0.0,-0.001,0
1592388000,-0.012462026,-0.007930767,-0.0003450513,0.0,0.0,-0.001,0
1592404000,-0.012213647,-0.007962108,8.59499e-05,0.0,0.0,-0.001,0
1592428000,-0.011221602,-0.00830237,-0.00028955936,0.0,0.0,-0.001,0
1592444000,-0.011766147,-0.008278939,-0.00025993586,0.0,0.0,-0.001,0
1592468000,-0.010985237,-0.00812052,-9.429455e-05,0.0,0.0,-0.001,0
1592484000,-0.0110889245,-0.008315193,6.967783e-05,0.0,0.0,-0.001,0
1592508000,-0.010818461,-0.008456596,0.00015687943,0.0,0.0,-0.001,0
1592524000,-0.010983494,-0.008432735,-0.00028413534,0.0,0.0,-0.001,0
1592548000,-0.011272752,-0.00775704,-0.00035214424,0.0,0.0,-0.001,0
1592568000,-0.011172273,-0.0076409797,-0.00010764599,0.0,0.0,-0.001,0
1592588000,-0.01184966,-0.0076834303,-8.5532665e-05,0.0,0.0,-0.001,0
1592608000,-0.011690281,-0.0081649795,2.7120113e-05,0.0,0.0,-0.001,0
1592628000,-0.012364388,-0.008180203,-3.296137e-05,0.0,0.0,-0.001,0
1592648000,-0.011605261,-0.00860063,0.00014311075,0.0,0.0,-0.001,0
1592668000,-0.011348889,-0.008604608,-8.761883e-05,0.0,0.0,-0.001,0
1592688000,-0.011434015,-0.008410831,-5.6743622e-05,0.0,0.0,-0.001,0
1592708000,-0.011427643,-0.008818838,-9.5546246e-05,0.0,0.0,-0.001,0
1592728000,-0.011091142,-0.009368676,-6.842613e-05,0.0,0.0,-0.001,0
1592748000,-0.011047978,-0.00901816,0.00016188622,0.0,0.0,-0.001,0
1592768000,-0.011230662,-0.009744367,0.00017690659,0.0,0.0,-0.001,0
1592788000,-0.011213552,-0.010301704,0.00017857552,0.0,0.0,-0.001,0
1592808000,-0.0111559965,-0.010293412,-5.3822994e-05,0.0,0.0,-0.001,0
1592828000,-0.010642313,-0.009193049,-0.00013184547,0.0,0.0,-0.001,0
1592848000,-0.010380995,-0.009610796,-4.7564507e-05,0.0,0.0,-0.001,0
1592868000,-0.010648283,-0.010067789,2.8789043e-05,0.0,0.0,-0.001,0
1592888000,-0.011172541,-0.010137956,7.927418e-05,0.0,0.0,-0.001,0
1592908000,-0.0109349135,-0.010524422,9.596348e-05,0.0,0.0,-0.001,0
1592928000,-0.0109237805,-0.009774053,-2.002716e-05,0.0,0.0,-0.001,0
1592948000,-0.010659493,-0.0095591005,4.4226646e-05,0.0,0.0,-0.001,0
1592968000,-0.010857836,-0.009902398,-0.00022614002,0.0,0.0,-0.001,0
1592984000,-0.010688799,-0.009913006,0.00017106533,0.0,0.0,-0.001,0
1593008000,-0.010243836,-0.010547106,8.761883e-06,0.0,0.0,-0.001,0
1593028000,-0.010468281,-0.010816895,0.00013768673,0.0,0.0,-0.001,0
1593048000,-0.009870288,-0.01058749,6.258488e-05,0.0,0.0,-0.001,0
1593068000,-0.009304586,-0.010710956,-0.00010430813,0.0,0.0,-0.001,0
1593088000,-0.009628814,-0.010672334,-7.259846e-05,0.0,0.0,-0.001,0
1593104000,-0.008841798,-0.010481164,-1.66893e-05,0.0,0.0,-0.001,0
1593124000,-0.008872882,-0.011179703,-0.00012516975,0.0,0.0,-0.001,0
1593148000,-0.008740216,-0.010922338,0.00014144182,0.0,0.0,-0.001,0
1593168000,-0.008823365,-0.0115357805,-1.41859055e-05,0.0,0.0,-0.001,0
1593188000,-0.009061955,-0.011671563,9.7215176e-05,0.0,0.0,-0.001,0
1593208000,-0.008275764,-0.011681462,6.258488e-05,0.0,0.0,-0.001,0
1593224000,-0.008596697,-0.011686589,8.34465e-05,0.0,0.0,-0.001,0
1593244000,-0.0084020095,-0.011208834,6.5505505e-05,0.0,0.0,-0.001,0
1593268000,-0.05211965,-0.02294336,-0.00040012598,0.0,0.0,-0.0038791012,0
1593288000,-0.05054488,-0.02408819,-0.00047898293,0.0,0.0,-0.0067974566,0
1593304000,-0.048755076,-0.0238584,-0.00043934584,0.0,0.0,-0.008903288,0
1593324000,-0.052092902,-0.021677634,-0.00028038025,0.0,0.0,-0.0110244565,0
1593348000,-0.050946698,-0.023404352,-0.000846982,0.0,0.0,-0.014167129,0
1593368000,-0.048951093,-0.019711733,-0.00084489584,0.0,0.0,-0.017447542,0
1593388000,-0.046340346,-0.022051502,-0.0009867549,0.0,0.0,-0.019976392,0
1593408000,-0.045104083,-0.021304054,-0.0013952255,0.0,0.0,-0.02339623,0
1593428000,-0.045817807,-0.020051898,-0.0013397336,0.0,0.0,-0.025977947,0
1593448000,-0.04403141,-0.021884117,-0.0017431974,0.0,0.0,-0.029658293,0
1593468000,-0.044182353,-0.017518906,-0.0017794967,0.0,0.0,-0.03233851,0
1593488000,-0.04388935,-0.018565472,-0.0016251206,0.0,0.0,-0.03631587,0
1593504000,-0.04423262,-0.02000358,-0.0012784004,0.0,0.0,-0.039196454,0
1593524000,-0.04280981,-0.024969494,-0.0009846687,0.0,0.0,-0.042077824,0
1593548000,-0.045168646,-0.026845789,-0.0012959242,0.0,0.0,-0.046399605,0
1593568000,-0.047679383,-0.030307103,-0.0015600324,0.0,0.0,-0.050982524,0
1593588000,-0.04901602,-0.031105937,-0.0015174747,0.0,0.0,-0.053777352,0
1593608000,-0.049552944,-0.029315533,-0.0013034344,0.0,0.0,-0.058186993,0
1593628000,-0.052123368,-0.029914,-0.001132369,0.0,0.0,-0.06109238,0
1593644000,-0.049891774,-0.030214308,-0.0016480684,0.0,0.0,-0.0641684,0
1593668000,-0.050890513,-0.02953027,-0.001760304,0.0,0.0,-0.06877973,0
1593688000,-0.049280763,-0.026805311,-0.0022956133,0.0,0.0,-0.073429324,0
1593708000,-0.045977086,-0.02590231,-0.002849698,0.0,0.0,-0.076733775,0
1593724000,-0.042859316,-0.02703211,-0.0031108856,0.0,0.0,-0.08011933,0
1593744000,-0.046481386,-0.026685972,-0.0035443902,0.0,0.0,-0.08503319,0
1593768000,-0.045033462,-0.02881781,-0.003957033,0.0,0.0,-0.090253994,0
1593788000,-0.044186864,-0.03023381,-0.0033829212,0.0,0.0,-0.093534574,0
1593804000,-0.043902215,-0.02924304,-0.0035285354,0.0,0.0,-0.09722663,0
1593828000,-0.04654221,-0.02532452,-0.003127575,0.0,0.0,-0.102719344,0
1593848000,-0.047498792,-0.025912229,-0.0027470589,0.0,0.0,-0.10814067,0
1593868000,-0.04856929,-0.025230357,-0.002449572,0.0,0.0,-0.1118478,0
1593888000,-0.051440757,-0.023664033,-0.0023728013,0.0,0.0,-0.117486715,0
1593908000,-0.048496135,-0.027602479,-0.0027516484,0.0,0.0,-0.12158436,0
1593928000,-0.047427323,-0.027372267,-0.003274858,0.0,0.0,-0.12738332,0
1593948000,-0.05034708,-0.026464954,-0.0037392378,0.0,0.0,-0.13137405,0
1593964000,-0.04798308,-0.024654582,-0.0035239458,0.0,0.0,-0.13522394,0
1593988000,-0.047897875,-0.027024446,-0.0032556653,0.0,0.0,-0.14108647,0
1594004000,-0.049457543,-0.027642708,-0.0032252073,0.0,0.0,-0.14510186,0
1594028000,-0.044061504,-0.030987231,-0.0034763813,0.0,0.0,-0.15133524,0
1594048000,-0.041536085,-0.027578428,-0.0035927892,0.0,0.0,-0.15771917,0
1594068000,-0.046669707,-0.030299602,-0.0039862394,0.0,0.0,-0.16225246,0
1594088000,-0.045944605,-0.026498538,-0.004287064,0.0,0.0,-0.16875708,0
1594104000,-0.046004876,-0.022978783,-0.0043162704,0.0,0.0,-0.17310728,0
1594124000,-0.048094887,-0.026617192,-0.0043312907,0.0,0.0,-0.1777046,0
1594144000,-0.045404017,-0.028634457,-0.0036378503,0.0,0.0,-0.18437804,0
1594168000,-0.04658243,-0.031552654,-0.0033295155,0.0,0.0,-0.19137944,0
1594188000,-0.047146652,-0.031113017,-0.0032973886,0.0,0.0,-0.19584775,0
1594208000,-0.047126796,-0.032218244,-0.003138423,0.0,0.0,-0.20285375,0
1594228000,-0.04394801,-0.033752464,-0.0030604005,0.0,0.0,-0.20756733,0
1594248000,-0.04654339,-0.034281682,-0.0030925274,0.0,0.0,-0.21451482,0
1594268000,-0.047655664,-0.033694103,-0.0033958554,0.0,0.0,-0.21923098,0
1594284000,-0.047763623,-0.032038715,-0.0032164454,0.0,0.0,-0.22407907,0
1594308000,-0.044346906,-0.03393366,2.0861626e-06,0.0,0.0,-0.23143554,0
1594328000,-0.048363417,-0.029524613,-8.5532665e-05,0.0,0.0,-0.23891702,0
1594348000,-0.051040456,-0.02734719,-0.00013059378,0.0,0.0,-0.24394871,0
1594368000,-0.050787255,-0.03026771,5.7160854e-05,0.0,0.0,-0.2517641,0
1594388000,-0.052352678,-0.02895545,-4.798174e-05,0.0,0.0,-0.25702304,0
