timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1592248000,-0.0134887565,0,0,0,0,0,0,0,0,0
1592748000,-0.012065228,0,0,0,0,0,0,0,0,0
1593252000,-0.010554916,0,0,0,0,0,0,0,0,0
1593756000,-0.009819977,0,0,0,0,0,0,0,0,0
1594264000,-0.007964961,0,0,0,0,0,0,0,0,0
1594772000,-0.0067135743,0,0,0,0,0,0,0,0,0
1595276000,-0.007625718,0,0,0,0,0,0,0,0,0
1595780000,-0.006671121,0,0,0,0,0,0,0,0,0
1596284000,-0.005330589,0,0,0,0,0,0,0,0,0
1596788000,-0.005702767,0,0,0,0,0,0,0,0,0
1597292000,-0.0077006337,0,0,0,0,0,0,0,0,0
1597796000,-0.007586821,0,0,0,0,0,0,0,0,0
1598304000,-0.009257269,0,0,0,0,0,0,0,0,0
1598812000,-0.009315171,0,0,0,0,0,0,0,0,0
1599312000,-0.008656935,0,0,0,0,0,0,0,0,0
1599816000,-0.008097421,0,0,0,0,0,0,0,0,0
1600320000,-0.006937391,0,0,0,0,0,0,0,0,0
1600536000,-0.0068013784,0,0,0,0,0,0,0,0,0
1601040000,-0.012085775,0,0,0,0,0,0,0,0,0
1601540000,-0.015036294,0,0,0,0,0,0,0,0,0
1602044000,-0.014032317,0,0,0,0,0,0,0,0,0
1602548000,-0.013159409,0,0,0,0,0,0,0,0,0
1603052000,-0.012704126,0,0,0,0,0,0,0,0,0
1603556000,-0.011284504,0,0,0,0,0,0,0,0,0
1604060000,-0.010975464,0,0,0,0,0,0,0,0,0
1604564000,-0.010445162,0,0,0,0,0,0,0,0,0
1605068000,-0.010279331,0,0,0,0,0,0,0,0,0
1605572000,-0.0089920135,0,0,0,0,0,0,0,0,0
1606076000,-0.008221188,0,0,0,0,0,0,0,0,0
1606580000,-0.0076702936,0,0,0,0,0,0,0,0,0
1607084000,-0.007453998,0,0,0,0,0,0,0,0,0
1607588000,-0.006899438,0,0,0,0,0,0,0,0,0
1608092000,-0.006197854,0,0,0,0,0,0,0,0,0
1608596000,-0.005826374,0,0,0,0,0,0,0,0,0
1609100000,-0.0044529364,0,0,0,0,0,0,0,0,0
1609604000,-0.0040171556,0,0,0,0,0,0,0,0,0
1610108000,-0.0039240425,0,0,0,0,0,0,0,0,0
1610612000,-0.0036174464,0,0,0,0,0,0,0,0,0
1611116000,-0.004120765,0,0,0,0,0,0,0,0,0
1611620000,-0.003009692,0,0,0,0,0,0,0,0,0
1612124000,-0.002469668,0,0,0,0,0,0,0,0,0
1612484000,-0.0029550437,0,0,0,0,0,0,0,0,0
1612988000,-0.0031754086,0,0,0,0,0,0,0,0,0
1613492000,-0.0044320207,0,0,0,0,0,0,0,0,0
1613996000,-0.0038292687,0,0,0,0,0,0,0,0,0
1614500000,-0.0028794925,0,0,0,0,0,0,0,0,0
1615004000,-0.0027886666,0,0,0,0,0,0,0,0,0
1615508000,-0.0027770677,0,0,0,0,0,0,0,0,0
1616012000,-0.0028097816,0,0,0,0,0,0,0,0,0
1616516000,-0.0025448618,0,0,0,0,0,0,0,0,0
1617020000,-0.002505766,0,0,0,0,0,0,0,0,0
1617524000,-0.0028414677,0,0,0,0,0,0,0,0,0
1618028000,-0.0030646613,0,0,0,0,0,0,0,0,0
1618532000,-0.0030672338,0,0,0,0,0,0,0,0,0
1619036000,-0.0027118062,0,0,0,0,0,0,0,0,0
1619540000,-0.0014038074,0,0,0,0,0,0,0,0,0
1620044000,-0.00060189253,0,0,0,0,0,0,0,0,0
1620548000,-0.0020863202,0,0,0,0,0,0,0,0,0
1621052000,-0.002931991,0,0,0,0,0,0,0,0,0
1621556000,-0.0024331058,0,0,0,0,0,0,0,0,0
1622060000,-0.0030854093,0,0,0,0,0,0,0,0,0
1622564000,-0.0019524418,0,0,0,0,0,0,0,0,0
1623068000,-0.0018526926,0,0,0,0,0,0,0,0,0
1623572000,-0.00077310664,0,0,0,0,0,0,0,0,0
1624076000,0.00021210173,0,0,0,0,0,0,0,0,0
1624580000,-0.0005014595,0,0,0,0,0,0,0,0,0
1625084000,-0.0013272739,0,0,0,0,0,0,0,0,0
1625588000,-0.0007661278,0,0,0,0,0,0,0,0,0
1626092000,-0.0009708182,0,0,0,0,0,0,0,0,0
1626596000,-0.0011029628,0,0,0,0,0,0,0,0,0
1627100000,-0.0018053039,0,0,0,0,0,0,0,0,0
1627604000,-0.002356294,0,0,0,0,0,0,0,0,0
1628108000,-0.0032301813,0,0,0,0,0,0,0,0,0
1628612000,-0.0027947933,0,0,0,0,0,0,0,0,0
1629116000,-0.0029503899,0,0,0,0,0,0,0,0,0
1629620000,-0.0041579735,0,0,0,0,0,0,0,0,0
1630124000,-0.003522868,0,0,0,0,0,0,0,0,0
1630628000,-0.0035879659,0,0,0,0,0,0,0,0,0
1631132000,-0.0031289659,0,0,0,0,0,0,0,0,0
1631636000,-0.0030893134,0,0,0,0,0,0,0,0,0
1632140000,-0.0030206125,0,0,0,0,0,0,0,0,0
1632644000,-0.0034583982,0,0,0,0,0,0,0,0,0
1633148000,-0.0034842673,0,0,0,0,0,0,0,0,0
1633652000,-0.0032806916,0,0,0,0,0,0,0,0,0
1634156000,-0.0016173687,0,0,0,0,0,0,0,0,0
1634660000,-0.0015380263,0,0,0,0,0,0,0,0,0
1635164000,-0.0017486194,0,0,0,0,0,0,0,0,0
1635668000,-0.0013931071,0,0,0,0,0,0,0,0,0
1636172000,-0.0014905152,0,0,0,0,0,0,0,0,0
1636676000,-0.00047453822,0,0,0,0,0,0,0,0,0
1637180000,-0.00043292207,0,0,0,0,0,0,0,0,0
1637684000,-7.305131e-05,0,0,0,0,0,0,0,0,0
1638188000,0.0009403228,0,0,0,0,0,0,0,0,0
1638692000,0.00094842864,0,0,0,0,0,0,0,0,0
1638704000,0.00094842864,0,0,0,0,0,0,0,0,0
1638728000,0.0005675063,0,0,0,0,0,0,0,0,0
1639232000,-0.0068465797,0,0,0,0,0,0,0,0,0
1639736000,-0.02034655,0,0,0,0,0,0,0,0,0
1640240000,-0.019103855,0,0,0,0,0,0,0,0,0
1640744000,-0.018559279,0,0,0,0,0,0,0,0,0
1641248000,-0.016302159,0,0,0,0,0,0,0,0,0
1641752000,-0.015312528,0,0,0,0,0,0,0,0,0
1642256000,-0.015082953,0,0,0,0,0,0,0,0,0
1642760000,-0.014534992,0,0,0,0,0,0,0,0,0
1643264000,-0.014041056,0,0,0,0,0,0,0,0,0
1643768000,-0.38053,0,0,0,0,0,0,0,0,0
1644272000,-0.3462106,0,0,0,0,0,0,0,0,0
1644776000,-0.3139475,0,0,0,0,0,0,0,0,0
1645280000,-0.2846911,0,0,0,0,0,0,0,0,0
1645784000,-0.25747788,0,0,0,0,0,0,0,0,0
1646288000,-0.23328565,0,0,0,0,0,0,0,0,0
1646588000,-0.21951802,0,0,0,0,0,0,0,0,0
1647092000,-0.2000939,0,0,0,0,0,0,0,0,0
