timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1592244000,1592088000,17764060236391,0.0001458649,0.0027465238,0.0068577197,0,0.47354385,0.2874466,0.011760956,0.021041298,0.00093840045,0.0055555357,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.56895,63.157204,0.48415276,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592252000,1592096000,17764060236391,0.00014008422,0.0026504952,0.006691407,0,0.47439918,0.2878373,0.011760956,0.021041298,0.00093840045,0.0055555357,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.56895,63.157204,0.48415276,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592260000,1592104000,17764060236391,0.00013519266,0.0025581564,0.006532349,0,0.4752577,0.28822866,0.011760956,0.021041298,0.00093840045,0.0055555357,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.56895,63.157204,0.48415276,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592268000,1592112000,17764060236391,0.00013040169,0.0024699874,0.006378813,0,0.4761193,0.28862065,0.011760956,0.021041298,0.00093840045,0.0055555357,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.56895,63.157204,0.48415276,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592276000,1592120000,17764060236391,0.00012575086,0.0023843893,0.0062311613,0,0.4769841,0.28901327,0.011760956,0.021041298,0.00093840045,0.0055555357,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.56895,63.157204,0.48415276,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592284000,1592128000,17764060236391,0.0001211317,0.0022997549,0.006046865,0,0.4778521,0.28843173,0.011760956,0.021041298,0.00093840045,0.0054866592,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.56895,63.157204,0.48415276,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592300000,1592144000,17764060236391,0.00011208972,0.00214749,0.0057870327,0,0.4795975,0.2892175,0.011760956,0.021041298,0.00093840045,0.0054866592,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.56895,63.157204,0.48415276,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592308000,1592152000,17764060236391,0.0001077483,0.0020754286,0.0056669484,0,0.480475,0.28961134,0.011760956,0.021041298,0.00093840045,0.0054866592,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.56895,63.157204,0.48415276,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592316000,1592160000,17764060236391,9.229263e-05,0.0020289046,0.005572179,0,0.4813391,0.29000583,0.01127553,0.021041298,0.00093840045,0.0054866592,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.24351,63.157204,0.48180223,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592324000,1592168000,17764060236391,8.804353e-05,0.001964919,0.005464047,0,0.48222277,0.29040095,0.01127553,0.021041298,0.00093840045,0.0054866592,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.24351,63.157204,0.48180223,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592340000,1592184000,17764060236391,7.9303405e-05,0.0018458415,0.005265541,0,0.48399964,0.29119307,0.01127553,0.021041298,0.00093840045,0.0054866592,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.24351,63.157204,0.48180223,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592348000,1592192000,17764060236391,7.52493e-05,0.0017910468,0.005174554,0,0.4848929,0.2915901,0.01127553,0.021041298,0.00093840045,0.0054866592,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.24351,63.157204,0.48180223,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592356000,1592200000,17764060236391,7.125667e-05,0.0017198463,0.004884717,0,0.48578936,0.29098675,0.01127553,0.021041298,0.00093840045,0.005434941,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.24351,63.157204,0.48180223,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592364000,1592208000,17764060236391,6.7261775e-05,0.0016715126,0.0048071584,0,0.486689,0.29138365,0.01127553,0.021041298,0.00093840045,0.005434941,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.24351,63.157204,0.48180223,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592380000,1592224000,17764060236391,6.021191e-05,0.0015839635,0.0046736836,0,0.488498,0.2921794,0.01127553,0.021041298,0.00093840045,0.005434941,nan,nan,nan,0.004,1310988,1310988,6620172,197388,63.24351,63.157204,0.48180223,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592388000,1592232000,17764060236391,8.6287306e-05,0.0017213896,0.0048104837,0,0.48938873,0.29257822,0.008777187,0.021041298,0.00093840045,0.005434941,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.813053,63.157204,0.47924426,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592396000,1592240000,17764060236391,0.00022034481,0.008579532,0.018046131,0,0.45011616,0.27959737,0.008777187,0.02511863,0.0014502055,0.0051822485,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.813053,63.157204,0.47924426,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
1592404000,1592248000,17764060236391,0.00021724045,0.008297021,0.017491158,0,0.45088437,0.27997404,0.008777187,0.02511863,0.0014502055,0.0051822485,nan,nan,nan,0.004,1310988,1310988,6620172,197388,62.813053,63.157204,0.47924426,0.48238713,0,959,2,1,5,5,2,0,0,0,0,0,0,0,0
