timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
1592224000,1592200000,6620172,488.06995,95598.375,15.0,1.1555765,0,1
1592296000,1592272000,6620172,488.0981,95598.055,15.0,1.1555727,0,1
1592368000,1592344000,6620172,488.13098,95597.73,15.0,1.1555686,0,1
1592440000,1592416000,6620172,488.0887,95598.21,15.0,1.1555746,0,1
1592512000,1592488000,6620172,488.0089,95599.1,15.0,1.1555852,0,1
1592584000,1592558666,6620172,488.15915,95597.37,15.0,1.1555642,0,1
1592656000,1592630666,6620172,488.16385,95597.305,15.0,1.1555635,0,1
1592728000,1592704000,6620172,488.16855,95597.25,15.0,1.1555629,0,1
1592800000,1592774666,6620172,488.12158,95597.81,15.0,1.1555697,0,1
1592868000,1592845333,6620172,488.0042,95599.125,15.0,1.1555855,0,1
1592920000,1592908000,6620172,488.13098,95597.7,15.0,1.1555684,0,1
1592992000,1592966666,6620172,488.20142,95596.88,15.0,1.1555585,0,1
1593064000,1593040000,6620172,488.17325,95597.19,15.0,1.1555622,0,1
1593132000,1593110666,6620172,488.15915,95597.375,15.0,1.1555643,0,1
1593184000,1593172000,6620172,488.13098,95597.69,15.0,1.1555681,0,1
1593252000,1593229333,6620172,488.06995,95598.375,15.0,1.1555765,0,1
1593304000,1593292000,6620172,488.06525,95598.45,15.0,1.1555774,0,1
1593376000,1593350666,6620172,488.07935,95598.26,15.0,1.155575,0,1
1593448000,1593422666,6620172,488.17325,95597.19,15.0,1.1555622,0,1
1593520000,1593496000,6620172,488.03238,95598.84,15.0,1.1555822,0,1
1593592000,1593566666,6620172,488.13098,95597.69,15.0,1.1555681,0,1
1593664000,1593637333,6620172,488.13568,95597.65,15.0,1.1555678,0,1
1593736000,1593712000,6620172,488.0981,95598.04,15.0,1.1555724,0,1
1593804000,1593781333,6620172,488.06525,95598.44,15.0,1.1555773,0,1
1593856000,1593842000,6620172,488.1122,95597.9,15.0,1.1555707,0,1
1593924000,1593902666,6620172,488.22488,95596.6,15.0,1.155555,0,1
1593976000,1593964000,6620172,488.03238,95598.84,15.0,1.1555822,0,1
1594048000,1594024000,6620172,488.0887,95598.21,15.0,1.1555746,0,1
1594120000,1594096000,6620172,488.06995,95598.375,15.0,1.1555765,0,1
1594192000,1594166666,6620172,488.16385,95597.28,15.0,1.1555632,0,1
1594264000,1594238666,6620172,488.16855,95597.25,15.0,1.1555629,0,1
1594336000,1594312000,6620172,488.1122,95597.94,15.0,1.1555712,0,1
1594408000,1594382666,6620172,488.07465,95598.336,15.0,1.155576,0,1
1594480000,1594453333,6620172,488.1169,95597.836,15.0,1.1555699,0,1
1594548000,1594526666,6620172,488.1122,95597.88,15.0,1.1555705,0,1
1594600000,1594586000,6620172,488.1169,95597.84,15.0,1.15557,0,1
1594668000,1594646666,6620172,488.15915,95597.34,15.0,1.1555641,0,1
1594720000,1594708000,6620172,488.0934,95598.15,15.0,1.1555737,0,1
1594792000,1594766666,6620172,488.13568,95597.664,15.0,1.1555679,0,1
1594864000,1594840000,6620172,488.06055,95598.47,15.0,1.1555775,0,1
1594936000,1594912000,6620172,488.1028,95598.0,15.0,1.1555719,0,1
1595008000,1594984000,6620172,488.18262,95597.125,15.0,1.1555613,0,1
1595080000,1595056000,6620172,488.12158,95597.81,15.0,1.1555697,0,1
1595152000,1595128000,6620172,488.1028,95597.98,15.0,1.1555717,0,1
1595224000,1595200000,6620172,488.04648,95598.69,15.0,1.1555803,0,1
1595296000,1595272000,6620172,488.0981,95598.07,15.0,1.1555728,0,1
1595364000,1595342666,6620172,488.05588,95598.53,15.0,1.1555784,0,1
1595416000,1595404000,6620172,488.15445,95597.445,15.0,1.1555651,0,1
1595488000,1595462666,6620172,488.17795,95597.15,15.0,1.1555616,0,1
1595560000,1595536000,6620172,488.13568,95597.66,15.0,1.1555678,0,1
1595632000,1595606666,6620172,488.04178,95598.73,15.0,1.1555808,0,1
1595704000,1595678666,6620172,488.1169,95597.82,15.0,1.1555698,0,1
1595776000,1595750666,6620172,488.0981,95598.055,15.0,1.1555727,0,1
1595848000,1595822666,6620172,488.16385,95597.31,15.0,1.1555636,0,1
1595916000,1595894666,6620172,488.1122,95597.88,15.0,1.1555705,0,1
1595968000,1595956000,6620172,488.13098,95597.7,15.0,1.1555684,0,1
1596040000,1596014666,6620172,488.18262,95597.125,15.0,1.1555613,0,1
1596112000,1596088000,6620172,488.1122,95597.88,15.0,1.1555705,0,1
1596184000,1596158666,6620172,488.1122,95597.914,15.0,1.1555709,0,1
1596256000,1596230666,6620172,488.16855,95597.27,15.0,1.1555632,0,1
1596328000,1596302666,6620172,488.14508,95597.49,15.0,1.1555659,0,1
1596396000,1596374666,6620172,488.12158,95597.805,15.0,1.1555696,0,1
1596448000,1596436000,6620172,488.12158,95597.8,15.0,1.1555696,0,1
1596520000,1596494666,6620172,488.12628,95597.75,15.0,1.155569,0,1
1596592000,1596568000,6620172,488.04178,95598.73,15.0,1.1555808,0,1
1596664000,1596640000,6620172,488.05588,95598.54,15.0,1.1555785,0,1
1596736000,1596712000,6620172,488.1028,95598.0,15.0,1.1555719,0,1
1596808000,1596784000,6620172,488.07465,95598.31,15.0,1.1555756,0,1
1596880000,1596856000,6620172,488.16385,95597.29,15.0,1.1555634,0,1
1596952000,1596925333,6620172,488.1028,95597.99,15.0,1.1555718,0,1
1597020000,1596998666,6620172,488.18262,95597.12,15.0,1.1555613,0,1
1597096000,1597070666,6620172,488.15915,95597.35,15.0,1.1555642,0,1
1597168000,1597142666,6620172,488.13568,95597.66,15.0,1.1555678,0,1
1597236000,1597214666,6620172,488.16385,95597.29,15.0,1.1555634,0,1
1597288000,1597276000,6620172,488.19202,95597.03,15.0,1.1555603,0,1
1597356000,1597334666,6620172,488.15445,95597.44,15.0,1.1555651,0,1
1597408000,1597396000,6620172,488.21548,95596.75,15.0,1.1555568,0,1
1597480000,1597454666,6620172,488.15915,95597.38,15.0,1.1555644,0,1
1597552000,1597528000,6620172,488.16855,95597.25,15.0,1.1555629,0,1
1597624000,1597597333,6620172,488.3282,95595.4,15.0,1.1555405,0,1
1597696000,1597672000,6620172,488.27182,95596.06,15.0,1.1555486,0,1
1597768000,1597742666,6620172,488.30002,95595.75,15.0,1.1555448,0,1
1597840000,1597816000,6620172,488.36572,95595.0,15.0,1.1555357,0,1
1597908000,1597886666,6620172,488.37042,95594.94,15.0,1.1555349,0,1
1597960000,1597946000,6620172,488.46432,95593.86,15.0,1.1555219,0,1
1598028000,1598006666,6620172,488.4925,95593.54,15.0,1.155518,0,1
1598080000,1598068000,6620172,488.42676,95594.305,15.0,1.1555272,0,1
1598152000,1598128000,6620172,488.5817,95592.54,15.0,1.1555059,0,1
1598224000,1598200000,6620172,488.6803,95591.414,15.0,1.1554923,0,1
1598296000,1598272000,6620172,488.72256,95590.9,15.0,1.1554861,0,1
1598368000,1598342666,6620172,488.79297,95590.09,15.0,1.1554763,0,1
1598440000,1598414666,6620172,488.88217,95589.086,15.0,1.1554642,0,1
1598512000,1598488000,6620172,488.80237,95590.01,15.0,1.1554754,0,1
1598580000,1598557333,6620172,488.89157,95588.99,15.0,1.1554631,0,1
1598632000,1598620000,6620172,488.962,95588.17,15.0,1.1554532,0,1
1598704000,1598678666,6620172,489.0371,95587.31,15.0,1.1554427,0,1
1598776000,1598752000,6620172,489.03244,95587.37,15.0,1.1554434,0,1
1598844000,1598822666,6620172,489.17328,95585.74,15.0,1.1554238,0,1
1598896000,1598884000,6620172,489.15918,95585.914,15.0,1.1554258,0,1
1598968000,1598941333,6620172,489.16388,95585.836,15.0,1.1554248,0,1
1599040000,1599014666,6620172,489.27188,95584.62,15.0,1.1554102,0,1
1599108000,1599086666,6620172,489.2249,95585.195,15.0,1.1554171,0,1
1599160000,1599148000,6620172,489.35638,95583.625,15.0,1.1553981,0,1
1599232000,1599208000,6620172,489.42212,95582.875,15.0,1.1553891,0,1
1599300000,1599278666,6620172,489.51132,95581.875,15.0,1.155377,0,1
1599352000,1599340000,6620172,489.49722,95582.08,15.0,1.1553794,0,1
1599424000,1599400000,6620172,489.624,95580.586,15.0,1.1553614,0,1
1599492000,1599470666,6620172,489.66626,95580.12,15.0,1.1553558,0,1
1599544000,1599532000,6620172,489.65216,95580.25,15.0,1.1553574,0,1
1599616000,1599590666,6620172,489.7085,95579.625,15.0,1.1553497,0,1
1599688000,1599664000,6620172,489.86343,95577.85,15.0,1.1553284,0,1
1599756000,1599734666,6620172,489.92447,95577.15,15.0,1.1553199,0,1
1599808000,1599796000,6620172,489.9855,95576.47,15.0,1.1553117,0,1
1599880000,1599856000,6620172,490.009,95576.19,15.0,1.1553082,0,1
1599952000,1599926666,6620172,490.03717,95575.82,15.0,1.1553038,0,1
1600024000,1600000000,6620172,490.11697,95574.94,15.0,1.1552931,0,1
1600096000,1600072000,6620172,490.13107,95574.805,15.0,1.1552916,0,1
1600168000,1600144000,6620172,490.12637,95574.82,15.0,1.1552918,0,1
1600240000,1600216000,6620172,490.2813,95573.04,15.0,1.1552702,0,1
1600312000,1600286666,6620172,490.22028,95573.77,15.0,1.1552792,0,1
1600384000,1600360000,6620172,490.38458,95571.88,15.0,1.1552563,0,1
1600452000,1600430666,6620172,490.3752,95571.99,15.0,1.1552576,0,1
1600504000,1600490000,6620172,490.2813,95573.04,15.0,1.1552702,0,1
1600576000,1600550666,6620172,490.44562,95571.195,15.0,1.1552479,0,1
1600648000,1600624000,6620172,490.46442,95570.98,15.0,1.1552453,0,1
1600720000,1600696000,6620172,490.4691,95570.91,15.0,1.1552444,0,1
1600792000,1600768000,6620172,490.53012,95570.195,15.0,1.1552358,0,1
1600864000,1600840000,6620172,490.5724,95569.72,15.0,1.15523,0,1
1600932000,1600910666,6620172,490.60056,95569.414,15.0,1.1552263,0,1
1600984000,1600972000,6620172,490.62402,95569.1,15.0,1.1552225,0,1
1601056000,1601032000,6620172,490.5865,95569.57,15.0,1.1552283,0,1
1601128000,1601104000,6620172,490.69916,95568.305,15.0,1.155213,0,1
1601200000,1601174666,6620172,490.64282,95568.9,15.0,1.1552202,0,1
1601272000,1601246666,6620172,490.68506,95568.41,15.0,1.1552142,0,1
1601344000,1601318666,6620172,490.6757,95568.555,15.0,1.155216,0,1
1601412000,1601389333,6620172,490.68506,95568.4,15.0,1.1552141,0,1
1601464000,1601452000,6620172,490.70386,95568.21,15.0,1.1552119,0,1
1601536000,1601512000,6620172,490.71323,95568.1,15.0,1.1552105,0,1
1601608000,1601584000,6620172,490.72733,95567.97,15.0,1.155209,0,1
1601680000,1601656000,6620172,490.79306,95567.21,15.0,1.1551998,0,1
1601748000,1601726666,6620172,490.63812,95568.96,15.0,1.1552209,0,1
