timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ
1592248000,0.0,0.0,0.0
1592252000,0.0,0.0,0.0
1592444000,0.0,0.0,0.0
1592648000,0.0,0.0,0.0
1592848000,0.0,0.0,0.0
1593048000,0.0,0.0,0.0
1593248000,0.0,0.0,0.0
1593448000,0.0,0.0,0.0
1593648000,0.0,0.0,0.0
1593848000,0.0,0.0,0.0
1594048000,0.0,0.0,0.0
1594244000,-0.0010759918,-0.00063105585,-7.627057e-06
1594444000,-0.003032007,-0.001813529,-5.1717405e-05
1594648000,-0.0049110884,-0.0030190665,-0.000116617266
1594848000,-0.006749109,-0.0044423677,-8.831045e-05
1595048000,-0.008607163,-0.0060117366,-0.00010124604
1595244000,-0.010587079,-0.007543156,-6.0738574e-05
1595444000,-0.012485619,-0.009447443,-6.509415e-05
1595648000,-0.014553094,-0.011581836,-5.907962e-05
1595848000,-0.016480625,-0.0142447585,2.9590767e-06
1596048000,-0.018379813,-0.017145438,-7.896988e-06
1596248000,-0.0200923,-0.020216445,6.0242804e-05
1596448000,-0.021915494,-0.02375848,9.876896e-05
1596648000,-0.023571128,-0.027489424,0.00010489481
1596848000,-0.025421271,-0.031622015,6.422953e-05
1597048000,-0.02675831,-0.033128083,3.0273472e-05
1597248000,-0.020459382,-0.023758844,0.00016507051
1597448000,-0.013954063,-0.014996149,0.00017900247
1597648000,-0.010477709,-0.011172506,0.00016467882
1597848000,-0.008446545,-0.008958846,0.00010136372
1598048000,-0.006869813,-0.007231357,0.00012691077
1598248000,-0.0056651905,-0.005322949,0.00014748875
1598448000,-0.00447774,-0.0038344555,8.5191205e-05
1598644000,-0.0034843124,-0.002582502,0.00014704703
1598848000,-0.0027524945,-0.0015690612,0.00012443532
1599048000,-0.0020199602,-0.0005227706,7.345833e-05
1599248000,-0.0015952237,1.4478407e-05,3.4615798e-05
1599448000,-0.0012656015,0.00050926773,8.248854e-05
1599648000,-0.0009872837,0.0007840072,6.790928e-05
1599848000,-0.00061047875,0.0011107959,8.4740066e-05
1600048000,-0.00036613859,0.0016508256,7.9163465e-06
1600248000,-0.00027331585,0.0019214636,9.133747e-05
1600448000,-0.00014486045,0.0020243097,5.8901267e-05
1600648000,1.2039423e-05,0.0024411716,4.5283796e-05
1600844000,-4.4997476e-05,0.0021787481,3.7390066e-06
1601048000,1.2116903e-05,0.002296945,4.1740263e-05
1601248000,0.00016445843,0.0022167505,6.149338e-05
1601448000,0.00013381746,0.0022304328,-4.5179586e-05
1601648000,7.5457516e-05,0.0022267438,-7.408346e-05
1601848000,4.9464117e-05,0.0023280596,3.6045276e-05
1602048000,3.755445e-05,0.0021992277,-2.3769046e-06
1602248000,5.171595e-05,0.0023297092,-4.7930327e-05
1602448000,-3.372892e-05,0.0021644884,-3.7972284e-05
1602648000,-4.948512e-05,0.0021923,1.9216715e-05
1602848000,-2.7898888e-05,0.0021619105,7.672888e-06
1603048000,-4.8687056e-05,0.0023454616,-2.1612303e-05
1603248000,-0.00012381468,0.0020289782,-1.0713394e-05
1603448000,-4.7994905e-05,0.0021710598,-4.1095693e-05
1603644000,-3.9932467e-05,0.0019747985,4.067902e-05
1603848000,-9.308451e-05,0.0021284437,4.8926493e-05
1604048000,-4.0103474e-05,0.0020796224,5.229621e-06
1604248000,6.990717e-05,0.0021542143,-6.9122725e-05
1604448000,-2.1298598e-05,0.0019709396,-1.2794282e-05
1604648000,-9.3810886e-05,0.0022020263,1.5890113e-05
1604848000,-4.140767e-05,0.0022738928,-1.03511065e-05
1605044000,-4.211166e-05,0.002163991,-4.736568e-05
1605244000,-1.887709e-06,0.0020372523,-2.0366799e-05
1605448000,1.4468514e-05,0.0021414,8.120249e-06
1605648000,-0.00010097505,0.002175274,-4.5843535e-05
1605848000,-4.492052e-05,0.0020911084,6.5125155e-06
1606048000,-0.0001450976,0.0021129888,1.571672e-05
1606248000,-0.00012868081,0.002346207,1.1488553e-05
1606448000,-8.410272e-05,0.0022930899,-8.844306e-06
1606648000,-4.866453e-05,0.0022997435,-8.864821e-06
1606848000,-0.00010525176,0.0021941944,0.000112286616
1607048000,-0.00013772186,0.0020972057,3.796977e-05
1607248000,6.276079e-05,0.0021240204,-2.441285e-05
1607448000,1.8785318e-05,0.0021872867,3.0348841e-05
1607648000,1.2674973e-05,0.002120151,7.531996e-05
1607848000,-9.59154e-07,0.0022777172,8.201572e-06
1608048000,7.806657e-07,0.0022713921,6.585795e-05
1608248000,3.2816384e-05,0.002077784,2.2071608e-05
1608448000,1.6686075e-05,0.002163284,-1.9531577e-05
1608648000,5.6959925e-07,0.0022536672,1.4236779e-05
1608848000,-2.2437382e-07,0.0021943185,8.415244e-05
1609048000,3.0252897e-05,0.0022383656,1.9885407e-05
1609244000,0.00016304667,0.002148259,8.636789e-08
1609448000,0.00020489398,0.0022371416,-5.041428e-05
1609648000,0.000120497156,0.0023495264,5.063651e-05
1609848000,0.00012583229,0.0024917494,7.8322424e-05
1610048000,0.00010390797,0.0021870702,-3.0540647e-05
1610248000,0.00015419362,0.0022140357,-8.753722e-05
1610448000,0.00030037985,0.0022839438,-1.2916478e-06
1610648000,0.00021552078,0.0022849427,4.142504e-05
1610848000,0.00014617483,0.0021863985,4.4183244e-06
1611048000,0.0001411778,0.0021348828,4.066541e-05
1611248000,0.000112187176,0.0021776315,-1.4224776e-05
1611448000,2.9275428e-05,0.0021695609,1.6495901e-06
1611644000,0.00020885577,0.002133805,9.710695e-05
1611848000,4.05595e-06,0.002244799,4.193154e-05
1612048000,2.7942673e-05,0.0021936046,9.2264265e-05
1612248000,-0.00020478053,0.0020671838,7.975436e-05
1612448000,7.23617e-05,0.0021742173,9.19281e-05
1612648000,0.0020753643,-0.00032051263,0.0006607282
1612848000,0.0006293121,-0.0029871832,0.0023347023
1613048000,-0.001845445,-0.00242279,0.0040860726
1613248000,-0.0026760672,-0.0012134687,0.0049443813
1613444000,-0.0026881956,0.001429494,0.0041207485
1613648000,-0.0014880551,0.003417345,0.0015310532
