timestamp,airspeed_timestamp_rel,airspeed_validated_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1592244000,32767,32767,32767,32767,32767,0,32767
1592248000,32767,32767,32767,32767,32767,32767,32767
1592252000,32767,32767,32767,32767,32767,32767,32767
1592256000,32767,32767,32767,32767,32767,32767,32767
1592260000,32767,32767,32767,32767,32767,32767,32767
1592264000,32767,32767,32767,32767,32767,32767,32767
1592268000,32767,32767,32767,32767,32767,32767,32767
1592272000,32767,32767,32767,32767,32767,32767,32767
1592276000,32767,32767,32767,32767,32767,32767,32767
1592280000,32767,32767,32767,32767,32767,32767,32767
1592284000,32767,32767,32767,32767,32767,32767,32767
1592288000,32767,32767,32767,32767,32767,32767,32767
1592292000,32767,32767,32767,32767,32767,32767,32767
1592296000,32767,32767,32767,32767,0,32767,32767
1592300000,32767,32767,32767,32767,32767,32767,32767
1592304000,32767,32767,32767,32767,32767,32767,32767
1592308000,32767,32767,32767,32767,32767,32767,32767
1592312000,32767,32767,32767,32767,32767,32767,32767
1592316000,32767,32767,32767,32767,32767,32767,32767
1592320000,32767,32767,32767,32767,32767,32767,32767
1592324000,32767,32767,32767,32767,32767,32767,32767
1592328000,32767,32767,32767,32767,32767,32767,32767
1592332000,32767,32767,32767,32767,32767,32767,32767
1592336000,32767,32767,32767,32767,32767,32767,32767
1592340000,32767,32767,32767,32767,32767,32767,32767
1592344000,32767,32767,32767,32767,32767,0,32767
1592348000,32767,32767,32767,32767,32767,32767,32767
1592352000,32767,32767,32767,32767,32767,32767,32767
1592356000,32767,32767,32767,32767,32767,32767,32767
1592360000,32767,32767,32767,32767,32767,32767,32767
1592364000,32767,32767,32767,32767,40,32767,32767
1592368000,32767,32767,32767,32767,32767,32767,32767
1592372000,32767,32767,32767,32767,32767,32767,32767
1592376000,32767,32767,32767,32767,32767,32767,32767
1592380000,32767,32767,32767,32767,32767,32767,32767
1592384000,32767,32767,32767,32767,32767,32767,32767
1592388000,32767,32767,32767,32767,32767,32767,32767
1592392000,32767,32767,32767,32767,32767,0,32767
1592396000,32767,32767,32767,32767,32767,32767,32767
1592400000,32767,32767,32767,32767,32767,32767,32767
1592404000,32767,32767,32767,32767,32767,32767,32767
1592408000,32767,32767,32767,32767,32767,32767,32767
1592412000,32767,32767,32767,32767,32767,32767,32767
1592416000,32767,32767,32767,32767,32767,32767,32767
1592420000,32767,32767,32767,32767,32767,32767,32767
1592424000,32767,32767,32767,32767,32767,32767,32767
1592428000,32767,32767,32767,32767,32767,32767,32767
1592432000,32767,32767,32767,32767,32767,32767,32767
1592436000,32767,32767,32767,32767,40,32767,32767
1592440000,32767,32767,32767,32767,32767,32767,32767
1592444000,32767,32767,32767,32767,32767,32767,32767
1592448000,32767,32767,32767,32767,32767,32767,32767
1592452000,32767,32767,32767,32767,32767,32767,32767
1592456000,32767,32767,32767,32767,32767,32767,32767
1592460000,32767,32767,32767,32767,32767,32767,32767
1592464000,32767,32767,32767,32767,32767,32767,32767
1592468000,32767,32767,32767,32767,32767,32767,32767
1592472000,32767,32767,32767,32767,32767,32767,32767
1592476000,32767,32767,32767,32767,32767,32767,32767
1592480000,32767,32767,32767,32767,32767,32767,32767
1592484000,32767,32767,32767,32767,32767,32767,32767
1592488000,32767,32767,32767,32767,32767,0,32767
1592492000,32767,32767,32767,32767,32767,32767,32767
1592496000,32767,32767,32767,32767,32767,32767,32767
1592500000,32767,32767,32767,32767,32767,32767,32767
1592504000,32767,32767,32767,32767,32767,32767,32767
1592508000,32767,32767,32767,32767,40,32767,32767
1592512000,32767,32767,32767,32767,32767,32767,32767
1592516000,32767,32767,32767,32767,32767,32767,32767
1592520000,32767,32767,32767,32767,32767,32767,32767
1592524000,32767,32767,32767,32767,32767,0,32767
1592528000,32767,32767,32767,32767,32767,32767,32767
1592532000,32767,32767,32767,32767,32767,32767,32767
1592536000,32767,32767,32767,32767,32767,32767,32767
1592540000,32767,32767,32767,32767,32767,32767,32767
1592544000,32767,32767,32767,32767,32767,32767,32767
1592548000,32767,32767,32767,32767,32767,32767,32767
1592552000,32767,32767,32767,32767,32767,32767,32767
1592556000,32767,32767,32767,32767,32767,32767,32767
1592560000,32767,32767,32767,32767,32767,32767,32767
1592564000,32767,32767,32767,32767,32767,32767,32767
1592568000,32767,32767,32767,32767,32767,32767,32767
1592572000,32767,32767,32767,32767,32767,32767,32767
1592576000,32767,32767,32767,32767,32767,32767,32767
1592580000,32767,32767,32767,32767,40,32767,32767
1592584000,32767,32767,32767,32767,32767,32767,32767
1592588000,32767,32767,32767,32767,32767,32767,32767
1592592000,32767,32767,32767,32767,32767,32767,32767
1592596000,32767,32767,32767,32767,32767,32767,32767
1592600000,32767,32767,32767,32767,32767,32767,32767
1592604000,32767,32767,32767,32767,32767,32767,32767
1592608000,32767,32767,32767,32767,32767,32767,32767
1592612000,32767,32767,32767,32767,32767,32767,32767
1592616000,32767,32767,32767,32767,32767,32767,32767
1592620000,32767,32767,32767,32767,32767,32767,32767
1592624000,32767,32767,32767,32767,32767,40,32767
1592628000,32767,32767,32767,32767,32767,32767,32767
1592632000,32767,32767,32767,32767,32767,32767,32767
1592636000,32767,32767,32767,32767,32767,32767,32767
