timestamp,tilt_limit,takeoff_state
1592252000,0.20943952,2
1593252000,0.20943952,4
1596260000,0.21103951,5
1596268000,0.21263951,5
1597252000,0.40943918,5
1598260000,0.6110409,5
1599132000,0.7853982,5
1644588000,0.78379816,3
1644596000,0.78219813,3
1645580000,0.5853948,3
1646580000,0.38539356,3
1647460000,0.20943952,1
