timestamp,timestamp_sample,device_id,pressure,temperature,error_count
5287000,5287000,6620428,95606.82,11.833033,0
6275000,6275000,6620428,95607.72,11.833033,0
7283000,7283000,6620428,95606.66,11.833033,0
8291000,8291000,6620428,95607.28,11.833033,0
9275000,9275000,6620428,95607.1,11.833033,0
10283000,10283000,6620428,95607.35,11.833033,0
11271000,11271000,6620428,95606.66,11.833033,0
12279000,12279000,6620428,95608.805,11.833033,0
13287000,13287000,6620428,95606.34,11.833033,0
14275000,14275000,6620428,95605.67,11.833033,0
15283000,15283000,6620428,95605.15,11.833033,0
16271000,16271000,6620428,95608.24,11.833033,0
17279000,17279000,6620428,95607.49,11.833033,0
18287000,18287000,6620428,95607.266,11.833033,0
19271000,19271000,6620428,95607.07,11.833033,0
20279000,20279000,6620428,95605.734,11.833033,0
21287000,21287000,6620428,95606.07,11.833033,0
22275000,22275000,6620428,95606.2,11.833033,0
23283000,23283000,6620428,95606.22,11.833033,0
24271000,24271000,6620428,95606.34,11.833033,0
25279000,25279000,6620428,95607.91,11.833033,0
26287000,26287000,6620428,95605.695,11.833033,0
27275000,27275000,6620428,95607.31,11.833033,0
28283000,28283000,6620428,95607.42,11.833033,0
29291000,29291000,6620428,95608.13,11.833033,0
30275000,30275000,6620428,95606.45,11.833033,0
31283000,31283000,6620428,95605.766,11.833033,0
32271000,32271000,6620428,95605.65,11.833033,0
33279000,33279000,6620428,95607.56,11.833033,0
34287000,34287000,6620428,95605.43,11.833033,0
35275000,35275000,6620428,95606.53,11.833033,0
36283000,36283000,6620428,95607.31,11.833033,0
37271000,37271000,6620428,95607.3,11.833033,0
38279000,38279000,6620428,95607.78,11.833033,0
39287000,39287000,6620428,95607.87,11.833033,0
40271000,40271000,6620428,95606.16,11.833033,0
41279000,41279000,6620428,95606.95,11.833033,0
42287000,42287000,6620428,95607.99,11.833033,0
43275000,43275000,6620428,95606.76,11.833033,0
44283000,44283000,6620428,95606.78,11.833033,0
45271000,45271000,6620428,95607.59,11.833033,0
46279000,46279000,6620428,95607.41,11.833033,0
47287000,47287000,6620428,95606.15,11.833033,0
48271000,48271000,6620428,95606.164,11.833033,0
49283000,49283000,6620428,95608.61,11.833033,0
50291000,50291000,6620428,95608.01,11.833033,0
51275000,51275000,6620428,95606.07,11.833033,0
52283000,52283000,6620428,95606.41,11.833033,0
53271000,53271000,6620428,95606.55,11.833033,0
