timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
4275000,4246000,0,0,0.013951082,-0.21516953,0.4289993,0.0025000002,0.0025000002,0.0025000002,-0.013951082,0.21516953,-0.4289993,-0.013951082,0.21516953,-0.4289993,0.0075000003,0.0075000003,0.0075000003,0.002883447,0.68589526,2.7265244,0.002883447,0.68589526,2.7265244,0,1,0
4475000,4317000,0,0,0.012479588,-0.21561667,0.42951864,0.0025000002,0.0025000002,0.0025000002,-0.012479588,0.21561667,-0.42951864,-0.013768111,0.21522513,-0.4290639,0.0075000008,0.0075000008,0.0075000003,0.0023072609,0.6887488,2.7331295,0.0022380175,0.6862501,2.0476532,0,1,0
4539000,4387000,0,0,0.016791075,-0.21681193,0.43037003,0.0025000002,0.0025000002,0.0025000002,-0.016791075,0.21681193,-0.43037003,-0.014139352,0.21542,-0.42922428,0.0075000003,0.0075000008,0.0075,0.004176892,0.696406,2.7439759,0.0014502216,0.6874973,1.4592075,0,1,0
4611000,4454636,0,0,0.011570923,-0.21600126,0.42854628,0.0025000002,0.0025000002,0.0025000002,-0.011570923,0.21600126,-0.42854628,-0.013833314,0.21548925,-0.4291435,0.007500001,0.0075000008,0.0075000003,0.0019834999,0.69120795,2.720769,0.0010410806,0.68793947,0.96114737,0,1,0
4683000,4525000,0,0,0.0037635555,-0.21648842,0.4324953,0.0025000002,0.0025000002,0.0025000002,-0.0037635555,0.21648842,-0.4324953,-0.01259104,0.21561252,-0.429557,0.0075000003,0.0075,0.0075000003,0.00020984223,0.6943295,2.7711432,0.0008867582,0.6887278,0.50070655,0,1,0
4747000,4592200,0,0,0.010774803,-0.21790414,0.42783356,0.0025000002,0.0025000002,0.0025000002,-0.010774803,0.21790414,-0.42783356,-0.012375858,0.21588401,-0.42935282,0.0075000008,0.0075000003,0.0075000003,0.0017199463,0.7034401,2.7117267,0.0005779244,0.6904709,0.12010798,0,1,0
4819000,4663000,0,0,0.009761758,-0.215967,0.43045494,0.0025000002,0.0025000002,0.0025000002,-0.009761758,0.215967,-0.43045494,-0.012051614,0.21589431,-0.42948952,0.0075000003,0.0075000003,0.0075000008,0.0014117322,0.6909888,2.745058,0.0003311345,0.6905351,-0.235277,0,1,0
4883000,4729666,0,0,0.010909845,-0.21575677,0.42884073,0.0025000002,0.0025000002,0.0025000002,-0.010909845,0.21575677,-0.42884073,-0.011917289,0.21587813,-0.4294132,0.0075000008,0.0075000003,0.0075000008,0.0017633289,0.6896442,2.7245088,8.4729225e-05,0.69043034,-0.52812517,0,1,0
4955000,4801000,0,0,0.0095986,-0.21359527,0.42859185,0.0025000002,0.0025000002,0.0025000002,-0.0095986,0.21359527,-0.42859185,-0.011627789,0.2155931,-0.42931065,0.0075000008,0.0075000008,0.0075000003,0.0013649348,0.67589533,2.7213476,-9.626882e-05,0.68861556,-0.80196035,0,1,0
5027000,4872333,0,0,0.009572063,-0.21829835,0.4264456,0.0025000002,0.0025000002,0.0025000002,-0.009572063,0.21829835,-0.4264456,-0.011371124,0.21593086,-0.42895293,0.0075000008,0.0075000003,0.0075000003,0.001357398,0.70598763,2.6941607,-0.0002537254,0.6907845,-1.0382085,0,1,0
5099000,4943000,0,0,0.01080786,-0.21745877,0.42956632,0.0025000002,0.0025000002,0.0025000002,-0.01080786,0.21745877,-0.42956632,-0.011301373,0.21612006,-0.4290289,0.0075000003,0.0075000003,0.0075,0.001730516,0.70056766,2.733737,-0.00043659972,0.691996,-1.2481697,0,1,0
5163000,5010000,0,0,0.012250412,-0.21578541,0.4320097,0.0025000002,0.0025000002,0.0025000002,-0.012250412,0.21578541,-0.4320097,-0.011413517,0.21608052,-0.42938113,0.0075000008,0.0075000008,0.0075000008,0.0022232975,0.68982726,2.7649238,-0.00064772624,0.69173974,-1.4273981,0,1,0
5235000,5081400,0,0,0.0115963435,-0.21453379,0.42901888,0.0025000002,0.0025000002,0.0025000002,-0.0115963435,0.21453379,-0.42901888,-0.011436363,0.21588725,-0.42933586,0.0075000008,0.0075000003,0.0075000003,0.0019922245,0.6818481,2.7267733,-0.0008157297,0.6905037,-1.5897632,0,1,0
5307000,5153000,0,0,0.0076342523,-0.21633966,0.42942154,0.0025000002,0.0025000002,0.0025000002,-0.0076342523,0.21633966,-0.42942154,-0.010960101,0.21594392,-0.4293466,0.0075000003,0.0075000003,0.0075000008,0.00086343416,0.6933755,2.731894,-0.0008217053,0.69086343,-1.7328292,0,1,0
5379000,5224600,0,0,0.008114073,-0.21669789,0.42623702,0.0025000002,0.0025000002,0.0025000002,-0.008114073,0.21669789,-0.42623702,-0.010603601,0.21603836,-0.42895707,0.0075000003,0.0075000003,0.0075000008,0.00097538054,0.69567364,2.6915255,-0.00084095506,0.691466,-1.8529178,0,1,0
5451000,5295500,0,0,0.009907311,-0.2172062,0.42882845,0.0025000002,0.0025000002,0.0025000002,-0.009907311,0.2172062,-0.42882845,-0.010517129,0.2161834,-0.4289411,0.0075000003,0.0075000008,0.0075000003,0.0014541452,0.6989411,2.724353,-0.00091710704,0.6923943,-1.9611412,0,1,0
5523000,5367800,0,0,0.011770721,-0.21623595,0.42969188,0.0025000002,0.0025000002,0.0025000002,-0.011770721,0.21623595,-0.42969188,-0.010675498,0.21619004,-0.42903596,0.0075000008,0.0075000003,0.0075000008,0.0020525903,0.6927109,2.7353346,-0.0010605552,0.6924343,-2.0589468,0,1,0
5595000,5439000,0,0,0.009371699,-0.21716179,0.42773646,0.0025000002,0.0025000002,0.0025000002,-0.009371699,0.21716179,-0.42773646,-0.01051298,0.21631117,-0.428874,0.0075000008,0.0075000008,0.0075000003,0.0013011664,0.69865537,2.710496,-0.0010905474,0.69320977,-2.1401625,0,1,0
5667000,5510200,0,0,0.01117337,-0.21713255,0.42783722,0.0025000002,0.0025000002,0.0025000002,-0.01117337,0.21713255,-0.42783722,-0.010595297,0.21641356,-0.42874476,0.0075000008,0.0075000008,0.0075000003,0.0018495434,0.69846725,2.711773,-0.0011851562,0.6938651,-2.2114136,0,1,0
5739000,5582000,0,0,0.010831021,-0.21524303,0.4297354,0.0025000002,0.0025000002,0.0025000002,-0.010831021,0.21524303,-0.4297354,-0.010624897,0.21626657,-0.42886916,0.0075000008,0.0075000003,0.0075000008,0.0017379407,0.6863639,2.7358885,-0.0012545685,0.6929232,-2.277271,0,1,0
5811000,5653400,0,0,0.013316511,-0.21663423,0.4292625,0.0025000002,0.0025000002,0.0025000002,-0.013316511,0.21663423,-0.4292625,-0.010961231,0.21631251,-0.4289183,0.0075000003,0.0075,0.0075000008,0.0026271031,0.69526505,2.7298706,-0.0014260752,0.69321585,-2.333826,0,1,0
