timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
5587000,0.0,0.99999994,-0.0,0.0,-0.00038541606,0.0,0.0,-0.001
5595000,0.0,0.99999994,-0.0,0.0,-0.0003480652,0.0,0.0,-0.001
5635000,0.0,0.99999994,-0.0,0.0,-0.0003863317,0.0,0.0,-0.001
5691000,0.0,0.99999994,-0.0,0.0,-0.00034559573,0.0,0.0,-0.001
5739000,0.0,0.9999999,-0.0,0.0,-0.00053028535,0.0,0.0,-0.001
5787000,0.0,0.9999999,-0.0,0.0,-0.0005067508,0.0,0.0,-0.001
5835000,0.0,0.99999994,-0.0,0.0,-0.00040017706,0.0,0.0,-0.001
5891000,0.0,1.0,-0.0,0.0,-9.7615215e-05,0.0,0.0,-0.001
5939000,0.0,1.0,0.0,0.0,3.285179e-05,0.0,0.0,-0.001
5987000,0.0,1.0,-0.0,0.0,-2.2389381e-06,0.0,0.0,-0.001
6035000,0.0,1.0,-0.0,0.0,-2.7417252e-06,0.0,0.0,-0.001
6083000,0.0,1.0,-0.0,0.0,-0.00022454234,0.0,0.0,-0.001
6139000,0.0,1.0,-0.0,0.0,-5.40666e-05,0.0,0.0,-0.001
6187000,0.0,0.99999994,0.0,0.0,0.00030102418,0.0,0.0,-0.001
6235000,0.0,0.99999994,0.0,0.0,0.00031728175,0.0,0.0,-0.001
6291000,0.0,0.99999994,0.0,0.0,0.00028901364,0.0,0.0,-0.001
6339000,0.0,0.99999994,0.0,0.0,0.0003959806,0.0,0.0,-0.001
6387000,0.0,0.7031742,0.0,0.0,0.7110176,0.0,0.0,-0.001
6435000,0.0,0.7031762,0.0,0.0,0.71101564,0.0,0.0,-0.001
6491000,0.0,0.703139,0.0,0.0,0.7110525,0.0,0.0,-0.001
6539000,0.0,0.7027421,0.0,0.0,0.71144474,0.0,0.0,-0.001
6587000,0.0,0.70275486,0.0,0.0,0.7114321,0.0,0.0,-0.001
6635000,0.0,0.70296675,0.0,0.0,0.71122277,0.0,0.0,-0.001
6683000,0.0,0.7026974,0.0,0.0,0.71148896,0.0,0.0,-0.001
6739000,0.0,0.70252365,0.0,0.0,0.71166044,0.0,0.0,-0.001
6787000,0.0,0.7023196,0.0,0.0,0.71186185,0.0,0.0,-0.001
6843000,0.0,0.7021064,0.0,0.0,0.7120721,0.0,0.0,-0.001
