timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
5563000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0013292711,nan
5579000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.00093839964,nan
5763000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,-0.0010940707,nan
5963000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,4.4331915e-05,nan
6163000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.00049792975,nan
6363000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.00079963205,nan
6563000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,1.5830802,nan
6763000,-0.009963553,0.02540688,0.02597238,0.0010331448,-0.0010355834,0.69884855,0.06521511,-0.06553388,-0.09597599,0.0,0.0,-4.0,1.5838183,0.00837758
6963000,-0.01102563,0.023177411,0.02804929,0.0010328083,-0.0010343462,0.6988483,0.06515062,-0.06535077,-0.09598581,0.0,0.0,-4.0,1.584453,0.00837758
7163000,-0.012965705,0.021468604,0.030398702,0.0010340994,-0.0010353387,0.69884837,0.06532395,-0.06548607,-0.095983274,0.0,0.0,-4.0,1.5854474,0.00837758
7363000,-0.012476001,0.019649409,0.033330265,0.0010338281,-0.0010342773,0.6988481,0.065265775,-0.06532431,-0.095994,0.0,0.0,-4.0,1.5869637,-0.0075493176
7563000,-0.011971092,0.018004904,0.03518745,0.001035133,-0.0010353364,0.6988487,0.06549001,-0.06551671,-0.09596888,0.0,0.0,-4.0,1.5877494,-0.002891825
7763000,-0.0088393865,0.0150814215,0.03552465,0.0010354082,-0.0010344181,0.69884855,0.06550753,-0.06537783,-0.09597753,0.0,0.0,-4.0,1.5878967,0.0
7963000,-0.0051002516,0.014102675,0.037080403,0.0010355993,-0.0010344344,0.6988486,0.06554055,-0.065387845,-0.09597385,0.0,0.0,-4.0,1.588927,0.0048298817
8163000,-0.0003113905,0.013597452,0.038269367,0.0010362077,-0.0010329296,0.6988488,0.0656358,-0.06520653,-0.09596683,0.0,0.0,-4.0,1.5885468,0.00837758
8363000,0.0041294163,0.01626822,0.041476764,0.0010345236,-0.0010326921,0.69884837,0.065377116,-0.0651387,-0.095984325,0.0,0.0,-4.0,1.5900058,0.00837758
8563000,0.008060419,0.02091517,0.044216163,0.0010360557,-0.0010293324,0.6988494,0.065666914,-0.06479132,-0.09594321,0.0,0.0,-4.0,1.5916051,-0.001050198
8763000,0.012150995,0.026474016,0.04803689,0.0010317604,-0.0010352447,0.69884855,0.065032005,-0.065485716,-0.095977694,0.0,0.0,-4.0,1.5925045,0.006052455
