timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
4443000,4285000,0,0,-0.0013122559,12.25,1.0921736e-05,1.0921736e-05,112.53226,4.2400047e-14,4.2400047e-14,0,0,0
4515000,4359000,0,0,-0.032043457,12.25,0.029561339,0.0038205571,112.82604,3.0981244e-07,3.9941014e-08,0,0,0
4579000,4421666,0,0,0.13897705,12.25,-0.14238682,-0.012463048,113.174255,7.16559e-06,-7.625631e-07,0,0,0
4643000,4484333,0,0,-0.07260132,12.25,0.07043913,-0.003229824,62.601215,3.170335e-06,-3.2453687e-07,0,0,0
4699000,4547000,0,0,-0.011291504,12.25,0.0084662605,-0.0019271733,62.84166,4.5624237e-08,-2.8331021e-07,0,0,0
4763000,4611000,0,0,0.039245605,12.25,-0.043084886,-0.006597552,63.192837,1.1750112e-06,-3.8449616e-07,0,0,0
4827000,4673666,0,0,0.00030517578,12.25,-0.0049850955,-0.0064179674,63.625515,1.5623403e-08,-3.4341357e-07,0,0,0
4891000,4736333,0,0,0.054748535,12.25,-0.05517263,-0.011848014,45.58356,2.6711552e-06,-6.0266564e-07,0,0,0
4955000,4799000,0,0,0.01965332,12.25,-0.020079805,-0.012764829,45.58356,3.5381052e-07,-5.749494e-07,0,0,0
5019000,4863000,0,0,-0.045684814,12.25,0.04527822,-0.0061783832,45.583515,1.7989989e-06,-3.055652e-07,0,0,0
5083000,4925666,0,0,0.060424805,12.25,-0.060651258,-0.01224521,37.25007,3.9501406e-06,-7.114738e-07,0,0,0
5147000,4988333,0,0,-0.04650879,12.25,0.046850387,-0.005663442,37.25002,2.3570014e-06,-3.6972256e-07,0,0,0
5203000,5051000,0,0,0.008850098,12.25,-0.008542755,-0.005984125,37.25002,7.83663e-08,-3.3727278e-07,0,0,0
5267000,5115000,0,0,-0.004760742,12.25,0.0050190855,-0.004735534,32.25001,3.1244912e-08,-2.9545515e-07,0,0,0
5331000,5177666,0,0,0.042144775,12.25,-0.04200403,-0.008886252,32.25001,2.188326e-06,-5.0627057e-07,0,0,0
5395000,5240333,0,0,0.024963379,12.25,-0.025119562,-0.010694236,32.25001,7.8262593e-07,-5.3704963e-07,0,0,0
5459000,5303000,0,0,-0.058380127,12.25,0.057688467,-0.003078117,32.25001,4.1277e-06,-1.7513457e-08,0,0,0
5523000,5367000,0,0,-488.0047,12.25,-0.04949951,-0.008345793,13.25,7.3968354e-06,-8.548833e-07,0,0,0
5587000,5429666,0,0,-488.10303,12.25,0.04840088,-0.0020257258,13.250003,7.072135e-06,2.7975318e-08,0,0,0
5651000,5492333,0,0,-488.06885,12.25,0.013977051,-0.00024341769,13.25001,5.897594e-07,9.054398e-08,0,0,0
5707000,5555000,5555000,0,-488.04068,12.25,-0.014404297,-0.0018205845,13.25002,6.263652e-07,1.0698265e-08,0,0,0
5771000,5619000,5619000,0,-487.92963,12.251081,-0.12564087,-0.015871113,13.251121,4.7650694e-05,-5.397687e-06,0,0,1
5835000,5681666,5683000,0,-488.0517,12.252163,0.006134033,-0.013420327,13.176758,1.142204e-07,-4.7838075e-06,0,0,1
5899000,5744333,5747000,0,-488.12683,12.253244,0.081085205,-0.0028947797,13.112998,2.0055857e-05,-2.0172915e-06,0,0,1
5963000,5807000,5811000,0,-488.0517,12.254325,-0.00039672852,-0.0026165594,12.699841,4.9573384e-10,-1.792671e-06,0,0,1
6027000,5871000,5875000,0,-488.03763,12.255405,-0.014099121,-0.003919545,12.685335,6.268189e-07,-1.6603757e-06,0,0,1
6091000,5933666,5939000,0,-488.08926,12.256485,0.038513184,0.00080633024,12.671904,4.68206e-06,-9.539974e-07,0,0,1
6155000,5996333,6003000,0,-488.05637,12.257563,0.0047302246,0.0012433537,12.659441,7.0698306e-08,-8.39872e-07,0,0,1
6211000,6059000,6059000,0,-488.0188,12.258505,-0.03286743,-0.0025557326,12.647712,3.4164855e-06,-1.1268421e-06,0,0,1
6275000,6123000,6123000,0,-488.01413,12.259581,-0.036102295,-0.006362435,12.636932,4.125608e-06,-1.4671276e-06,0,0,1
6339000,6185666,6187000,0,-488.05643,12.260655,0.0068969727,-0.0048856903,12.528736,1.518692e-07,-1.2868145e-06,0,0,1
6403000,6248333,6251000,0,-487.9907,12.261727,-0.058258057,-0.010830034,12.524212,1.0839808e-05,-2.3507787e-06,0,0,1
6467000,6311000,6315000,0,-488.09872,12.262798,0.051635742,-0.0038729124,12.519957,8.5184e-06,-1.1402248e-06,0,0,1
6531000,6375000,6379000,0,-488.04703,12.263866,-0.0007324219,-0.0035165446,12.515955,1.7144255e-09,-1.011032e-06,0,0,1
6595000,6437666,6443000,0,-488.06113,12.264933,0.01361084,-0.0016090105,12.512198,5.9223794e-07,-8.324705e-07,0,0,1
6659000,6500333,6507000,0,-488.01413,12.265997,-0.03338623,-0.005148196,12.508677,3.564375e-06,-1.1367362e-06,0,0,1
6715000,6563000,6563000,0,-488.11276,12.266923,0.0647583,0.002637635,12.459335,1.3463438e-05,4.8935726e-07,0,0,1
6779000,6625666,6627000,0,-488.07513,12.267982,0.026855469,0.005334856,12.457742,2.3157206e-06,6.9276547e-07,0,0,1
6843000,6689666,6691000,0,-488.02344,12.269037,-0.024627686,0.001934851,12.456283,1.947685e-06,3.9313989e-07,0,0,1
6907000,6752333,6755000,0,-488.0094,12.270089,-0.03756714,-0.0024646805,12.454957,4.53246e-06,-1.5544845e-07,0,0,1
6971000,6815000,6819000,0,-488.02826,12.271138,-0.017242432,-0.0041105514,12.453765,9.548967e-07,-2.4448693e-07,0,0,1
7035000,6879000,6883000,0,-488.04236,12.272184,-0.0018615723,-0.003855348,12.452707,1.113156e-08,-2.1800689e-07,0,0,1
7099000,6941666,6947000,0,-488.0189,12.273227,-0.02520752,-0.006233411,12.451643,2.0412376e-06,-4.210662e-07,0,0,1
7163000,7004333,7011000,0,-488.00015,12.274264,-0.044128418,-0.0104539655,12.424424,6.2693202e-06,-1.0724151e-06,0,0,1
7219000,7067000,7067000,0,-488.06128,12.275164,0.018218994,-0.0072605168,12.424102,1.0686704e-06,-8.3395184e-07,0,0,1
7283000,7131000,7131000,0,-488.00958,12.276195,-0.032958984,-0.010176655,12.4241085,3.4973764e-06,-1.1361844e-06,0,0,1
7347000,7193666,7195000,0,-488.0613,12.277221,0.020111084,-0.0068034083,12.424227,1.3021516e-06,-8.6461876e-07,0,0,1
7411000,7256333,7259000,0,-488.04248,12.278243,0.0022583008,-0.005794161,12.424462,1.6418971e-08,-7.6649326e-07,0,0,1
7475000,7319000,7323000,0,-488.07532,12.27926,0.036376953,-0.0010973564,12.424816,4.260128e-06,-2.0665362e-07,0,0,1
7539000,7383000,7387000,0,-488.02832,12.2802725,-0.012420654,-0.0023822696,12.406684,4.9738566e-07,-2.396445e-07,0,0,1
7603000,7445666,7451000,0,-488.12695,12.2812805,0.08718872,0.007593552,12.407478,2.4507392e-05,2.5165157e-06,0,0,1
7667000,7508333,7515000,0,-488.0375,12.282283,-0.0024108887,0.006479308,12.408388,1.8736952e-08,2.2341521e-06,0,0,1
7723000,7571000,7571000,0,-488.09387,12.283146,0.054626465,0.011841694,12.40911,9.618903e-06,3.0566284e-06,0,0,1
7787000,7635000,7635000,0,-488.05615,12.284139,0.017089844,0.012437229,12.410247,9.4136004e-07,2.816598e-06,0,0,1
7851000,7697666,7699000,0,-487.99506,12.285127,-0.043395996,0.006218896,12.411509,6.069246e-06,1.8269518e-06,0,0,1
